"";"Group";"Subj";"Day";"AxisMM";"z";"Perc";"N";"Inter";"BF";"InterBF";"logBF";"ecdfr"
"35";"Context A";"CMG159";"Session 3";"C/G";3;0,5;6;"Context A.Session 3";1,54490277248677;"Anecdotal/Weak";0,434960977940233;0,785714285714286
"36";"Context A";"CMG161";"Session 3";"C/G";1;0,166666666666667;6;"Context A.Session 3";0,274721323143249;"Contray Moderate/Positive";-1,29199806551067;0,142857142857143
"37";"Context A";"CMG162";"Session 3";"C/G";5;0,833333333333333;6;"Context A.Session 3";42,4585071746032;"Very strong/Strong";3,74852729726333;1
"38";"Context A";"CMG169";"Session 3";"C/G";2;0,4;5;"Context A.Session 3";0,806457283950618;"Contray Anecdotal/Weak";-0,215104347542905;0,571428571428571
"39";"Context A";"HG1";"Session 3";"C/G";3;0,75;4;"Context A.Session 3";5,92682666666666;"Moderate/Positive";1,77948893767867;0,857142857142857
"40";"Context A";"JJ9";"Session 3";"C/G";2;0,333333333333333;6;"Context A.Session 3";0,560308787771899;"Contray Anecdotal/Weak";-0,57926724048624;0,5
"41";"Context A";"K1";"Session 3";"C/G";4;0,666666666666667;6;"Context A.Session 3";6,41109908994709;"Moderate/Positive";1,8580307211245;0,928571428571429
"42";"Context A";"MG1";"Session 3";"C/G";3;0,5;6;"Context A.Session 3";1,54490277248677;"Anecdotal/Weak";0,434960977940233;0,785714285714286
"43";"Context B";"AK42";"Session 1";"C/G";2;1;2;"Context B.Session 1";5,85333333333333;"Moderate/Positive";1,76701129953886;1
"44";"Context B";"AK74";"Session 1";"C/G";0;0;2;"Context B.Session 1";0,383703703703704;"Contray Anecdotal/Weak";-0,957884629172992;0,428571428571429
"45";"Context B";"CMG087";"Session 1";"C/G";1;0,5;2;"Context B.Session 1";1,11555555555556;"Anecdotal/Weak";0,109352536927364;0,857142857142857
"46";"Context B";"CMG089";"Session 1";"C/G";0;0;2;"Context B.Session 1";0,383703703703704;"Contray Anecdotal/Weak";-0,957884629172992;0,428571428571429
"47";"Context B";"CMG129";"Session 1";"C/G";0;0;2;"Context B.Session 1";0,383703703703704;"Contray Anecdotal/Weak";-0,957884629172992;0,428571428571429
"48";"Context B";"CMG154";"Session 1";"C/G";0;0;1;"Context B.Session 1";0,566666666666667;"Contray Anecdotal/Weak";-0,567984037605939;0,5
"49";"Context B";"CMG159";"Session 1";"C/G";1;0,5;2;"Context B.Session 1";1,11555555555556;"Anecdotal/Weak";0,109352536927364;0,857142857142857
"50";"Context B";"CMG161";"Session 1";"C/G";1;0,5;2;"Context B.Session 1";1,11555555555556;"Anecdotal/Weak";0,109352536927364;0,857142857142857
"51";"Context B";"CMG162";"Session 1";"C/G";0;0;2;"Context B.Session 1";0,383703703703704;"Contray Anecdotal/Weak";-0,957884629172992;0,428571428571429
"52";"Context B";"CMG169";"Session 1";"C/G";2;1;2;"Context B.Session 1";5,85333333333333;"Moderate/Positive";1,76701129953886;1
"53";"Context B";"HG1";"Session 1";"C/G";1;0,5;2;"Context B.Session 1";1,11555555555556;"Anecdotal/Weak";0,109352536927364;0,857142857142857
"54";"Context B";"JJ9";"Session 1";"C/G";0;0;2;"Context B.Session 1";0,383703703703704;"Contray Anecdotal/Weak";-0,957884629172992;0,428571428571429
"55";"Context B";"K1";"Session 1";"C/G";0;0;2;"Context B.Session 1";0,383703703703704;"Contray Anecdotal/Weak";-0,957884629172992;0,428571428571429
"56";"Context B";"MG1";"Session 1";"C/G";1;0,5;2;"Context B.Session 1";1,11555555555556;"Anecdotal/Weak";0,109352536927364;0,857142857142857
"57";"Context B";"AK42";"Session 2";"C/G";2;0,333333333333333;6;"Context B.Session 2";0,560308787771899;"Contray Anecdotal/Weak";-0,57926724048624;0,142857142857143
"58";"Context B";"AK74";"Session 2";"C/G";4;0,666666666666667;6;"Context B.Session 2";6,41109908994709;"Moderate/Positive";1,8580307211245;1
"59";"Context B";"CMG087";"Session 2";"C/G";1;0,25;4;"Context B.Session 2";0,461202962962963;"Contray Anecdotal/Weak";-0,773917066143509;0,0714285714285714
"60";"Context B";"CMG089";"Session 2";"C/G";3;0,6;5;"Context B.Session 2";2,76145185185185;"Anecdotal/Weak";1,01575657470171;0,714285714285714
"61";"Context B";"CMG129";"Session 2";"C/G";2;0,5;4;"Context B.Session 2";1,29520592592593;"Anecdotal/Weak";0,258669698668788;0,357142857142857
"62";"Context B";"CMG154";"Session 2";"C/G";2;0,5;4;"Context B.Session 2";1,29520592592593;"Anecdotal/Weak";0,258669698668788;0,357142857142857
"63";"Context B";"CMG159";"Session 2";"C/G";3;0,5;6;"Context B.Session 2";1,54490277248677;"Anecdotal/Weak";0,434960977940233;0,5
"64";"Context B";"CMG161";"Session 2";"C/G";2;0,5;4;"Context B.Session 2";1,29520592592593;"Anecdotal/Weak";0,258669698668788;0,357142857142857
"65";"Context B";"CMG162";"Session 2";"C/G";3;0,5;6;"Context B.Session 2";1,54490277248677;"Anecdotal/Weak";0,434960977940233;0,5
"66";"Context B";"CMG169";"Session 2";"C/G";2;0,666666666666667;3;"Context B.Session 2";2,45311111111111;"Anecdotal/Weak";0,89735706025994;0,642857142857143
"67";"Context B";"HG1";"Session 2";"C/G";2;0,666666666666667;3;"Context B.Session 2";2,45311111111111;"Anecdotal/Weak";0,89735706025994;0,642857142857143
"68";"Context B";"JJ9";"Session 2";"C/G";4;0,666666666666667;6;"Context B.Session 2";6,41109908994709;"Moderate/Positive";1,8580307211245;1
"69";"Context B";"K1";"Session 2";"C/G";4;0,666666666666667;6;"Context B.Session 2";6,41109908994709;"Moderate/Positive";1,8580307211245;1
"70";"Context B";"MG1";"Session 2";"C/G";4;0,666666666666667;6;"Context B.Session 2";6,41109908994709;"Moderate/Positive";1,8580307211245;1
"71";"Context B";"AK42";"Session 3";"C/G";1;0,166666666666667;6;"Context B.Session 3";0,274721323143249;"Contray Moderate/Positive";-1,29199806551067;0,142857142857143
"72";"Context B";"AK74";"Session 3";"C/G";1;0,166666666666667;6;"Context B.Session 3";0,274721323143249;"Contray Moderate/Positive";-1,29199806551067;0,142857142857143
"73";"Context B";"CMG087";"Session 3";"C/G";2;0,333333333333333;6;"Context B.Session 3";0,560308787771899;"Contray Anecdotal/Weak";-0,57926724048624;0,357142857142857
"74";"Context B";"CMG089";"Session 3";"C/G";3;0,5;6;"Context B.Session 3";1,54490277248677;"Anecdotal/Weak";0,434960977940233;0,571428571428571
"75";"Context B";"CMG129";"Session 3";"C/G";2;0,333333333333333;6;"Context B.Session 3";0,560308787771899;"Contray Anecdotal/Weak";-0,57926724048624;0,357142857142857
"76";"Context B";"CMG154";"Session 3";"C/G";1;0,333333333333333;3;"Context B.Session 3";0,669703703703704;"Contray Anecdotal/Weak";-0,400919897689154;0,428571428571429
"77";"Context B";"CMG159";"Session 3";"C/G";2;0,333333333333333;6;"Context B.Session 3";0,560308787771899;"Contray Anecdotal/Weak";-0,57926724048624;0,357142857142857
"78";"Context B";"CMG161";"Session 3";"C/G";5;0,833333333333333;6;"Context B.Session 3";42,4585071746032;"Very strong/Strong";3,74852729726333;0,857142857142857
"79";"Context B";"CMG162";"Session 3";"C/G";3;0,5;6;"Context B.Session 3";1,54490277248677;"Anecdotal/Weak";0,434960977940233;0,571428571428571
"80";"Context B";"CMG169";"Session 3";"C/G";5;0,833333333333333;6;"Context B.Session 3";42,4585071746032;"Very strong/Strong";3,74852729726333;0,857142857142857
"81";"Context B";"HG1";"Session 3";"C/G";4;1;4;"Context B.Session 3";46,43552;"Very strong/Strong";3,83806468361471;0,928571428571429
"82";"Context B";"JJ9";"Session 3";"C/G";6;1;6;"Context B.Session 3";430,517385142857;"Extreme/Very strong";6,06498770665949;1
"83";"Context B";"K1";"Session 3";"C/G";3;0,6;5;"Context B.Session 3";2,76145185185185;"Anecdotal/Weak";1,01575657470171;0,642857142857143
"84";"Context B";"MG1";"Session 3";"C/G";4;0,666666666666667;6;"Context B.Session 3";6,41109908994709;"Moderate/Positive";1,8580307211245;0,714285714285714
