"";"Subject";"Context";"Day";"CellType";"BMROrder";"bmr";"N";"Ntt";"Perc";"animal";"trialA";"trialB";"contextA";"contextB";"isCoherent";"rot1";"rot2";"rot3";"rot4"
"1016";"CMG154_CA1_TA3_TB4";"across";"3";"FS";"C_1";"4";6;12;0,5;"CMG154_CA1";3;4;1;2;0;0,5;0,167;0,167;0,167
"1017";"CMG154_CA1_TA3_TB5";"within";"3";"FI";"C_4";"1";34;190;0,178947368421053;"CMG154_CA1";3;5;1;1;1;0,347;0,284;0,189;0,179
"1018";"CMG154_CA1_TA3_TB5";"within";"3";"FI";"C_2";"2";54;190;0,28421052631579;"CMG154_CA1";3;5;1;1;1;0,347;0,284;0,189;0,179
"1019";"CMG154_CA1_TA3_TB5";"within";"3";"FI";"C_1";"3";66;190;0,347368421052632;"CMG154_CA1";3;5;1;1;1;0,347;0,284;0,189;0,179
"1020";"CMG154_CA1_TA3_TB5";"within";"3";"FI";"C_3";"4";36;190;0,189473684210526;"CMG154_CA1";3;5;1;1;1;0,347;0,284;0,189;0,179
"1021";"CMG154_CA1_TA3_TB5";"within";"3";"FS";"C_3";"1";2;13;0,153846153846154;"CMG154_CA1";3;5;1;1;1;0,462;0,385;0,154;0
"1022";"CMG154_CA1_TA3_TB5";"within";"3";"FS";"C_1";"2";6;13;0,461538461538462;"CMG154_CA1";3;5;1;1;1;0,462;0,385;0,154;0
"1023";"CMG154_CA1_TA3_TB5";"within";"3";"FS";"C_2";"3";5;13;0,384615384615385;"CMG154_CA1";3;5;1;1;1;0,462;0,385;0,154;0
"1024";"CMG154_CA1_TA3_TB5";"within";"3";"FS";"C_4";"4";0;13;0;"CMG154_CA1";3;5;1;1;1;0,462;0,385;0,154;0
"1025";"CMG154_CA1_TA3_TB6";"across";"3";"FI";"C_2";"1";56;190;0,294736842105263;"CMG154_CA1";3;6;1;2;1;0,326;0,295;0,226;0,153
"1026";"CMG154_CA1_TA3_TB6";"across";"3";"FI";"C_3";"2";43;190;0,226315789473684;"CMG154_CA1";3;6;1;2;1;0,326;0,295;0,226;0,153
"1027";"CMG154_CA1_TA3_TB6";"across";"3";"FI";"C_1";"3";62;190;0,326315789473684;"CMG154_CA1";3;6;1;2;1;0,326;0,295;0,226;0,153
"1028";"CMG154_CA1_TA3_TB6";"across";"3";"FI";"C_4";"4";29;190;0,152631578947368;"CMG154_CA1";3;6;1;2;1;0,326;0,295;0,226;0,153
"1029";"CMG154_CA1_TA3_TB6";"across";"3";"FS";"C_1";"1";5;13;0,384615384615385;"CMG154_CA1";3;6;1;2;0;0,385;0,308;0,231;0,077
"1030";"CMG154_CA1_TA3_TB6";"across";"3";"FS";"C_4";"2";1;13;0,0769230769230769;"CMG154_CA1";3;6;1;2;0;0,385;0,308;0,231;0,077
"1031";"CMG154_CA1_TA3_TB6";"across";"3";"FS";"C_2";"3";4;13;0,307692307692308;"CMG154_CA1";3;6;1;2;0;0,385;0,308;0,231;0,077
"1032";"CMG154_CA1_TA3_TB6";"across";"3";"FS";"C_3";"4";3;13;0,230769230769231;"CMG154_CA1";3;6;1;2;0;0,385;0,308;0,231;0,077
"1033";"CMG154_CA1_TA3_TB7";"within";"3";"FI";"C_2";"1";51;191;0,267015706806283;"CMG154_CA1";3;7;1;1;1;0,319;0,267;0,215;0,199
"1034";"CMG154_CA1_TA3_TB7";"within";"3";"FI";"C_1";"2";61;191;0,319371727748691;"CMG154_CA1";3;7;1;1;1;0,319;0,267;0,215;0,199
"1035";"CMG154_CA1_TA3_TB7";"within";"3";"FI";"C_4";"3";38;191;0,198952879581152;"CMG154_CA1";3;7;1;1;1;0,319;0,267;0,215;0,199
"1036";"CMG154_CA1_TA3_TB7";"within";"3";"FI";"C_3";"4";41;191;0,214659685863874;"CMG154_CA1";3;7;1;1;1;0,319;0,267;0,215;0,199
"1037";"CMG154_CA1_TA3_TB7";"within";"3";"FS";"C_1";"1";6;13;0,461538461538462;"CMG154_CA1";3;7;1;1;0;0,462;0,308;0,154;0,077
"1038";"CMG154_CA1_TA3_TB7";"within";"3";"FS";"C_2";"2";4;13;0,307692307692308;"CMG154_CA1";3;7;1;1;0;0,462;0,308;0,154;0,077
"1039";"CMG154_CA1_TA3_TB7";"within";"3";"FS";"C_3";"3";2;13;0,153846153846154;"CMG154_CA1";3;7;1;1;0;0,462;0,308;0,154;0,077
"1040";"CMG154_CA1_TA3_TB7";"within";"3";"FS";"C_4";"4";1;13;0,0769230769230769;"CMG154_CA1";3;7;1;1;0;0,462;0,308;0,154;0,077
"1041";"CMG154_CA1_TA3_TB8";"across";"3";"FI";"C_1";"1";64;189;0,338624338624339;"CMG154_CA1";3;8;1;2;1;0,339;0,254;0,249;0,159
"1042";"CMG154_CA1_TA3_TB8";"across";"3";"FI";"C_4";"2";30;189;0,158730158730159;"CMG154_CA1";3;8;1;2;1;0,339;0,254;0,249;0,159
"1043";"CMG154_CA1_TA3_TB8";"across";"3";"FI";"C_2";"3";48;189;0,253968253968254;"CMG154_CA1";3;8;1;2;1;0,339;0,254;0,249;0,159
"1044";"CMG154_CA1_TA3_TB8";"across";"3";"FI";"C_3";"4";47;189;0,248677248677249;"CMG154_CA1";3;8;1;2;1;0,339;0,254;0,249;0,159
"1045";"CMG154_CA1_TA3_TB8";"across";"3";"FS";"C_3";"1";3;13;0,230769230769231;"CMG154_CA1";3;8;1;2;0;0,308;0,308;0,231;0,154
"1046";"CMG154_CA1_TA3_TB8";"across";"3";"FS";"C_1";"2";4;13;0,307692307692308;"CMG154_CA1";3;8;1;2;0;0,308;0,308;0,231;0,154
"1047";"CMG154_CA1_TA3_TB8";"across";"3";"FS";"C_4";"3";2;13;0,153846153846154;"CMG154_CA1";3;8;1;2;0;0,308;0,308;0,231;0,154
"1048";"CMG154_CA1_TA3_TB8";"across";"3";"FS";"C_2";"4";4;13;0,307692307692308;"CMG154_CA1";3;8;1;2;0;0,308;0,308;0,231;0,154
"1049";"CMG154_CA1_TA3_TB9";"within";"3";"FI";"C_2";"1";50;191;0,261780104712042;"CMG154_CA1";3;9;1;1;1;0,351;0,262;0,204;0,183
"1050";"CMG154_CA1_TA3_TB9";"within";"3";"FI";"C_1";"2";67;191;0,350785340314136;"CMG154_CA1";3;9;1;1;1;0,351;0,262;0,204;0,183
"1051";"CMG154_CA1_TA3_TB9";"within";"3";"FI";"C_4";"3";35;191;0,183246073298429;"CMG154_CA1";3;9;1;1;1;0,351;0,262;0,204;0,183
"1052";"CMG154_CA1_TA3_TB9";"within";"3";"FI";"C_3";"4";39;191;0,204188481675393;"CMG154_CA1";3;9;1;1;1;0,351;0,262;0,204;0,183
"1053";"CMG154_CA1_TA3_TB9";"within";"3";"FS";"C_1";"1";8;13;0,615384615384615;"CMG154_CA1";3;9;1;1;1;0,615;0,154;0,154;0,077
"1054";"CMG154_CA1_TA3_TB9";"within";"3";"FS";"C_2";"2";2;13;0,153846153846154;"CMG154_CA1";3;9;1;1;1;0,615;0,154;0,154;0,077
"1055";"CMG154_CA1_TA3_TB9";"within";"3";"FS";"C_3";"3";2;13;0,153846153846154;"CMG154_CA1";3;9;1;1;1;0,615;0,154;0,154;0,077
"1056";"CMG154_CA1_TA3_TB9";"within";"3";"FS";"C_4";"4";1;13;0,0769230769230769;"CMG154_CA1";3;9;1;1;1;0,615;0,154;0,154;0,077
"1057";"CMG154_CA1_TA4_TB10";"within";"2";"FI";"C_3";"1";57;249;0,228915662650602;"CMG154_CA1";4;10;2;2;1;0,369;0,349;0,229;0,052
"1058";"CMG154_CA1_TA4_TB10";"within";"2";"FI";"C_1";"2";92;249;0,369477911646586;"CMG154_CA1";4;10;2;2;1;0,369;0,349;0,229;0,052
"1059";"CMG154_CA1_TA4_TB10";"within";"2";"FI";"C_2";"3";87;249;0,349397590361446;"CMG154_CA1";4;10;2;2;1;0,369;0,349;0,229;0,052
"1060";"CMG154_CA1_TA4_TB10";"within";"2";"FI";"C_4";"4";13;249;0,0522088353413655;"CMG154_CA1";4;10;2;2;1;0,369;0,349;0,229;0,052
"1061";"CMG154_CA1_TA4_TB10";"within";"2";"FS";"C_3";"1";6;25;0,24;"CMG154_CA1";4;10;2;2;0;0,32;0,28;0,24;0,16
"1062";"CMG154_CA1_TA4_TB10";"within";"2";"FS";"C_1";"2";8;25;0,32;"CMG154_CA1";4;10;2;2;0;0,32;0,28;0,24;0,16
"1063";"CMG154_CA1_TA4_TB10";"within";"2";"FS";"C_2";"3";7;25;0,28;"CMG154_CA1";4;10;2;2;0;0,32;0,28;0,24;0,16
"1064";"CMG154_CA1_TA4_TB10";"within";"2";"FS";"C_4";"4";4;25;0,16;"CMG154_CA1";4;10;2;2;0;0,32;0,28;0,24;0,16
"1065";"CMG154_CA1_TA4_TB11";"across";"2";"FI";"C_2";"1";68;252;0,26984126984127;"CMG154_CA1";4;11;2;1;1;0,298;0,27;0,262;0,171
"1066";"CMG154_CA1_TA4_TB11";"across";"2";"FI";"C_4";"2";43;252;0,170634920634921;"CMG154_CA1";4;11;2;1;1;0,298;0,27;0,262;0,171
"1067";"CMG154_CA1_TA4_TB11";"across";"2";"FI";"C_3";"3";66;252;0,261904761904762;"CMG154_CA1";4;11;2;1;1;0,298;0,27;0,262;0,171
"1068";"CMG154_CA1_TA4_TB11";"across";"2";"FI";"C_1";"4";75;252;0,297619047619048;"CMG154_CA1";4;11;2;1;1;0,298;0,27;0,262;0,171
"1069";"CMG154_CA1_TA4_TB11";"across";"2";"FS";"C_3";"1";4;24;0,166666666666667;"CMG154_CA1";4;11;2;1;1;0,5;0,208;0,167;0,125
"1070";"CMG154_CA1_TA4_TB11";"across";"2";"FS";"C_2";"2";5;24;0,208333333333333;"CMG154_CA1";4;11;2;1;1;0,5;0,208;0,167;0,125
"1071";"CMG154_CA1_TA4_TB11";"across";"2";"FS";"C_4";"3";3;24;0,125;"CMG154_CA1";4;11;2;1;1;0,5;0,208;0,167;0,125
"1072";"CMG154_CA1_TA4_TB11";"across";"2";"FS";"C_1";"4";12;24;0,5;"CMG154_CA1";4;11;2;1;1;0,5;0,208;0,167;0,125
"1073";"CMG154_CA1_TA4_TB12";"within";"2";"FI";"C_1";"1";97;251;0,386454183266932;"CMG154_CA1";4;12;2;2;1;0,386;0,231;0,231;0,151
"1074";"CMG154_CA1_TA4_TB12";"within";"2";"FI";"C_2";"2";58;251;0,231075697211155;"CMG154_CA1";4;12;2;2;1;0,386;0,231;0,231;0,151
"1075";"CMG154_CA1_TA4_TB12";"within";"2";"FI";"C_3";"3";58;251;0,231075697211155;"CMG154_CA1";4;12;2;2;1;0,386;0,231;0,231;0,151
"1076";"CMG154_CA1_TA4_TB12";"within";"2";"FI";"C_4";"4";38;251;0,151394422310757;"CMG154_CA1";4;12;2;2;1;0,386;0,231;0,231;0,151
"1077";"CMG154_CA1_TA4_TB12";"within";"2";"FS";"C_1";"1";13;23;0,565217391304348;"CMG154_CA1";4;12;2;2;1;0,565;0,174;0,174;0,087
"1078";"CMG154_CA1_TA4_TB12";"within";"2";"FS";"C_2";"2";4;23;0,173913043478261;"CMG154_CA1";4;12;2;2;1;0,565;0,174;0,174;0,087
"1079";"CMG154_CA1_TA4_TB12";"within";"2";"FS";"C_3";"3";4;23;0,173913043478261;"CMG154_CA1";4;12;2;2;1;0,565;0,174;0,174;0,087
"1080";"CMG154_CA1_TA4_TB12";"within";"2";"FS";"C_4";"4";2;23;0,0869565217391304;"CMG154_CA1";4;12;2;2;1;0,565;0,174;0,174;0,087
"1081";"CMG154_CA1_TA4_TB5";"across";"3";"FI";"C_2";"1";47;191;0,246073298429319;"CMG154_CA1";4;5;2;1;1;0,34;0,246;0,236;0,178
"1082";"CMG154_CA1_TA4_TB5";"across";"3";"FI";"C_4";"2";34;191;0,178010471204188;"CMG154_CA1";4;5;2;1;1;0,34;0,246;0,236;0,178
"1083";"CMG154_CA1_TA4_TB5";"across";"3";"FI";"C_1";"3";65;191;0,340314136125654;"CMG154_CA1";4;5;2;1;1;0,34;0,246;0,236;0,178
"1084";"CMG154_CA1_TA4_TB5";"across";"3";"FI";"C_3";"4";45;191;0,235602094240838;"CMG154_CA1";4;5;2;1;1;0,34;0,246;0,236;0,178
"1085";"CMG154_CA1_TA4_TB5";"across";"3";"FS";"C_4";"1";2;14;0,142857142857143;"CMG154_CA1";4;5;2;1;0;0,429;0,214;0,214;0,143
"1086";"CMG154_CA1_TA4_TB5";"across";"3";"FS";"C_2";"2";3;14;0,214285714285714;"CMG154_CA1";4;5;2;1;0;0,429;0,214;0,214;0,143
"1087";"CMG154_CA1_TA4_TB5";"across";"3";"FS";"C_1";"3";6;14;0,428571428571429;"CMG154_CA1";4;5;2;1;0;0,429;0,214;0,214;0,143
"1088";"CMG154_CA1_TA4_TB5";"across";"3";"FS";"C_3";"4";3;14;0,214285714285714;"CMG154_CA1";4;5;2;1;0;0,429;0,214;0,214;0,143
"1089";"CMG154_CA1_TA4_TB6";"within";"3";"FI";"C_2";"1";52;190;0,273684210526316;"CMG154_CA1";4;6;2;2;0;0,289;0,274;0,232;0,205
"1090";"CMG154_CA1_TA4_TB6";"within";"3";"FI";"C_1";"2";55;190;0,289473684210526;"CMG154_CA1";4;6;2;2;0;0,289;0,274;0,232;0,205
"1091";"CMG154_CA1_TA4_TB6";"within";"3";"FI";"C_3";"3";44;190;0,231578947368421;"CMG154_CA1";4;6;2;2;0;0,289;0,274;0,232;0,205
"1092";"CMG154_CA1_TA4_TB6";"within";"3";"FI";"C_4";"4";39;190;0,205263157894737;"CMG154_CA1";4;6;2;2;0;0,289;0,274;0,232;0,205
"1093";"CMG154_CA1_TA4_TB6";"within";"3";"FS";"C_4";"1";2;14;0,142857142857143;"CMG154_CA1";4;6;2;2;0;0,429;0,214;0,214;0,143
"1094";"CMG154_CA1_TA4_TB6";"within";"3";"FS";"C_1";"2";6;14;0,428571428571429;"CMG154_CA1";4;6;2;2;0;0,429;0,214;0,214;0,143
"1095";"CMG154_CA1_TA4_TB6";"within";"3";"FS";"C_2";"3";3;14;0,214285714285714;"CMG154_CA1";4;6;2;2;0;0,429;0,214;0,214;0,143
"1096";"CMG154_CA1_TA4_TB6";"within";"3";"FS";"C_3";"4";3;14;0,214285714285714;"CMG154_CA1";4;6;2;2;0;0,429;0,214;0,214;0,143
"1097";"CMG154_CA1_TA4_TB7";"across";"2";"FI";"C_1";"1";94;251;0,374501992031873;"CMG154_CA1";4;7;2;1;1;0,375;0,303;0,211;0,112
"1098";"CMG154_CA1_TA4_TB7";"across";"2";"FI";"C_2";"2";76;251;0,302788844621514;"CMG154_CA1";4;7;2;1;1;0,375;0,303;0,211;0,112
"1099";"CMG154_CA1_TA4_TB7";"across";"2";"FI";"C_3";"3";53;251;0,211155378486056;"CMG154_CA1";4;7;2;1;1;0,375;0,303;0,211;0,112
"1100";"CMG154_CA1_TA4_TB7";"across";"2";"FI";"C_4";"4";28;251;0,111553784860558;"CMG154_CA1";4;7;2;1;1;0,375;0,303;0,211;0,112
"1101";"CMG154_CA1_TA4_TB7";"across";"2";"FS";"C_2";"1";8;25;0,32;"CMG154_CA1";4;7;2;1;0;0,4;0,32;0,2;0,08
"1102";"CMG154_CA1_TA4_TB7";"across";"2";"FS";"C_1";"2";10;25;0,4;"CMG154_CA1";4;7;2;1;0;0,4;0,32;0,2;0,08
"1103";"CMG154_CA1_TA4_TB7";"across";"2";"FS";"C_3";"3";5;25;0,2;"CMG154_CA1";4;7;2;1;0;0,4;0,32;0,2;0,08
"1104";"CMG154_CA1_TA4_TB7";"across";"2";"FS";"C_4";"4";2;25;0,08;"CMG154_CA1";4;7;2;1;0;0,4;0,32;0,2;0,08
"1105";"CMG154_CA1_TA4_TB7";"across";"3";"FI";"C_1";"1";58;193;0,300518134715026;"CMG154_CA1";4;7;2;1;0;0,301;0,244;0,238;0,218
"1106";"CMG154_CA1_TA4_TB7";"across";"3";"FI";"C_3";"2";46;193;0,238341968911917;"CMG154_CA1";4;7;2;1;0;0,301;0,244;0,238;0,218
"1107";"CMG154_CA1_TA4_TB7";"across";"3";"FI";"C_2";"3";47;193;0,243523316062176;"CMG154_CA1";4;7;2;1;0;0,301;0,244;0,238;0,218
"1108";"CMG154_CA1_TA4_TB7";"across";"3";"FI";"C_4";"4";42;193;0,217616580310881;"CMG154_CA1";4;7;2;1;0;0,301;0,244;0,238;0,218
"1109";"CMG154_CA1_TA4_TB7";"across";"3";"FS";"C_3";"1";2;14;0,142857142857143;"CMG154_CA1";4;7;2;1;0;0,5;0,214;0,143;0,143
"1110";"CMG154_CA1_TA4_TB7";"across";"3";"FS";"C_1";"2";7;14;0,5;"CMG154_CA1";4;7;2;1;0;0,5;0,214;0,143;0,143
"1111";"CMG154_CA1_TA4_TB7";"across";"3";"FS";"C_4";"3";2;14;0,142857142857143;"CMG154_CA1";4;7;2;1;0;0,5;0,214;0,143;0,143
"1112";"CMG154_CA1_TA4_TB7";"across";"3";"FS";"C_2";"4";3;14;0,214285714285714;"CMG154_CA1";4;7;2;1;0;0,5;0,214;0,143;0,143
"1113";"CMG154_CA1_TA4_TB8";"within";"2";"FI";"C_1";"1";75;253;0,296442687747036;"CMG154_CA1";4;8;2;2;1;0,296;0,277;0,265;0,162
"1114";"CMG154_CA1_TA4_TB8";"within";"2";"FI";"C_2";"2";70;253;0,276679841897233;"CMG154_CA1";4;8;2;2;1;0,296;0,277;0,265;0,162
"1115";"CMG154_CA1_TA4_TB8";"within";"2";"FI";"C_3";"3";67;253;0,264822134387352;"CMG154_CA1";4;8;2;2;1;0,296;0,277;0,265;0,162
"1116";"CMG154_CA1_TA4_TB8";"within";"2";"FI";"C_4";"4";41;253;0,162055335968379;"CMG154_CA1";4;8;2;2;1;0,296;0,277;0,265;0,162
"1117";"CMG154_CA1_TA4_TB8";"within";"2";"FS";"C_1";"1";8;26;0,307692307692308;"CMG154_CA1";4;8;2;2;0;0,308;0,269;0,231;0,192
"1118";"CMG154_CA1_TA4_TB8";"within";"2";"FS";"C_4";"2";5;26;0,192307692307692;"CMG154_CA1";4;8;2;2;0;0,308;0,269;0,231;0,192
"1119";"CMG154_CA1_TA4_TB8";"within";"2";"FS";"C_2";"3";7;26;0,269230769230769;"CMG154_CA1";4;8;2;2;0;0,308;0,269;0,231;0,192
"1120";"CMG154_CA1_TA4_TB8";"within";"2";"FS";"C_3";"4";6;26;0,230769230769231;"CMG154_CA1";4;8;2;2;0;0,308;0,269;0,231;0,192
"1121";"CMG154_CA1_TA4_TB8";"within";"3";"FI";"C_1";"1";69;190;0,363157894736842;"CMG154_CA1";4;8;2;2;1;0,363;0,247;0,205;0,184
"1122";"CMG154_CA1_TA4_TB8";"within";"3";"FI";"C_4";"2";35;190;0,184210526315789;"CMG154_CA1";4;8;2;2;1;0,363;0,247;0,205;0,184
"1123";"CMG154_CA1_TA4_TB8";"within";"3";"FI";"C_2";"3";47;190;0,247368421052632;"CMG154_CA1";4;8;2;2;1;0,363;0,247;0,205;0,184
"1124";"CMG154_CA1_TA4_TB8";"within";"3";"FI";"C_3";"4";39;190;0,205263157894737;"CMG154_CA1";4;8;2;2;1;0,363;0,247;0,205;0,184
"1125";"CMG154_CA1_TA4_TB8";"within";"3";"FS";"C_3";"1";3;13;0,230769230769231;"CMG154_CA1";4;8;2;2;0;0,308;0,308;0,231;0,154
"1126";"CMG154_CA1_TA4_TB8";"within";"3";"FS";"C_1";"2";4;13;0,307692307692308;"CMG154_CA1";4;8;2;2;0;0,308;0,308;0,231;0,154
"1127";"CMG154_CA1_TA4_TB8";"within";"3";"FS";"C_4";"3";2;13;0,153846153846154;"CMG154_CA1";4;8;2;2;0;0,308;0,308;0,231;0,154
"1128";"CMG154_CA1_TA4_TB8";"within";"3";"FS";"C_2";"4";4;13;0,307692307692308;"CMG154_CA1";4;8;2;2;0;0,308;0,308;0,231;0,154
"1129";"CMG154_CA1_TA4_TB9";"across";"2";"FI";"C_3";"1";52;248;0,209677419354839;"CMG154_CA1";4;9;2;1;1;0,355;0,258;0,21;0,177
"1130";"CMG154_CA1_TA4_TB9";"across";"2";"FI";"C_2";"2";64;248;0,258064516129032;"CMG154_CA1";4;9;2;1;1;0,355;0,258;0,21;0,177
"1131";"CMG154_CA1_TA4_TB9";"across";"2";"FI";"C_1";"3";88;248;0,354838709677419;"CMG154_CA1";4;9;2;1;1;0,355;0,258;0,21;0,177
"1132";"CMG154_CA1_TA4_TB9";"across";"2";"FI";"C_4";"4";44;248;0,17741935483871;"CMG154_CA1";4;9;2;1;1;0,355;0,258;0,21;0,177
"1133";"CMG154_CA1_TA4_TB9";"across";"2";"FS";"C_4";"1";3;21;0,142857142857143;"CMG154_CA1";4;9;2;1;0;0,381;0,238;0,238;0,143
"1134";"CMG154_CA1_TA4_TB9";"across";"2";"FS";"C_1";"2";8;21;0,380952380952381;"CMG154_CA1";4;9;2;1;0;0,381;0,238;0,238;0,143
"1135";"CMG154_CA1_TA4_TB9";"across";"2";"FS";"C_2";"3";5;21;0,238095238095238;"CMG154_CA1";4;9;2;1;0;0,381;0,238;0,238;0,143
"1136";"CMG154_CA1_TA4_TB9";"across";"2";"FS";"C_3";"4";5;21;0,238095238095238;"CMG154_CA1";4;9;2;1;0;0,381;0,238;0,238;0,143
"1137";"CMG154_CA1_TA4_TB9";"across";"3";"FI";"C_2";"1";46;192;0,239583333333333;"CMG154_CA1";4;9;2;1;1;0,328;0,24;0,24;0,193
"1138";"CMG154_CA1_TA4_TB9";"across";"3";"FI";"C_4";"2";37;192;0,192708333333333;"CMG154_CA1";4;9;2;1;1;0,328;0,24;0,24;0,193
"1139";"CMG154_CA1_TA4_TB9";"across";"3";"FI";"C_1";"3";63;192;0,328125;"CMG154_CA1";4;9;2;1;1;0,328;0,24;0,24;0,193
"1140";"CMG154_CA1_TA4_TB9";"across";"3";"FI";"C_3";"4";46;192;0,239583333333333;"CMG154_CA1";4;9;2;1;1;0,328;0,24;0,24;0,193
"1141";"CMG154_CA1_TA4_TB9";"across";"3";"FS";"C_2";"1";2;14;0,142857142857143;"CMG154_CA1";4;9;2;1;1;0,571;0,143;0,143;0,143
"1142";"CMG154_CA1_TA4_TB9";"across";"3";"FS";"C_1";"2";8;14;0,571428571428571;"CMG154_CA1";4;9;2;1;1;0,571;0,143;0,143;0,143
"1143";"CMG154_CA1_TA4_TB9";"across";"3";"FS";"C_3";"3";2;14;0,142857142857143;"CMG154_CA1";4;9;2;1;1;0,571;0,143;0,143;0,143
"1144";"CMG154_CA1_TA4_TB9";"across";"3";"FS";"C_4";"4";2;14;0,142857142857143;"CMG154_CA1";4;9;2;1;1;0,571;0,143;0,143;0,143
"1145";"CMG154_CA1_TA5_TB11";"within";"1";"FI";"C_1";"1";126;214;0,588785046728972;"CMG154_CA1";5;11;1;1;1;0,589;0,262;0,093;0,056
"1146";"CMG154_CA1_TA5_TB11";"within";"1";"FI";"C_2";"2";56;214;0,261682242990654;"CMG154_CA1";5;11;1;1;1;0,589;0,262;0,093;0,056
"1147";"CMG154_CA1_TA5_TB11";"within";"1";"FI";"C_3";"3";20;214;0,0934579439252336;"CMG154_CA1";5;11;1;1;1;0,589;0,262;0,093;0,056
"1148";"CMG154_CA1_TA5_TB11";"within";"1";"FI";"C_4";"4";12;214;0,0560747663551402;"CMG154_CA1";5;11;1;1;1;0,589;0,262;0,093;0,056
"1149";"CMG154_CA1_TA5_TB11";"within";"1";"FS";"C_1";"1";18;37;0,486486486486487;"CMG154_CA1";5;11;1;1;1;0,486;0,324;0,108;0,081
"1150";"CMG154_CA1_TA5_TB11";"within";"1";"FS";"C_2";"2";12;37;0,324324324324324;"CMG154_CA1";5;11;1;1;1;0,486;0,324;0,108;0,081
"1151";"CMG154_CA1_TA5_TB11";"within";"1";"FS";"C_3";"3";4;37;0,108108108108108;"CMG154_CA1";5;11;1;1;1;0,486;0,324;0,108;0,081
"1152";"CMG154_CA1_TA5_TB11";"within";"1";"FS";"C_4";"4";3;37;0,0810810810810811;"CMG154_CA1";5;11;1;1;1;0,486;0,324;0,108;0,081
"1153";"CMG154_CA1_TA5_TB12";"across";"1";"FI";"C_3";"1";36;217;0,165898617511521;"CMG154_CA1";5;12;1;2;1;0,475;0,318;0,166;0,041
"1154";"CMG154_CA1_TA5_TB12";"across";"1";"FI";"C_4";"2";9;217;0,0414746543778802;"CMG154_CA1";5;12;1;2;1;0,475;0,318;0,166;0,041
"1155";"CMG154_CA1_TA5_TB12";"across";"1";"FI";"C_2";"3";69;217;0,317972350230415;"CMG154_CA1";5;12;1;2;1;0,475;0,318;0,166;0,041
"1156";"CMG154_CA1_TA5_TB12";"across";"1";"FI";"C_1";"4";103;217;0,474654377880184;"CMG154_CA1";5;12;1;2;1;0,475;0,318;0,166;0,041
"1157";"CMG154_CA1_TA5_TB12";"across";"1";"FS";"C_2";"1";7;38;0,184210526315789;"CMG154_CA1";5;12;1;2;1;0,553;0,184;0,184;0,079
"1158";"CMG154_CA1_TA5_TB12";"across";"1";"FS";"C_4";"2";3;38;0,0789473684210526;"CMG154_CA1";5;12;1;2;1;0,553;0,184;0,184;0,079
"1159";"CMG154_CA1_TA5_TB12";"across";"1";"FS";"C_3";"3";7;38;0,184210526315789;"CMG154_CA1";5;12;1;2;1;0,553;0,184;0,184;0,079
"1160";"CMG154_CA1_TA5_TB12";"across";"1";"FS";"C_1";"4";21;38;0,552631578947368;"CMG154_CA1";5;12;1;2;1;0,553;0,184;0,184;0,079
"1161";"CMG154_CA1_TA5_TB6";"across";"3";"FI";"C_1";"1";67;190;0,352631578947368;"CMG154_CA1";5;6;1;2;1;0,353;0,237;0,211;0,2
"1162";"CMG154_CA1_TA5_TB6";"across";"3";"FI";"C_2";"2";45;190;0,236842105263158;"CMG154_CA1";5;6;1;2;1;0,353;0,237;0,211;0,2
"1163";"CMG154_CA1_TA5_TB6";"across";"3";"FI";"C_4";"3";38;190;0,2;"CMG154_CA1";5;6;1;2;1;0,353;0,237;0,211;0,2
"1164";"CMG154_CA1_TA5_TB6";"across";"3";"FI";"C_3";"4";40;190;0,210526315789474;"CMG154_CA1";5;6;1;2;1;0,353;0,237;0,211;0,2
"1165";"CMG154_CA1_TA5_TB6";"across";"3";"FS";"C_3";"1";4;16;0,25;"CMG154_CA1";5;6;1;2;0;0,375;0,312;0,25;0,062
"1166";"CMG154_CA1_TA5_TB6";"across";"3";"FS";"C_2";"2";5;16;0,3125;"CMG154_CA1";5;6;1;2;0;0,375;0,312;0,25;0,062
"1167";"CMG154_CA1_TA5_TB6";"across";"3";"FS";"C_4";"3";1;16;0,0625;"CMG154_CA1";5;6;1;2;0;0,375;0,312;0,25;0,062
"1168";"CMG154_CA1_TA5_TB6";"across";"3";"FS";"C_1";"4";6;16;0,375;"CMG154_CA1";5;6;1;2;0;0,375;0,312;0,25;0,062
"1169";"CMG154_CA1_TA5_TB7";"within";"3";"FI";"C_1";"1";58;192;0,302083333333333;"CMG154_CA1";5;7;1;1;0;0,302;0,25;0,224;0,224
"1170";"CMG154_CA1_TA5_TB7";"within";"3";"FI";"C_3";"2";43;192;0,223958333333333;"CMG154_CA1";5;7;1;1;0;0,302;0,25;0,224;0,224
"1171";"CMG154_CA1_TA5_TB7";"within";"3";"FI";"C_2";"3";48;192;0,25;"CMG154_CA1";5;7;1;1;0;0,302;0,25;0,224;0,224
"1172";"CMG154_CA1_TA5_TB7";"within";"3";"FI";"C_4";"4";43;192;0,223958333333333;"CMG154_CA1";5;7;1;1;0;0,302;0,25;0,224;0,224
"1173";"CMG154_CA1_TA5_TB7";"within";"3";"FS";"C_1";"1";8;16;0,5;"CMG154_CA1";5;7;1;1;1;0,5;0,375;0,062;0,062
