"";"Day";"CellType";"Perc"
"1672";"Day 3";"FI";12,53198984
"1673";"Day 3";"FI";6,19979836
"1674";"Day 3";"FI";8,109703024
"1675";"Day 3";"FI";42,29589053
"1676";"Day 3";"FI";10,8197833
"1677";"Day 3";"FI";10,83517657
"1678";"Day 3";"FI";10,23273297
"1679";"Day 3";"FI";9,508515402
"1680";"Day 3";"FI";20,96493755
"1681";"Day 3";"FI";7,239145414
"1682";"Day 3";"FI";15,45784071
"1683";"Day 3";"FI";23,3128593
"1684";"Day 3";"FI";16,97112924
"1685";"Day 3";"FI";17,99612456
"1686";"Day 3";"FI";19,68638682
"1687";"Day 3";"FI";11,76658383
"1688";"Day 3";"FI";7,673915077
"1689";"Day 3";"FI";10,77253651
"1690";"Day 3";"FI";6,328480826
"1691";"Day 3";"FI";20,37112515
"1692";"Day 3";"FI";15,26931861
"1693";"Day 3";"FI";13,30757678
"1694";"Day 3";"FI";10,62688443
"1695";"Day 3";"FI";13,98758783
"1696";"Day 3";"FI";5,90959347
"1697";"Day 3";"FI";17,91937637
"1698";"Day 3";"FI";10,11131609
"1699";"Day 3";"FI";7,708569238
"1700";"Day 3";"FI";13,18451589
"1701";"Day 3";"FI";15,27324587
"1702";"Day 3";"FI";36,19340224
"1703";"Day 3";"FI";61,95925928
"1704";"Day 3";"FI";46,45704416
"1705";"Day 3";"FI";18,86852619
"1706";"Day 3";"FI";47,33219601
"1707";"Day 3";"FI";27,32637351
"1708";"Day 3";"FI";38,45494905
"1709";"Day 3";"FI";38,62435073
"1710";"Day 3";"FI";13,5935402
"1711";"Day 3";"FI";44,35942303
"1712";"Day 3";"FI";17,38148847
"1713";"Day 3";"FI";20,41132489
"1714";"Day 3";"FI";54,73141285
"1715";"Day 3";"FI";27,86222331
"1716";"Day 3";"FI";25,90727837
"1717";"Day 3";"FI";14,84953324
"1718";"Day 3";"FI";28,05992311
"1719";"Day 3";"FI";32,97807417
"1720";"Day 3";"FI";33,30214959
"1721";"Day 3";"FI";11,07400607
"1722";"Day 3";"FI";24,52211048
"1723";"Day 3";"FI";14,49304077
"1724";"Day 3";"FI";25,07628892
"1725";"Day 3";"FI";36,95521892
"1726";"Day 3";"FI";28,83222975
"1727";"Day 3";"FI";37,53795161
"1728";"Day 3";"FI";16,71203726
"1729";"Day 3";"FI";19,18549625
"1730";"Day 3";"FI";19,85093802
"1731";"Day 3";"FI";35,74829351
"1732";"Day 3";"FI";18,75344575
"1733";"Day 3";"FI";50,42512156
"1734";"Day 3";"FI";12,75687788
"1735";"Day 3";"FI";24,85047189
"1736";"Day 3";"FI";51,46211584
"1737";"Day 3";"FI";32,76808246
"1738";"Day 3";"FI";49,43681657
"1739";"Day 3";"FI";53,66048981
"1740";"Day 3";"FI";42,66592839
"1741";"Day 3";"FI";19,00138652
"1742";"Day 3";"FI";38,88792461
"1743";"Day 3";"FI";35,47197988
"1744";"Day 3";"FI";19,60328783
"1745";"Day 3";"FI";35,77357878
"1746";"Day 3";"FI";21,17480764
"1747";"Day 3";"FI";30,0114452
"1748";"Day 3";"FI";26,27927704
"1749";"Day 3";"FI";9,07099188
"1750";"Day 3";"FI";15,43662947
"1751";"Day 3";"FI";27,6569568
"1752";"Day 3";"FI";69,53145706
"1753";"Day 3";"FI";50,22088346
"1754";"Day 3";"FI";13,96228375
"1755";"Day 3";"FI";75,65047453
"1756";"Day 3";"FI";17,18442023
"1757";"Day 3";"FI";51,92851717
"1758";"Day 3";"FI";22,83024309
"1759";"Day 3";"FI";16,45888172
"1760";"Day 3";"FI";37,80178392
"1761";"Day 3";"FI";11,5328567
"1762";"Day 3";"FI";50,52545082
"1763";"Day 3";"FI";21,9114592
"1764";"Day 3";"FI";28,25596767
"1765";"Day 3";"FI";32,04189022
"1766";"Day 3";"FI";73,25296978
"1767";"Day 3";"FI";62,33664923
"1768";"Day 3";"FI";34,7054594
"1769";"Day 3";"FI";43,55270789
"1770";"Day 3";"FI";20,10319734
"1771";"Day 3";"FI";12,14750262
"1772";"Day 3";"FI";6,929531959
"1773";"Day 3";"FI";16,56394339
"1774";"Day 3";"FI";36,34400569
"1775";"Day 3";"FI";21,81120498
"1776";"Day 3";"FI";13,97614556
"1777";"Day 3";"FI";26,03496987
"1778";"Day 3";"FI";49,93964898
"1779";"Day 3";"FI";32,10798215
"1780";"Day 3";"FI";20,3430173
"1781";"Day 3";"FI";122,5374326
"1782";"Day 3";"FI";21,08558944
"1783";"Day 3";"FI";10,2003997
"1784";"Day 3";"FI";18,97292296
"1785";"Day 3";"FI";12,55305894
"1786";"Day 3";"FI";31,94566188
"1787";"Day 3";"FI";20,52510242
"1788";"Day 3";"FI";25,48301889
"1789";"Day 3";"FI";125,3081367
"1790";"Day 3";"FI";19,21794574
"1791";"Day 3";"FI";38,95099303
"1792";"Day 3";"FI";28,43092378
"1793";"Day 3";"FI";43,91507912
"1794";"Day 3";"FI";25,80734131
"1795";"Day 3";"FI";45,0955279
"1796";"Day 3";"FI";35,57578311
"1797";"Day 3";"FI";27,31720205
"1798";"Day 3";"FI";41,3693758
"1799";"Day 3";"FI";33,20171864
"1800";"Day 3";"FI";52,4970123
"1801";"Day 3";"FI";54,08475938
"1802";"Day 3";"FI";15,02552195
"1803";"Day 3";"FI";20,16037352
"1804";"Day 3";"FI";45,91979342
"1805";"Day 3";"FI";62,53493018
"1806";"Day 3";"FI";26,83577487
"1807";"Day 3";"FI";30,97843829
"1808";"Day 3";"FI";37,34351989
"1809";"Day 3";"FI";18,70186031
"1810";"Day 3";"FI";21,04774068
"1811";"Day 3";"FI";20,92202729
"1812";"Day 3";"FI";40,45066091
"1813";"Day 3";"FI";19,46695443
"1814";"Day 3";"FI";17,3025706
"1815";"Day 3";"FI";10,51960558
"1816";"Day 3";"FI";19,78585346
"1817";"Day 3";"FI";33,98094059
"1818";"Day 3";"FI";44,60475298
"1819";"Day 3";"FI";60,46388225
"1820";"Day 3";"FI";10,78137343
"1821";"Day 3";"FI";24,25499514
"1822";"Day 3";"FI";44,03451698
"1823";"Day 3";"FI";38,41956514
"1824";"Day 3";"FI";23,93405485
"1825";"Day 3";"FI";91,59081458
"1826";"Day 3";"FI";120,7701615
"1827";"Day 3";"FI";33,80981331
"1828";"Day 3";"FI";36,20628172
"1829";"Day 3";"FI";58,40980923
"1830";"Day 3";"FI";17,78611533
"1831";"Day 3";"FI";36,88174619
"1832";"Day 3";"FI";61,28556685
"1833";"Day 3";"FI";32,43597326
"1834";"Day 3";"FI";25,49170892
"1835";"Day 3";"FI";37,56218706
"1836";"Day 3";"FI";21,35357113
"1837";"Day 3";"FI";23,0457755
"1838";"Day 3";"FI";28,15861707
"1839";"Day 3";"FI";41,79173342
"1840";"Day 3";"FI";33,64766369
"1841";"Day 3";"FI";27,29108632
"1842";"Day 3";"FI";31,52483852
"1843";"Day 3";"FI";20,26169378
"1844";"Day 3";"FI";22,14493237
"1845";"Day 3";"FI";31,46216417
"1846";"Day 3";"FI";15,01149204
"1847";"Day 3";"FI";40,11928874
"1848";"Day 3";"FI";19,030036
"1849";"Day 3";"FI";48,20645343
"1850";"Day 3";"FI";36,9055904
"1851";"Day 3";"FI";33,80464386
"1852";"Day 3";"FI";19,82872971
"1853";"Day 3";"FI";25,33169362
"1854";"Day 3";"FI";64,43176267
"1855";"Day 3";"FI";30,63188976
"1856";"Day 3";"FI";10,46355529
"1857";"Day 3";"FI";25,98844281
"1858";"Day 3";"FI";32,14158634
"1859";"Day 3";"FI";38,4311583
"1860";"Day 3";"FI";24,07011745
"1861";"Day 3";"FI";21,42711591
"1862";"Day 3";"FI";26,50286862
"1863";"Day 3";"FI";14,81152771
"1864";"Day 3";"FI";15,30129619
"1865";"Day 3";"FI";16,65427735
"1866";"Day 3";"FI";24,94949925
"1867";"Day 3";"FI";47,71961644
"1868";"Day 3";"FI";14,4807976
"1869";"Day 3";"FI";50,11078542
"1870";"Day 3";"FI";22,3825755
"1871";"Day 3";"FI";23,08694581
"1872";"Day 3";"FI";50,87695996
"1873";"Day 3";"FI";26,740102
"1874";"Day 3";"FI";8,518628024
"1875";"Day 3";"FI";22,76273425
"1876";"Day 3";"FI";78,44545959
"1877";"Day 3";"FI";33,90562002
"1878";"Day 3";"FI";59,27791889
"1879";"Day 3";"FI";32,77027726
"1880";"Day 3";"FI";30,62471587
"1881";"Day 3";"FI";33,42446797
"1882";"Day 3";"FI";17,29220005
"1883";"Day 3";"FI";31,28933249
"1884";"Day 3";"FI";63,93581799
"1885";"Day 3";"FI";34,80854783
"1886";"Day 3";"FI";26,46285693
"1887";"Day 3";"FI";34,64274854
"1888";"Day 3";"FI";22,17463569
"1889";"Day 3";"FI";13,16220124
"1890";"Day 3";"FI";16,37200178
"1891";"Day 3";"FI";24,01075585
"1892";"Day 3";"FI";60,18784684
"1893";"Day 3";"FI";12,85070219
"1894";"Day 3";"FI";32,21164288
"1895";"Day 3";"FI";69,08725071
"1896";"Day 3";"FI";63,66358244
"1897";"Day 3";"FI";20,92948435
"1898";"Day 3";"FI";13,2070398
"1899";"Day 3";"FI";33,33282903
"1900";"Day 3";"FI";25,73100643
"1901";"Day 3";"FI";38,53014366
"1902";"Day 3";"FI";17,86422875
"1903";"Day 3";"FI";25,13378365
"1904";"Day 3";"FI";72,67011833
"1905";"Day 3";"FI";13,06774079
"1906";"Day 3";"FI";10,90655458
"1907";"Day 3";"FI";35,45318117
"1908";"Day 3";"FI";48,15938807
"1909";"Day 3";"FI";15,93769309
"1910";"Day 3";"FI";34,08016665
"1911";"Day 3";"FI";20,1187035
"1912";"Day 3";"FI";31,98361382
"1913";"Day 3";"FI";45,12366769
"1914";"Day 3";"FI";31,99118463
"1915";"Day 3";"FI";42,23548039
"1916";"Day 3";"FI";70,22465736
"1917";"Day 3";"FI";33,08331403
"1918";"Day 3";"FI";42,63593981
"1919";"Day 3";"FI";91,72851465
"1920";"Day 3";"FI";44,60961025
"1921";"Day 3";"FI";24,01728726
"1922";"Day 3";"FI";16,16625533
"1923";"Day 3";"FI";18,49067919
"1924";"Day 3";"FI";21,10723004
"1925";"Day 3";"FI";35,11227745
"1926";"Day 3";"FI";62,36684252
"1927";"Day 3";"FI";37,23764071
"1928";"Day 3";"FI";38,55498445
"1929";"Day 3";"FI";9,118060372
"1930";"Day 3";"FI";16,97753615
"1931";"Day 3";"FI";10,73124426
"1932";"Day 3";"FI";28,45019928
"1933";"Day 3";"FI";37,46415548
"1934";"Day 3";"FI";30,97107593
"1935";"Day 3";"FI";19,06365442
"1936";"Day 3";"FI";34,65751841
"1937";"Day 3";"FI";15,41126348
"1938";"Day 3";"FI";24,47993947
"1939";"Day 3";"FI";14,12403757
"1940";"Day 3";"FI";16,91825516
"1941";"Day 3";"FI";24,73454831
"1942";"Day 3";"FI";18,4928284
"1943";"Day 3";"FI";21,14334482
"1944";"Day 3";"FI";21,14097307
"1945";"Day 3";"FI";52,2824884
"1946";"Day 3";"FI";22,14380669
"1947";"Day 3";"FI";49,25346829
"1948";"Day 3";"FI";21,76280301
"1949";"Day 3";"FI";27,88115198
"1950";"Day 3";"FI";16,97722932
"1951";"Day 3";"FI";21,07228552
"1952";"Day 3";"FI";35,68168457
"1953";"Day 3";"FI";13,15415684
"1954";"Day 3";"FI";28,20946144
"1955";"Day 3";"FI";18,23251995
"1956";"Day 3";"FI";38,51513132
"1957";"Day 3";"FI";58,45868743
"1958";"Day 3";"FI";26,403868
"1959";"Day 3";"FI";20,83498273
"1960";"Day 3";"FI";41,90464043
"1961";"Day 3";"FI";18,54825386
"1962";"Day 3";"FI";28,05066071
"1963";"Day 3";"FI";74,38066361
"1964";"Day 3";"FI";28,85606691
"1965";"Day 3";"FI";33,41908789
"1966";"Day 3";"FI";44,56628256
"1967";"Day 3";"FI";32,59218378
"1968";"Day 3";"FI";31,08095286
"1969";"Day 3";"FI";45,78909247
"1970";"Day 3";"FI";28,44080119
"1971";"Day 3";"FI";8,348501727
"1972";"Day 3";"FI";25,21761321
"1973";"Day 3";"FI";13,98384952
"1974";"Day 3";"FI";46,80855454
"1975";"Day 3";"FI";36,95037462
"1976";"Day 3";"FI";73,19660358
"1977";"Day 3";"FI";29,69621199
"1978";"Day 3";"FI";43,43084098
"1979";"Day 3";"FI";29,66525388
"1980";"Day 3";"FI";22,29418676
"1981";"Day 3";"FI";26,09780066
"1982";"Day 3";"FI";9,040224122
"1983";"Day 3";"FI";20,30097554
"1984";"Day 3";"FI";14,66652499
"1985";"Day 3";"FI";25,52937174
"1986";"Day 3";"FI";24,2164942
"1987";"Day 3";"FI";16,36470685
"1988";"Day 3";"FI";25,11991642
"1989";"Day 3";"FI";15,20726883
"1990";"Day 3";"FI";28,81611275
"1991";"Day 3";"FI";14,21684502
"1992";"Day 3";"FI";14,71237891
"1993";"Day 3";"FI";37,5978655
"1994";"Day 3";"FI";29,3582091
"1995";"Day 3";"FI";16,72533087
"1996";"Day 3";"FI";38,147642
"1997";"Day 3";"FI";31,27211496
"1998";"Day 3";"FI";20,9991311
"1999";"Day 3";"FI";20,11831942
"2000";"Day 3";"FI";36,4786365
"2001";"Day 3";"FI";33,40089419
"2002";"Day 3";"FI";24,72544549
"2003";"Day 3";"FI";30,44942597
"2004";"Day 3";"FI";30,84492601
"2005";"Day 3";"FI";22,80092559
"2006";"Day 3";"FI";14,60401081
"2007";"Day 3";"FI";29,27465581
"2008";"Day 3";"FI";40,60516747
"2009";"Day 3";"FI";38,30564315
"2010";"Day 3";"FI";19,90068924
"2011";"Day 3";"FI";31,07833232
"2012";"Day 3";"FI";36,01076546
"2013";"Day 3";"FI";22,63158028
"2014";"Day 3";"FI";19,02233336
"2015";"Day 3";"FI";48,90178038
"2016";"Day 3";"FI";28,14608553
"2017";"Day 3";"FI";30,4387541
"2018";"Day 3";"FI";17,2043497
"2019";"Day 3";"FI";13,59935468
"2020";"Day 3";"FI";16,90982279
"2021";"Day 3";"FI";10,31628738
"2022";"Day 3";"FI";27,3826386
"2023";"Day 3";"FI";6,293821374
"2024";"Day 3";"FI";13,65777421
"2025";"Day 3";"FI";7,182146448
"2026";"Day 3";"FI";9,740910825
"2027";"Day 3";"FI";8,004362026
"2028";"Day 3";"FI";4,972360448
"2029";"Day 3";"FI";3,496545485
"2030";"Day 3";"FI";17,28627334
"2031";"Day 3";"FI";4,67273104
"2032";"Day 3";"FI";6,022459252
"2033";"Day 3";"FI";9,62509391
"2034";"Day 3";"FI";4,943204712
"2035";"Day 3";"FI";6,219442175
"2036";"Day 3";"FI";4,888803809
"2037";"Day 3";"FI";5,033485956
"2038";"Day 3";"FI";6,925745634
"2039";"Day 3";"FI";4,431915385
"2040";"Day 3";"FI";62,81034232
"2041";"Day 3";"FI";64,94853936
"2042";"Day 3";"FI";15,00746337
"2043";"Day 3";"FS";48,23681008
"2044";"Day 3";"FS";10,99637528
"2045";"Day 3";"FS";14,19553016
"2046";"Day 3";"FS";21,00108096
"2047";"Day 3";"FS";29,06883176
"2048";"Day 3";"FS";24,68899388
"2049";"Day 3";"FS";53,72382644
"2050";"Day 3";"FS";34,85715739
"2051";"Day 3";"FS";12,86010637
"2052";"Day 3";"FS";77,84079714
"2053";"Day 3";"FS";48,61648071
"2054";"Day 3";"FS";44,69075095
"2055";"Day 3";"FS";12,20482272
"2056";"Day 3";"FS";38,05447674
"2057";"Day 3";"FS";33,74970539
"2058";"Day 3";"FS";19,82695445
"2059";"Day 3";"FS";70,79833193
"2060";"Day 3";"FS";32,39570546
"2061";"Day 3";"FS";31,25476463
"2062";"Day 3";"FS";41,78599254
"2063";"Day 3";"FS";41,99058956
"2064";"Day 3";"FS";24,09518638
"2065";"Day 3";"FS";46,98480717
"2066";"Day 3";"FS";41,38381616
"2067";"Day 3";"FS";36,77831575
"2068";"Day 3";"FS";35,62825487
"2069";"Day 3";"FS";18,77581479
"2070";"Day 3";"FS";8,239810134
"2071";"Day 3";"FS";12,23855732
"2072";"Day 3";"FS";28,29298328
"2073";"Day 3";"FS";4,188650054
"2074";"Day 3";"FS";16,97518918
"2075";"Day 3";"FS";17,36653978
"2076";"Day 3";"FS";22,05647328
"2077";"Day 3";"FS";22,55706445
"2078";"Day 3";"FS";47,25659198
"2079";"Day 3";"FS";33,75833479
"2080";"Day 3";"FS";20,68321478
"2081";"Day 3";"FS";29,27327618
"2082";"Day 3";"FS";16,76164328
"2083";"Day 3";"FS";21,75217239
"2084";"Day 3";"FS";13,26963411
"2085";"Day 3";"FS";23,72715371
"2086";"Day 3";"FS";10,25981092
"2087";"Day 3";"FS";26,03511617
