"";"Day";"CellType";"Perc"
"1";"Day 1";"FI";24,19758859
"2";"Day 1";"FI";12,889885
"3";"Day 1";"FI";16,11439991
"4";"Day 1";"FI";35,8801317
"5";"Day 1";"FI";16,01236253
"6";"Day 1";"FI";33,31786251
"7";"Day 1";"FI";27,21475373
"8";"Day 1";"FI";32,13969194
"9";"Day 1";"FI";24,21377347
"10";"Day 1";"FI";31,09072241
"11";"Day 1";"FI";21,95858047
"12";"Day 1";"FI";22,48431324
"13";"Day 1";"FI";32,41991605
"14";"Day 1";"FI";12,81490875
"15";"Day 1";"FI";18,14487794
"16";"Day 1";"FI";10,30845728
"17";"Day 1";"FI";15,20042164
"18";"Day 1";"FI";20,0723614
"19";"Day 1";"FI";24,93046672
"20";"Day 1";"FI";5,904283588
"21";"Day 1";"FI";29,0837327
"22";"Day 1";"FI";20,70118183
"23";"Day 1";"FI";22,05472982
"24";"Day 1";"FI";34,34115242
"25";"Day 1";"FI";21,67995142
"26";"Day 1";"FI";33,43555948
"27";"Day 1";"FI";28,48668632
"28";"Day 1";"FI";36,336657
"29";"Day 1";"FI";17,91704659
"30";"Day 1";"FI";19,69508778
"31";"Day 1";"FI";22,81403002
"32";"Day 1";"FI";25,97329004
"33";"Day 1";"FI";22,86010829
"34";"Day 1";"FI";31,69684656
"35";"Day 1";"FI";35,08678053
"36";"Day 1";"FI";29,90057183
"37";"Day 1";"FI";26,62084903
"38";"Day 1";"FI";14,16553228
"39";"Day 1";"FI";32,60835248
"40";"Day 1";"FI";18,4764902
"41";"Day 1";"FI";17,43057525
"42";"Day 1";"FI";29,42770147
"43";"Day 1";"FI";11,14476687
"44";"Day 1";"FI";17,85802029
"45";"Day 1";"FI";14,85469549
"46";"Day 1";"FI";19,38553038
"47";"Day 1";"FI";13,7037457
"48";"Day 1";"FI";12,01368986
"49";"Day 1";"FI";15,73468392
"50";"Day 1";"FI";19,00274463
"51";"Day 1";"FI";25,26446302
"52";"Day 1";"FI";23,51161586
"53";"Day 1";"FI";17,33780409
"54";"Day 1";"FI";21,92815246
"55";"Day 1";"FI";17,37383235
"56";"Day 1";"FI";24,45503236
"57";"Day 1";"FI";34,05737186
"58";"Day 1";"FI";9,399981559
"59";"Day 1";"FI";20,41307687
"60";"Day 1";"FI";11,31226879
"61";"Day 1";"FI";12,78087414
"62";"Day 1";"FI";16,49811412
"63";"Day 1";"FI";10,18755372
"64";"Day 1";"FI";24,28209294
"65";"Day 1";"FI";24,12067196
"66";"Day 1";"FI";11,47792183
"67";"Day 1";"FI";18,27551759
"68";"Day 1";"FI";25,14848208
"69";"Day 1";"FI";24,1613735
"70";"Day 1";"FI";13,43663434
"71";"Day 1";"FI";17,06402989
"72";"Day 1";"FI";27,27823946
"73";"Day 1";"FI";14,05733366
"74";"Day 1";"FI";27,75484188
"75";"Day 1";"FI";8,018142369
"76";"Day 1";"FI";24,812662
"77";"Day 1";"FI";22,54534628
"78";"Day 1";"FI";22,98548957
"79";"Day 1";"FI";28,8973646
"80";"Day 1";"FI";21,36795519
"81";"Day 1";"FI";18,24084434
"82";"Day 1";"FI";14,97987267
"83";"Day 1";"FI";17,44113753
"84";"Day 1";"FI";9,051146613
"85";"Day 1";"FI";11,50041071
"86";"Day 1";"FI";19,25610995
"87";"Day 1";"FI";14,77505135
"88";"Day 1";"FI";13,95530209
"89";"Day 1";"FI";33,67905656
"90";"Day 1";"FI";8,725265062
"91";"Day 1";"FI";29,92165087
"92";"Day 1";"FI";70,39849354
"93";"Day 1";"FI";55,17666437
"94";"Day 1";"FI";18,28661628
"95";"Day 1";"FI";17,30449203
"96";"Day 1";"FI";15,12272676
"97";"Day 1";"FI";25,03346544
"98";"Day 1";"FI";21,02844749
"99";"Day 1";"FI";30,97307583
"100";"Day 1";"FI";24,2470118
"101";"Day 1";"FI";72,9028282
"102";"Day 1";"FI";9,003438263
"103";"Day 1";"FI";41,18224877
"104";"Day 1";"FI";19,776439
"105";"Day 1";"FI";9,903762697
"106";"Day 1";"FI";10,87295839
"107";"Day 1";"FI";23,18023631
"108";"Day 1";"FI";19,43657623
"109";"Day 1";"FI";24,98438402
"110";"Day 1";"FI";6,657869195
"111";"Day 1";"FI";15,41746953
"112";"Day 1";"FI";40,47221924
"113";"Day 1";"FI";4,173126969
"114";"Day 1";"FI";24,61377038
"115";"Day 1";"FI";17,36709267
"116";"Day 1";"FI";29,18678673
"117";"Day 1";"FI";20,50784735
"118";"Day 1";"FI";20,23791978
"119";"Day 1";"FI";24,70115764
"120";"Day 1";"FI";9,387374171
"121";"Day 1";"FI";12,90662457
"122";"Day 1";"FI";22,14223724
"123";"Day 1";"FI";15,82013694
"124";"Day 1";"FI";21,10878106
"125";"Day 1";"FI";38,71171301
"126";"Day 1";"FI";13,41366053
"127";"Day 1";"FI";22,63083352
"128";"Day 1";"FI";41,77588662
"129";"Day 1";"FI";23,52742971
"130";"Day 1";"FI";17,20518399
"131";"Day 1";"FI";28,34980727
"132";"Day 1";"FI";13,72488568
"133";"Day 1";"FI";26,82338369
"134";"Day 1";"FI";8,191164001
"135";"Day 1";"FI";19,73292035
"136";"Day 1";"FI";22,46392414
"137";"Day 1";"FI";27,3050708
"138";"Day 1";"FI";18,2160459
"139";"Day 1";"FI";22,04701521
"140";"Day 1";"FI";10,59228645
"141";"Day 1";"FI";10,90997449
"142";"Day 1";"FI";12,05254235
"143";"Day 1";"FI";32,07718741
"144";"Day 1";"FI";22,47867352
"145";"Day 1";"FI";13,27830742
"146";"Day 1";"FI";30,95715452
"147";"Day 1";"FI";19,91996993
"148";"Day 1";"FI";16,36523195
"149";"Day 1";"FI";23,23423272
"150";"Day 1";"FI";11,88948567
"151";"Day 1";"FI";35,84036719
"152";"Day 1";"FI";18,55677499
"153";"Day 1";"FI";12,44190446
"154";"Day 1";"FI";20,51308467
"155";"Day 1";"FI";21,42512073
"156";"Day 1";"FI";19,09894767
"157";"Day 1";"FI";23,70238139
"158";"Day 1";"FI";7,53935194
"159";"Day 1";"FI";31,01199194
"160";"Day 1";"FI";14,66728198
"161";"Day 1";"FI";14,49349428
"162";"Day 1";"FI";14,67104367
"163";"Day 1";"FI";16,05494154
"164";"Day 1";"FI";14,00004906
"165";"Day 1";"FI";11,32933655
"166";"Day 1";"FI";16,42071713
"167";"Day 1";"FI";17,95226345
"168";"Day 1";"FI";17,0024971
"169";"Day 1";"FI";30,85501101
"170";"Day 1";"FI";23,74081743
"171";"Day 1";"FI";14,1280664
"172";"Day 1";"FI";50,55002971
"173";"Day 1";"FI";21,01432915
"174";"Day 1";"FI";19,91041324
"175";"Day 1";"FI";24,85254874
"176";"Day 1";"FI";26,17560946
"177";"Day 1";"FI";50,64655641
"178";"Day 1";"FI";60,00794268
"179";"Day 1";"FI";83,93750425
"180";"Day 1";"FI";68,31627225
"181";"Day 1";"FI";29,02598528
"182";"Day 1";"FI";49,14717511
"183";"Day 1";"FI";64,32324731
"184";"Day 1";"FI";47,45745034
"185";"Day 1";"FI";31,22339674
"186";"Day 1";"FI";36,48021846
"187";"Day 1";"FI";54,87133412
"188";"Day 1";"FI";51,50039582
"189";"Day 1";"FI";34,01291348
"190";"Day 1";"FI";24,70232097
"191";"Day 1";"FI";55,87943715
"192";"Day 1";"FI";52,22767289
"193";"Day 1";"FI";82,0641626
"194";"Day 1";"FI";10,52197566
"195";"Day 1";"FI";73,97236037
"196";"Day 1";"FI";46,81021266
"197";"Day 1";"FI";84,07626255
"198";"Day 1";"FI";61,55807668
"199";"Day 1";"FI";34,28144672
"200";"Day 1";"FI";39,79905672
"201";"Day 1";"FI";56,48077869
"202";"Day 1";"FI";41,68717647
"203";"Day 1";"FI";49,95890732
"204";"Day 1";"FI";19,08725952
"205";"Day 1";"FI";34,59564246
"206";"Day 1";"FI";43,29922514
"207";"Day 1";"FI";27,29266269
"208";"Day 1";"FI";63,34074529
"209";"Day 1";"FI";34,44518596
"210";"Day 1";"FI";83,26469592
"211";"Day 1";"FI";33,53676771
"212";"Day 1";"FI";32,77580051
"213";"Day 1";"FI";40,25832726
"214";"Day 1";"FI";28,71786358
"215";"Day 1";"FI";17,82156987
"216";"Day 1";"FI";20,52034779
"217";"Day 1";"FI";26,48897212
"218";"Day 1";"FI";48,10730334
"219";"Day 1";"FI";37,13220162
"220";"Day 1";"FI";46,59790732
"221";"Day 1";"FI";37,85718517
"222";"Day 1";"FI";50,20546178
"223";"Day 1";"FI";63,28358561
"224";"Day 1";"FI";89,69205347
"225";"Day 1";"FI";31,2169587
"226";"Day 1";"FI";30,12728214
"227";"Day 1";"FI";44,88385732
"228";"Day 1";"FI";34,21509087
"229";"Day 1";"FI";57,21625865
"230";"Day 1";"FI";30,21882738
"231";"Day 1";"FI";42,49468441
"232";"Day 1";"FI";NA
"233";"Day 1";"FI";60,90921186
"234";"Day 1";"FI";81,38166631
"235";"Day 1";"FI";24,7964259
"236";"Day 1";"FI";78,3159095
"237";"Day 1";"FI";41,83939619
"238";"Day 1";"FI";31,00199267
"239";"Day 1";"FI";54,84573473
"240";"Day 1";"FI";54,65666192
"241";"Day 1";"FI";40,55422239
"242";"Day 1";"FI";32,63124739
"243";"Day 1";"FI";94,34599832
"244";"Day 1";"FI";54,61985109
"245";"Day 1";"FI";NA
"246";"Day 1";"FI";NA
"247";"Day 1";"FI";31,29378569
"248";"Day 1";"FI";22,86456497
"249";"Day 1";"FI";16,60997318
"250";"Day 1";"FI";30,57786903
"251";"Day 1";"FI";49,71915763
"252";"Day 1";"FI";45,73805595
"253";"Day 1";"FI";23,63200357
"254";"Day 1";"FI";40,73277905
"255";"Day 1";"FI";60,53464094
"256";"Day 1";"FI";55,33364548
"257";"Day 1";"FI";42,56100254
"258";"Day 1";"FI";16,34945504
"259";"Day 1";"FI";17,2024607
"260";"Day 1";"FI";28,41593506
"261";"Day 1";"FI";21,91123499
"262";"Day 1";"FI";85,19078834
"263";"Day 1";"FI";24,62661104
"264";"Day 1";"FI";47,38579535
"265";"Day 1";"FI";28,42221393
"266";"Day 1";"FI";43,88750084
"267";"Day 1";"FI";15,68645643
"268";"Day 1";"FI";35,4922266
"269";"Day 1";"FI";86,24067703
"270";"Day 1";"FI";38,31753391
"271";"Day 1";"FI";25,74944874
"272";"Day 1";"FI";36,81181228
"273";"Day 1";"FI";40,71410781
"274";"Day 1";"FI";13,50161912
"275";"Day 1";"FI";80,58218184
"276";"Day 1";"FI";29,74672049
"277";"Day 1";"FI";52,32119313
"278";"Day 1";"FI";25,75256014
"279";"Day 1";"FI";67,56665555
"280";"Day 1";"FI";66,97159894
"281";"Day 1";"FI";60,91653649
"282";"Day 1";"FI";10,93120919
"283";"Day 1";"FI";61,32083234
"284";"Day 1";"FI";26,87287952
"285";"Day 1";"FI";NA
"286";"Day 1";"FI";56,08652717
"287";"Day 1";"FI";39,44823457
"288";"Day 1";"FI";NA
"289";"Day 1";"FI";51,56883855
"290";"Day 1";"FI";75,6280962
"291";"Day 1";"FI";36,55458999
"292";"Day 1";"FI";43,24930291
"293";"Day 1";"FI";44,92116903
"294";"Day 1";"FI";25,96467856
"295";"Day 1";"FI";13,67648618
"296";"Day 1";"FI";75,17052438
"297";"Day 1";"FI";48,18678041
"298";"Day 1";"FI";28,92678751
"299";"Day 1";"FI";57,0152966
"300";"Day 1";"FI";24,76825145
"301";"Day 1";"FI";26,37342492
"302";"Day 1";"FI";38,95362324
"303";"Day 1";"FI";52,80767906
"304";"Day 1";"FI";25,72605131
"305";"Day 1";"FI";40,42990007
"306";"Day 1";"FI";90,58377779
"307";"Day 1";"FI";15,30442172
"308";"Day 1";"FI";30,46128212
"309";"Day 1";"FI";50,53747854
"310";"Day 1";"FI";59,9437062
"311";"Day 1";"FI";16,94591635
"312";"Day 1";"FI";64,96644876
"313";"Day 1";"FI";65,13210359
"314";"Day 1";"FI";23,59868204
"315";"Day 1";"FI";41,11416283
"316";"Day 1";"FI";26,57866029
"317";"Day 1";"FI";8,211786486
"318";"Day 1";"FI";79,27576066
"319";"Day 1";"FI";27,94542529
"320";"Day 1";"FI";53,35313566
"321";"Day 1";"FI";35,9379119
"322";"Day 1";"FI";27,53338441
"323";"Day 1";"FI";32,79716059
"324";"Day 1";"FI";39,37028334
"325";"Day 1";"FI";50,32242194
"326";"Day 1";"FI";28,40431191
"327";"Day 1";"FI";49,55489943
"328";"Day 1";"FI";28,41087266
"329";"Day 1";"FI";19,54579222
"330";"Day 1";"FI";44,80126991
"331";"Day 1";"FI";28,59608084
"332";"Day 1";"FI";84,81427188
"333";"Day 1";"FI";12,61372205
"334";"Day 1";"FI";28,18723173
"335";"Day 1";"FI";49,78412545
"336";"Day 1";"FI";11,8191755
"337";"Day 1";"FI";47,1573034
"338";"Day 1";"FI";76,05465873
"339";"Day 1";"FI";50,89249889
"340";"Day 1";"FI";27,64118574
"341";"Day 1";"FI";39,31280623
"342";"Day 1";"FI";20,0099652
"343";"Day 1";"FI";12,00595877
"344";"Day 1";"FI";32,88509698
"345";"Day 1";"FI";33,20848665
"346";"Day 1";"FI";20,32134075
"347";"Day 1";"FI";44,96841071
"348";"Day 1";"FI";28,95679065
"349";"Day 1";"FI";49,08037437
"350";"Day 1";"FI";35,3748673
"351";"Day 1";"FI";23,05461462
"352";"Day 1";"FI";31,17246027
"353";"Day 1";"FI";53,73425439
"354";"Day 1";"FI";16,84321175
"355";"Day 1";"FI";24,93209982
"356";"Day 1";"FI";58,7726579
"357";"Day 1";"FI";61,09801219
"358";"Day 1";"FI";20,2678272
"359";"Day 1";"FI";72,27981978
"360";"Day 1";"FI";51,03951167
"361";"Day 1";"FI";51,05917526
"362";"Day 1";"FI";26,81993046
"363";"Day 1";"FI";66,47077418
"364";"Day 1";"FI";22,354495
"365";"Day 1";"FI";69,15652318
"366";"Day 1";"FI";50,26682835
"367";"Day 1";"FI";33,91693464
"368";"Day 1";"FI";35,75628498
"369";"Day 1";"FI";62,52072455
"370";"Day 1";"FI";34,46468974
"371";"Day 1";"FI";49,93478984
"372";"Day 1";"FI";27,78419493
"373";"Day 1";"FI";50,08962726
"374";"Day 1";"FI";38,94393355
"375";"Day 1";"FI";46,14683928
"376";"Day 1";"FI";16,93657431
"377";"Day 1";"FI";29,25634064
"378";"Day 1";"FI";58,44856458
"379";"Day 1";"FI";54,76777583
"380";"Day 1";"FI";42,8987947
"381";"Day 1";"FI";37,08192659
"382";"Day 1";"FI";86,86847274
"383";"Day 1";"FI";50,77509273
"384";"Day 1";"FI";48,02414734
"385";"Day 1";"FI";40,17352951
"386";"Day 1";"FI";25,19670925
"387";"Day 1";"FI";50,85900969
"388";"Day 1";"FI";52,82968473
"389";"Day 1";"FI";65,49701522
"390";"Day 1";"FI";35,13705101
"391";"Day 1";"FI";21,06430285
"392";"Day 1";"FI";29,02942744
"393";"Day 1";"FI";33,73669211
"394";"Day 1";"FI";51,65534327
"395";"Day 1";"FI";22,95935246
"396";"Day 1";"FI";40,98770687
"397";"Day 1";"FI";73,39132162
"398";"Day 1";"FI";42,02585766
"399";"Day 1";"FI";79,38279285
"400";"Day 1";"FI";59,64694589
"401";"Day 1";"FI";56,49038578
"402";"Day 1";"FI";32,24558373
"403";"Day 1";"FI";50,18569881
"404";"Day 1";"FI";41,50231358
"405";"Day 1";"FI";49,47692902
"406";"Day 1";"FI";27,59862155
"407";"Day 1";"FI";71,69636469
"408";"Day 1";"FI";33,39704832
"409";"Day 1";"FI";25,6742866
"410";"Day 1";"FI";28,47709594
"411";"Day 1";"FI";55,26897784
"412";"Day 1";"FI";19,66528736
"413";"Day 1";"FI";33,6493358
"414";"Day 1";"FI";43,89140171
"415";"Day 1";"FI";27,71764262
"416";"Day 1";"FI";31,61125839
"417";"Day 1";"FI";23,32508867
"418";"Day 1";"FI";61,55036305
"419";"Day 1";"FI";13,4259501
"420";"Day 1";"FI";28,35770624
"421";"Day 1";"FI";17,70618554
"422";"Day 1";"FI";29,32711077
"423";"Day 1";"FI";34,10376271
"424";"Day 1";"FI";28,51833627
"425";"Day 1";"FI";44,57940235
"426";"Day 1";"FI";47,12577428
"427";"Day 1";"FI";72,6084909
"428";"Day 1";"FI";22,2983205
"429";"Day 1";"FI";42,7085288
"430";"Day 1";"FI";53,78150117
"431";"Day 1";"FI";39,88200561
"432";"Day 1";"FI";50,07611326
"433";"Day 1";"FI";17,61709664
"434";"Day 1";"FI";31,6014695
"435";"Day 1";"FI";66,77143087
"436";"Day 1";"FI";44,1946914
"437";"Day 1";"FI";25,49863682
"438";"Day 1";"FI";49,23832636
"439";"Day 1";"FI";16,76307822
"440";"Day 1";"FI";35,82779112
"441";"Day 1";"FI";27,5018237
"442";"Day 1";"FI";10,40550602
"443";"Day 1";"FI";49,59044321
"444";"Day 1";"FI";27,8518775
"445";"Day 1";"FI";24,69970507
"446";"Day 1";"FI";26,54894135
"447";"Day 1";"FI";47,53437921
"448";"Day 1";"FI";36,12009507
"449";"Day 1";"FI";46,19233766
"450";"Day 1";"FI";24,27211342
"451";"Day 1";"FI";34,71969953
"452";"Day 1";"FI";47,36353974
"453";"Day 1";"FI";34,13127089
"454";"Day 1";"FI";22,27865233
"455";"Day 1";"FI";30,69105897
"456";"Day 1";"FI";72,95641343
"457";"Day 1";"FI";42,19004104
"458";"Day 1";"FI";30,33568884
"459";"Day 1";"FI";44,64947925
"460";"Day 1";"FI";20,2053348
"461";"Day 1";"FI";27,75632603
"462";"Day 1";"FI";49,25419057
"463";"Day 1";"FI";21,50837067
"464";"Day 1";"FI";49,96579804
"465";"Day 1";"FI";32,14972741
"466";"Day 1";"FI";34,92231562
"467";"Day 1";"FI";42,2134505
"468";"Day 1";"FI";56,59158691
"469";"Day 1";"FI";50,24942213
"470";"Day 1";"FI";38,36064138
"471";"Day 1";"FI";36,58119474
"472";"Day 1";"FI";25,1605927
"473";"Day 1";"FI";49,97904006
"474";"Day 1";"FI";23,55147571
"475";"Day 1";"FI";24,38522173
"476";"Day 1";"FI";25,18369038
"477";"Day 1";"FI";39,37613696
"478";"Day 1";"FI";46,31659419
"479";"Day 1";"FI";37,26545169
"480";"Day 1";"FI";15,78086826
"481";"Day 1";"FI";62,233752
"482";"Day 1";"FI";47,50433411
"483";"Day 1";"FI";61,34346158
"484";"Day 1";"FI";38,52670434
"485";"Day 1";"FI";47,15283201
"486";"Day 1";"FI";20,61415975
"487";"Day 1";"FI";44,67145138
"488";"Day 1";"FI";38,74793756
"489";"Day 1";"FI";45,28477072
"490";"Day 1";"FI";29,23705964
"491";"Day 1";"FI";32,79215681
"492";"Day 1";"FI";51,2550061
"493";"Day 1";"FI";29,93011347
"494";"Day 1";"FI";18,30652411
"495";"Day 1";"FI";54,43850264
"496";"Day 1";"FI";34,95709881
"497";"Day 1";"FI";34,66364352
"498";"Day 1";"FI";88,20509708
"499";"Day 1";"FI";95,25814153
"500";"Day 1";"FI";28,36225234
"501";"Day 1";"FI";39,81174204
"502";"Day 1";"FI";66,79297885
"503";"Day 1";"FI";23,34459746
"504";"Day 1";"FI";22,04486532
"505";"Day 1";"FI";33,51594867
"506";"Day 1";"FI";30,97353724
"507";"Day 1";"FI";9,042779502
"508";"Day 1";"FI";21,59391577
"509";"Day 1";"FI";31,00202629
"510";"Day 1";"FI";97,19400706
"511";"Day 1";"FI";40,05018543
"512";"Day 1";"FI";41,53004806
"513";"Day 1";"FI";44,6856569
"514";"Day 1";"FI";31,03012418
"515";"Day 1";"FI";28,61678288
"516";"Day 1";"FI";32,30042333
"517";"Day 1";"FI";49,93833251
"518";"Day 1";"FI";72,03387811
"519";"Day 1";"FI";37,38194302
"520";"Day 1";"FI";17,50007646
"521";"Day 1";"FI";25,33292588
"522";"Day 1";"FI";14,65327729
"523";"Day 1";"FI";22,38117299
"524";"Day 1";"FI";28,61806716
"525";"Day 1";"FI";29,81949534
"526";"Day 1";"FI";36,63355928
"527";"Day 1";"FI";32,64787035
"528";"Day 1";"FI";58,68191565
"529";"Day 1";"FI";74,0306185
"530";"Day 1";"FI";28,30334856
"531";"Day 1";"FI";85,08659912
"532";"Day 1";"FI";22,88193506
"533";"Day 1";"FI";13,09681212
"534";"Day 1";"FI";38,20907702
"535";"Day 1";"FI";48,6480034
"536";"Day 1";"FI";40,21338588
"537";"Day 1";"FI";69,93187183
"538";"Day 1";"FI";76,57109188
"539";"Day 1";"FI";34,41402431
"540";"Day 1";"FI";16,46029052
"541";"Day 1";"FI";21,46227399
"542";"Day 1";"FI";38,52203293
"543";"Day 1";"FI";60,99562344
"544";"Day 1";"FI";55,77309123
"545";"Day 1";"FI";9,963062282
"546";"Day 1";"FI";16,14166998
"547";"Day 1";"FI";49,15914926
"548";"Day 1";"FI";32,78106238
"549";"Day 1";"FI";33,42176121
"550";"Day 1";"FI";37,45742367
"551";"Day 1";"FI";49,45310848
"552";"Day 1";"FI";41,50170709
"553";"Day 1";"FI";32,72737002
"554";"Day 1";"FI";20,49495501
"555";"Day 1";"FI";47,18569399
"556";"Day 1";"FI";25,31576213
"557";"Day 1";"FI";26,82334291
"558";"Day 1";"FI";19,82686243
"559";"Day 1";"FI";14,1969389
"560";"Day 1";"FI";28,6145597
"561";"Day 1";"FI";18,09552284
"562";"Day 1";"FI";94,05065145
"563";"Day 1";"FI";61,48826844
"564";"Day 1";"FI";33,65622079
"565";"Day 1";"FI";48,89918355
"566";"Day 1";"FI";32,877761
"567";"Day 1";"FI";25,93874964
"568";"Day 1";"FI";24,18786499
"569";"Day 1";"FI";19,41791394
"570";"Day 1";"FI";42,20094246
"571";"Day 1";"FI";32,1288151
"572";"Day 1";"FI";52,6113156
"573";"Day 1";"FI";29,77615137
"574";"Day 1";"FI";23,70592894
"575";"Day 1";"FI";22,06740508
"576";"Day 1";"FI";23,41070285
"577";"Day 1";"FI";58,24357345
"578";"Day 1";"FI";22,85678198
"579";"Day 1";"FI";9,995699484
"580";"Day 1";"FI";17,94787803
"581";"Day 1";"FI";26,0192133
"582";"Day 1";"FI";25,55603327
"583";"Day 1";"FI";20,8692184
"584";"Day 1";"FI";25,73686171
"585";"Day 1";"FI";16,89987564
"586";"Day 1";"FI";12,63711393
"587";"Day 1";"FI";18,59573464
"588";"Day 1";"FI";15,11677897
"589";"Day 1";"FI";45,78469439
"590";"Day 1";"FI";21,92299368
"591";"Day 1";"FI";27,38862848
"592";"Day 1";"FI";7,799422062
"593";"Day 1";"FI";8,585869742
"594";"Day 1";"FI";11,14220443
"595";"Day 1";"FI";15,55001683
"596";"Day 1";"FI";47,06852083
"597";"Day 1";"FI";32,49844067
"598";"Day 1";"FI";18,93301279
"599";"Day 1";"FI";43,31447115
"600";"Day 1";"FI";26,49118656
"601";"Day 1";"FI";9,24443894
"602";"Day 1";"FI";18,81894555
"603";"Day 1";"FI";12,87601139
"604";"Day 1";"FI";14,95181651
"605";"Day 1";"FI";29,74984038
"606";"Day 1";"FI";19,33344342
"607";"Day 1";"FI";25,73256123
"608";"Day 1";"FI";15,87212924
"609";"Day 1";"FI";11,47523893
"610";"Day 1";"FI";40,43823949
"611";"Day 1";"FI";17,65921824
"612";"Day 1";"FI";23,71742455
"613";"Day 1";"FI";34,46384065
"614";"Day 1";"FI";24,74776753
"615";"Day 1";"FI";18,20287691
"616";"Day 1";"FI";33,27016125
"617";"Day 1";"FI";13,23662862
"618";"Day 1";"FI";13,44687972
"619";"Day 1";"FI";15,50882518
"620";"Day 1";"FI";13,95208718
"621";"Day 1";"FI";30,8946359
"622";"Day 1";"FI";46,95856358
"623";"Day 1";"FI";29,41892141
"624";"Day 1";"FI";20,96190164
"625";"Day 1";"FI";21,32458379
"626";"Day 1";"FI";29,40494873
"627";"Day 1";"FI";32,25481148
"628";"Day 1";"FI";20,29875562
"629";"Day 1";"FI";14,70003187
"630";"Day 1";"FI";19,32964952
"631";"Day 1";"FI";24,73476577
"632";"Day 1";"FI";23,38428683
"633";"Day 1";"FI";41,82773236
"634";"Day 1";"FI";24,98521436
"635";"Day 1";"FI";11,00483289
"636";"Day 1";"FI";16,47021417
"637";"Day 1";"FI";27,64153805
"638";"Day 1";"FI";23,0787255
"639";"Day 1";"FI";32,06199354
"640";"Day 1";"FI";6,111618865
"641";"Day 1";"FI";20,77315745
"642";"Day 1";"FI";41,00837688
"643";"Day 1";"FI";17,52015338
"644";"Day 1";"FI";27,67885183
"645";"Day 1";"FI";20,557116
"646";"Day 1";"FI";26,32161619
"647";"Day 1";"FI";21,73563001
"648";"Day 1";"FI";24,01409882
"649";"Day 1";"FI";32,81781877
"650";"Day 1";"FI";16,70421595
"651";"Day 1";"FI";27,17525033
"652";"Day 1";"FI";10,29689635
"653";"Day 1";"FI";23,64870357
"654";"Day 1";"FI";18,76001753
"655";"Day 1";"FI";32,80947105
"656";"Day 1";"FI";15,62288573
"657";"Day 1";"FI";23,51932841
"658";"Day 1";"FI";30,74636084
"659";"Day 1";"FI";19,04423475
"660";"Day 1";"FI";18,98967653
"661";"Day 1";"FI";17,64444699
"662";"Day 1";"FI";16,7882702
"663";"Day 1";"FI";26,41912952
"664";"Day 1";"FI";52,68346986
"665";"Day 1";"FI";22,30041622
"666";"Day 1";"FI";35,58518496
"667";"Day 1";"FI";9,275081531
"668";"Day 1";"FI";21,07631683
"669";"Day 1";"FI";10,76365033
"670";"Day 1";"FI";31,79660275
"671";"Day 1";"FI";19,7603328
"672";"Day 1";"FI";26,98716516
"673";"Day 1";"FI";16,85615346
"674";"Day 1";"FI";13,32706337
"675";"Day 1";"FI";28,78835539
"676";"Day 1";"FI";19,84810001
"677";"Day 1";"FI";25,71255919
"678";"Day 1";"FI";34,73833904
"679";"Day 1";"FI";18,02060448
"680";"Day 1";"FI";45,70930472
"681";"Day 1";"FI";14,50167865
"682";"Day 1";"FI";34,89163872
"683";"Day 1";"FI";22,4216277
"684";"Day 1";"FI";22,24645259
"685";"Day 1";"FI";23,53159529
"686";"Day 1";"FI";21,78444615
"687";"Day 1";"FI";14,0589725
"688";"Day 1";"FI";23,94554189
"689";"Day 1";"FI";42,12961572
"690";"Day 1";"FI";13,30699634
"691";"Day 1";"FI";25,17983066
"692";"Day 1";"FI";37,99904292
"693";"Day 1";"FI";12,32551966
"694";"Day 1";"FI";79,26857557
"695";"Day 1";"FI";55,87344415
"696";"Day 1";"FI";28,447547
"697";"Day 1";"FI";12,29436801
"698";"Day 1";"FI";46,68316978
"699";"Day 1";"FI";33,8313064
"700";"Day 1";"FI";24,81399774
"701";"Day 1";"FI";47,51034542
"702";"Day 1";"FI";20,39960848
"703";"Day 1";"FI";14,93655044
"704";"Day 1";"FI";17,85458588
"705";"Day 1";"FI";14,21784457
"706";"Day 1";"FI";25,62542435
"707";"Day 1";"FI";23,17939968
"708";"Day 1";"FI";24,61896421
"709";"Day 1";"FI";15,25896489
"710";"Day 1";"FI";12,30709643
"711";"Day 1";"FI";29,38968686
"712";"Day 1";"FI";13,14135279
"713";"Day 1";"FI";25,60840247
"714";"Day 1";"FI";26,01123755
"715";"Day 1";"FI";41,74558442
"716";"Day 1";"FI";9,875678566
"717";"Day 1";"FI";16,88360517
"718";"Day 1";"FI";21,80858451
"719";"Day 1";"FI";35,29945945
"720";"Day 1";"FI";19,01086798
"721";"Day 1";"FI";15,84835687
"722";"Day 1";"FI";57,69314315
"723";"Day 1";"FI";25,74706918
"724";"Day 1";"FI";18,47006808
"725";"Day 1";"FI";17,45358709
"726";"Day 1";"FI";2,156613248
"727";"Day 1";"FI";3,588713251
"728";"Day 1";"FI";16,95700017
"729";"Day 1";"FI";4,664599834
"730";"Day 1";"FI";3,848160829
"731";"Day 1";"FI";10,48682736
"732";"Day 1";"FI";22,92979022
"733";"Day 1";"FI";17,39504348
"734";"Day 1";"FI";12,53167121
"735";"Day 1";"FI";16,14610549
"736";"Day 1";"FI";3,892538397
"737";"Day 1";"FI";5,542644174
