"";"Subject";"Day";"Context";"Rate"
"44";"JJ9_CA1_d2_TT2_02.t";"Day 2";"Within";0,088030801
"45";"JJ9_CA1_d2_TT2_03.t";"Day 2";"Within";0,077504062
"46";"JJ9_CA1_d2_TT2_04.t";"Day 2";"Within";0,040179234
"47";"JJ9_CA1_d2_TT2_05.t";"Day 2";"Within";0,302745173
"48";"JJ9_CA1_d2_TT5_01.t";"Day 2";"Within";1,395577359
"49";"JJ9_CA1_d2_TT5_02.t";"Day 2";"Within";0,504795501
"50";"JJ9_CA1_d2_TT5_03.t";"Day 2";"Within";0,83248967
"51";"JJ9_CA1_d2_TT5_04.t";"Day 2";"Within";0,310617526
"52";"JJ9_CA1_d2_TT5_05.t";"Day 2";"Within";1,247561185
"53";"JJ9_CA1_d2_TT5_06.t";"Day 2";"Within";0,285680697
"54";"JJ9_CA1_d2_TT5_07.t";"Day 2";"Within";0,110697938
"55";"K1_CA1_d2_TT1_1.t";"Day 2";"Within";0,035576242
"56";"K1_CA1_d2_TT1_2.t";"Day 2";"Within";0,20647103
"57";"K1_CA1_d2_TT1_3.t";"Day 2";"Within";0,156376401
"58";"K1_CA1_d2_TT2_1.t";"Day 2";"Within";0,069777653
"59";"K1_CA1_d2_TT2_2.t";"Day 2";"Within";0,319074347
"60";"K1_CA1_d2_TT2_6.t";"Day 2";"Within";0,05012318
"61";"K1_CA1_d2_TT3_1.t";"Day 2";"Within";0,301002135
"62";"K1_CA1_d2_TT3_2.t";"Day 2";"Within";0,085136699
"63";"K1_CA1_d2_TT3_3.t";"Day 2";"Within";0,490051176
"64";"K1_CA1_d2_TT3_4.t";"Day 2";"Within";0,43177891
"65";"K1_CA1_d2_TT3_6.t";"Day 2";"Within";0,14949821
"66";"K1_CA1_d2_TT3_7.t";"Day 2";"Within";0,098641466
"67";"MG1_d7_TT3_1.t";"Day 2";"Within";0,091896244
"68";"MG1_d7_TT3_11.t";"Day 2";"Within";0,147392469
"69";"MG1_d7_TT3_12.t";"Day 2";"Within";0,055045299
"70";"MG1_d7_TT3_13.t";"Day 2";"Within";0,220736245
"71";"MG1_d7_TT3_14.t";"Day 2";"Within";0,08716975
"72";"MG1_d7_TT3_15.t";"Day 2";"Within";0,176640122
"73";"MG1_d7_TT3_17.t";"Day 2";"Within";0,048385877
"74";"MG1_d7_TT3_3.t";"Day 2";"Within";0,125686164
"75";"MG1_d7_TT3_4.t";"Day 2";"Within";0,20260031
"76";"MG1_d7_TT3_6.t";"Day 2";"Within";0,094383716
"77";"MG1_d7_TT3_7.t";"Day 2";"Within";0,037141425
"78";"MG1_d7_TT3_8.t";"Day 2";"Within";0,483619935
"79";"MG1_d7_TT3_9.t";"Day 2";"Within";0,156972789
"80";"MG1_d7_TT4_1.t";"Day 2";"Within";0,270199583
"81";"AK74_CA1_d2_TT4_01.t";"Day 2";"Within";0,089339342
"82";"AK74_CA1_d2_TT4_03.t";"Day 2";"Within";0,099900838
"83";"AK74_CA1_d2_TT4_04.t";"Day 2";"Within";0,144013312
"84";"MG1_d7_TT3_10.t";"Day 2";"Within";0,033498832
"85";"MG1_d7_TT3_2.t";"Day 2";"Within";0,070452983
"86";"MG1_d7_TT3_5.t";"Day 2";"Within";0,041594752
"87";"AK42_CA1_d9_TT2_01.t";"Day 3";"Within";0,275728092
"88";"AK42_CA1_d9_TT2_02.t";"Day 3";"Within";0,247970785
"89";"AK42_CA1_d9_TT2_03.t";"Day 3";"Within";0,035431619
"90";"AK42_CA1_d9_TT4_01.t";"Day 3";"Within";0,219652683
"91";"AK42_CA1_d9_TT4_02.t";"Day 3";"Within";0,132404869
"92";"AK42_CA1_d9_TT4_05.t";"Day 3";"Within";0,169176293
"93";"AK42_CA1_d9_TT5_01.t";"Day 3";"Within";0,089243532
"94";"AK42_CA1_d9_TT5_02.t";"Day 3";"Within";0,062885621
"95";"AK42_CA1_d9_TT5_03.t";"Day 3";"Within";0,020649362
"96";"AK42_CA1_d9_TT5_04.t";"Day 3";"Within";0,241357815
"97";"AK42_CA1_d9_TT5_05.t";"Day 3";"Within";0,126498782
"98";"AK74_CA1_d3_TT4_01.t";"Day 3";"Within";0,114810625
"99";"AK74_CA1_d3_TT4_02.t";"Day 3";"Within";0,32670689
"100";"AK74_CA1_d3_TT4_04.t";"Day 3";"Within";0,106543096
"101";"AK74_CA1_d3_TT4_07.t";"Day 3";"Within";0,092638261
"102";"AK74_CA1_d3_TT4_08.t";"Day 3";"Within";0,074597224
"103";"JJ9_CA1_d3_TT2_02.t";"Day 3";"Within";0,083498943
"104";"JJ9_CA1_d3_TT2_03.t";"Day 3";"Within";0,198105698
"105";"JJ9_CA1_d3_TT5_01.t";"Day 3";"Within";0,123720613
"106";"JJ9_CA1_d3_TT5_02.t";"Day 3";"Within";0,54823044
"107";"JJ9_CA1_d3_TT5_03.t";"Day 3";"Within";1,422029228
"108";"JJ9_CA1_d3_TT5_04.t";"Day 3";"Within";0,233079283
"109";"K1_CA1_d4_TT2_1.t";"Day 3";"Within";0,097721815
"110";"K1_CA1_d4_TT2_5.t";"Day 3";"Within";0,039524637
"111";"MG1_d11_TT2_1.t";"Day 3";"Within";0,414671545
"112";"MG1_d11_TT2_2.t";"Day 3";"Within";0,349826437
"113";"MG1_d11_TT3_10.t";"Day 3";"Within";0,110292144
"114";"MG1_d11_TT3_11.t";"Day 3";"Within";0,123636308
"115";"MG1_d11_TT3_12.t";"Day 3";"Within";0,082947669
"116";"MG1_d11_TT3_13.t";"Day 3";"Within";0,029812082
"117";"MG1_d11_TT3_2.t";"Day 3";"Within";0,251794667
"118";"MG1_d11_TT3_4.t";"Day 3";"Within";0,230649173
"119";"MG1_d11_TT3_6.t";"Day 3";"Within";0,077327014
"120";"MG1_d11_TT3_8.t";"Day 3";"Within";0,176301366
"121";"MG1_d11_TT3_9.t";"Day 3";"Within";0,189633231
"122";"JJ9_CA1_d3_TT5_05.t";"Day 3";"Within";0,219139782
"123";"JJ9_CA1_d3_TT5_06.t";"Day 3";"Within";0,918642015
"124";"MG1_d11_TT3_1.t";"Day 3";"Within";0,10226846
"125";"MG1_d11_TT3_3.t";"Day 3";"Within";0,08093306
"126";"MG1_d11_TT3_5.t";"Day 3";"Within";0,120696291
"127";"AK42_CA1_d7_TT2_02.t";"Day 1";"Across";0,199933701
"128";"AK42_CA1_d7_TT2_03.t";"Day 1";"Across";0,043225258
"129";"AK42_CA1_d7_TT2_04.t";"Day 1";"Across";0,105810568
"130";"AK42_CA1_d7_TT2_05.t";"Day 1";"Across";0,237464931
"131";"AK42_CA1_d7_TT4_03.t";"Day 1";"Across";0,127228454
"132";"AK42_CA1_d7_TT4_04.t";"Day 1";"Across";0,103111862
"133";"AK42_CA1_d7_TT5_01.t";"Day 1";"Across";0,077491897
"134";"AK42_CA1_d7_TT5_02.t";"Day 1";"Across";0,120755994
"135";"AK42_CA1_d7_TT5_03.t";"Day 1";"Across";0,189648196
"136";"AK42_CA1_d7_TT5_04.t";"Day 1";"Across";0,16850024
"137";"AK42_CA1_d7_TT5_05.t";"Day 1";"Across";0,256790986
"138";"AK74_CA1_d1_TT4_02.t";"Day 1";"Across";0,073569352
"139";"AK74_CA1_d1_TT4_06.t";"Day 1";"Across";0,124228286
"140";"JJ9_CA1_d1_TT2_06.t";"Day 1";"Across";0,031750735
"141";"JJ9_CA1_d1_TT5_02.t";"Day 1";"Across";0,040916623
"142";"JJ9_CA1_d1_TT5_03.t";"Day 1";"Across";0,189859446
"143";"JJ9_CA1_d1_TT5_04.t";"Day 1";"Across";0,628201421
"144";"JJ9_CA1_d1_TT5_05.t";"Day 1";"Across";0,567684567
"145";"JJ9_CA1_d1_TT5_06.t";"Day 1";"Across";0,286651234
"146";"MG1_d6_TT3_1.t";"Day 1";"Across";0,103680311
"147";"MG1_d6_TT3_10.t";"Day 1";"Across";0,040238023
"148";"MG1_d6_TT3_11.t";"Day 1";"Across";0,146612256
"149";"MG1_d6_TT3_13.t";"Day 1";"Across";0,05599262
"150";"MG1_d6_TT3_2.t";"Day 1";"Across";0,265527759
"151";"MG1_d6_TT3_3.t";"Day 1";"Across";0,105016482
"152";"MG1_d6_TT3_4.t";"Day 1";"Across";0,06368146
"153";"MG1_d6_TT3_5.t";"Day 1";"Across";0,246377183
"154";"MG1_d6_TT3_6.t";"Day 1";"Across";0,263408837
"155";"MG1_d6_TT3_7.t";"Day 1";"Across";0,253141923
"156";"MG1_d6_TT3_8.t";"Day 1";"Across";1,172375418
"157";"MG1_d6_TT3_9.t";"Day 1";"Across";0,158828606
"158";"AK74_CA1_d1_TT4_05.t";"Day 1";"Across";0,065850657
"159";"MG1_d6_TT3_12.t";"Day 1";"Across";0,084135189
"160";"AK42_CA1_d8_TT2_03.t";"Day 2";"Across";0,089065974
"161";"AK42_CA1_d8_TT2_04.t";"Day 2";"Across";0,099385606
"162";"AK42_CA1_d8_TT2_05.t";"Day 2";"Across";0,265044093
"163";"AK42_CA1_d8_TT5_01.t";"Day 2";"Across";0,14336576
"164";"AK42_CA1_d8_TT5_02.t";"Day 2";"Across";0,153505325
"165";"AK42_CA1_d8_TT5_03.t";"Day 2";"Across";0,131845837
"166";"AK42_CA1_d8_TT5_04.t";"Day 2";"Across";0,070697493
"167";"AK74_CA1_d2_TT4_02.t";"Day 2";"Across";0,305986354
"168";"AK74_CA1_d2_TT4_06.t";"Day 2";"Across";NA
"169";"JJ9_CA1_d2_TT2_01.t";"Day 2";"Across";0,248419047
"170";"JJ9_CA1_d2_TT2_02.t";"Day 2";"Across";0,111579325
"171";"JJ9_CA1_d2_TT2_03.t";"Day 2";"Across";0,17117442
"172";"JJ9_CA1_d2_TT2_04.t";"Day 2";"Across";0,036392003
"173";"JJ9_CA1_d2_TT2_05.t";"Day 2";"Across";0,231157158
"174";"JJ9_CA1_d2_TT5_01.t";"Day 2";"Across";1,02942257
"175";"JJ9_CA1_d2_TT5_02.t";"Day 2";"Across";0,375992333
"176";"JJ9_CA1_d2_TT5_03.t";"Day 2";"Across";1,239586113
"177";"JJ9_CA1_d2_TT5_04.t";"Day 2";"Across";0,217287767
"178";"JJ9_CA1_d2_TT5_05.t";"Day 2";"Across";1,175062504
"179";"JJ9_CA1_d2_TT5_06.t";"Day 2";"Across";0,400821408
"180";"JJ9_CA1_d2_TT5_07.t";"Day 2";"Across";0,129397245
"181";"K1_CA1_d2_TT1_1.t";"Day 2";"Across";0,074563911
"182";"K1_CA1_d2_TT1_2.t";"Day 2";"Across";0,156508415
"183";"K1_CA1_d2_TT1_3.t";"Day 2";"Across";0,082072413
"184";"K1_CA1_d2_TT2_1.t";"Day 2";"Across";0,107256195
"185";"K1_CA1_d2_TT2_2.t";"Day 2";"Across";0,196737016
"186";"K1_CA1_d2_TT2_6.t";"Day 2";"Across";0,048332871
"187";"K1_CA1_d2_TT3_1.t";"Day 2";"Across";0,184179658
"188";"K1_CA1_d2_TT3_2.t";"Day 2";"Across";0,054228198
"189";"K1_CA1_d2_TT3_3.t";"Day 2";"Across";0,279778823
"190";"K1_CA1_d2_TT3_4.t";"Day 2";"Across";0,298822758
"191";"K1_CA1_d2_TT3_6.t";"Day 2";"Across";0,115480515
"192";"K1_CA1_d2_TT3_7.t";"Day 2";"Across";0,234879123
"193";"MG1_d7_TT3_1.t";"Day 2";"Across";0,094195269
"194";"MG1_d7_TT3_11.t";"Day 2";"Across";0,170925777
"195";"MG1_d7_TT3_12.t";"Day 2";"Across";0,059143889
"196";"MG1_d7_TT3_13.t";"Day 2";"Across";0,212801204
"197";"MG1_d7_TT3_14.t";"Day 2";"Across";0,08778949
"198";"MG1_d7_TT3_15.t";"Day 2";"Across";0,237377452
"199";"MG1_d7_TT3_17.t";"Day 2";"Across";0,044345598
"200";"MG1_d7_TT3_3.t";"Day 2";"Across";0,192816463
"201";"MG1_d7_TT3_4.t";"Day 2";"Across";0,190217764
"202";"MG1_d7_TT3_6.t";"Day 2";"Across";0,121224336
"203";"MG1_d7_TT3_7.t";"Day 2";"Across";0,039191414
"204";"MG1_d7_TT3_8.t";"Day 2";"Across";0,437311398
"205";"MG1_d7_TT3_9.t";"Day 2";"Across";0,241059827
"206";"MG1_d7_TT4_1.t";"Day 2";"Across";0,252410055
"207";"AK74_CA1_d2_TT4_01.t";"Day 2";"Across";0,219339002
"208";"AK74_CA1_d2_TT4_03.t";"Day 2";"Across";0,217127806
"209";"AK74_CA1_d2_TT4_04.t";"Day 2";"Across";0,207945012
"210";"MG1_d7_TT3_10.t";"Day 2";"Across";0,026547934
"211";"MG1_d7_TT3_2.t";"Day 2";"Across";0,066285529
"212";"MG1_d7_TT3_5.t";"Day 2";"Across";0,082477374
"213";"AK42_CA1_d9_TT2_01.t";"Day 3";"Across";0,372355089
"214";"AK42_CA1_d9_TT2_02.t";"Day 3";"Across";0,271052261
"215";"AK42_CA1_d9_TT2_03.t";"Day 3";"Across";0,036236472
"216";"AK42_CA1_d9_TT4_01.t";"Day 3";"Across";0,189981405
"217";"AK42_CA1_d9_TT4_02.t";"Day 3";"Across";0,192462909
"218";"AK42_CA1_d9_TT4_05.t";"Day 3";"Across";0,158596912
"219";"AK42_CA1_d9_TT5_01.t";"Day 3";"Across";0,166753148
"220";"AK42_CA1_d9_TT5_02.t";"Day 3";"Across";0,056841254
"221";"AK42_CA1_d9_TT5_03.t";"Day 3";"Across";0,033537781
"222";"AK42_CA1_d9_TT5_04.t";"Day 3";"Across";0,318790022
"223";"AK42_CA1_d9_TT5_05.t";"Day 3";"Across";0,21736494
"224";"AK74_CA1_d3_TT4_01.t";"Day 3";"Across";0,096011047
"225";"AK74_CA1_d3_TT4_02.t";"Day 3";"Across";0,301037125
"226";"AK74_CA1_d3_TT4_04.t";"Day 3";"Across";0,097777904
"227";"AK74_CA1_d3_TT4_07.t";"Day 3";"Across";0,103321013
"228";"AK74_CA1_d3_TT4_08.t";"Day 3";"Across";0,086245538
"229";"JJ9_CA1_d3_TT2_02.t";"Day 3";"Across";0,178728715
"230";"JJ9_CA1_d3_TT2_03.t";"Day 3";"Across";0,218522846
"231";"JJ9_CA1_d3_TT5_01.t";"Day 3";"Across";0,261320814
"232";"JJ9_CA1_d3_TT5_02.t";"Day 3";"Across";0,828403182
"233";"JJ9_CA1_d3_TT5_03.t";"Day 3";"Across";2,786421188
"234";"JJ9_CA1_d3_TT5_04.t";"Day 3";"Across";0,404004208
"235";"K1_CA1_d4_TT2_1.t";"Day 3";"Across";0,090829546
"236";"K1_CA1_d4_TT2_5.t";"Day 3";"Across";0,054316997
"237";"MG1_d11_TT2_1.t";"Day 3";"Across";0,313540821
"238";"MG1_d11_TT2_2.t";"Day 3";"Across";0,30021869
"239";"MG1_d11_TT3_10.t";"Day 3";"Across";0,079269526
"240";"MG1_d11_TT3_11.t";"Day 3";"Across";0,211237461
"241";"MG1_d11_TT3_12.t";"Day 3";"Across";0,128583019
"242";"MG1_d11_TT3_13.t";"Day 3";"Across";0,034614846
"243";"MG1_d11_TT3_2.t";"Day 3";"Across";0,197160332
"244";"MG1_d11_TT3_4.t";"Day 3";"Across";0,223501778
"245";"MG1_d11_TT3_6.t";"Day 3";"Across";0,093745698
"246";"MG1_d11_TT3_8.t";"Day 3";"Across";0,132015202
"247";"MG1_d11_TT3_9.t";"Day 3";"Across";0,158975399
"248";"JJ9_CA1_d3_TT5_05.t";"Day 3";"Across";0,179724748
"249";"JJ9_CA1_d3_TT5_06.t";"Day 3";"Across";0,724711676
"250";"MG1_d11_TT3_1.t";"Day 3";"Across";0,185351509
"251";"MG1_d11_TT3_3.t";"Day 3";"Across";0,06589697
"252";"MG1_d11_TT3_5.t";"Day 3";"Across";0,214674808
