"";"Subject";"Day";"Context";"Rate"
"43";"HGY1_recut_d1_TT5_1.t";"Day 1";"Within";0,151584256
"44";"HGY1_recut_d1_TT5_2.t";"Day 1";"Within";0,399479373
"45";"HGY1_recut_d1_TT5_3.t";"Day 1";"Within";0,238072564
"46";"HGY1_recut_d1_TT5_4.t";"Day 1";"Within";0,349055182
"47";"HGY1_recut_d1_TT5_5.t";"Day 1";"Within";0,056599901
"48";"HGY1_recut_d1_TT5_6.t";"Day 1";"Within";0,156017719
"49";"HGY1_recut_d1_TT5_7.t";"Day 1";"Within";0,152386411
"50";"JJ9_CA1_d1_TT2_02.t";"Day 1";"Within";0,118127827
"51";"JJ9_CA1_d1_TT2_06.t";"Day 1";"Within";0,035799928
"52";"JJ9_CA1_d1_TT5_01.t";"Day 1";"Within";0,093454449
"53";"JJ9_CA1_d1_TT5_02.t";"Day 1";"Within";0,042213142
"54";"JJ9_CA1_d1_TT5_03.t";"Day 1";"Within";0,236850248
"55";"JJ9_CA1_d1_TT5_04.t";"Day 1";"Within";0,342423904
"56";"JJ9_CA1_d1_TT5_05.t";"Day 1";"Within";0,172360204
"57";"JJ9_CA1_d1_TT5_06.t";"Day 1";"Within";0,397991634
"58";"K1_CA1_d1_TT1_1.t";"Day 1";"Within";0,073956311
"59";"K1_CA1_d1_TT2_1.t";"Day 1";"Within";0,084155078
"60";"K1_CA1_d1_TT2_2.t";"Day 1";"Within";0,230760532
"61";"K1_CA1_d1_TT2_3.t";"Day 1";"Within";0,087426689
"62";"K1_CA1_d1_TT3_1.t";"Day 1";"Within";0,13184681
"63";"K1_CA1_d1_TT3_2.t";"Day 1";"Within";0,379142151
"64";"K1_CA1_d1_TT3_4.t";"Day 1";"Within";0,050680519
"65";"MG1_d6_TT3_1.t";"Day 1";"Within";0,108375187
"66";"MG1_d6_TT3_10.t";"Day 1";"Within";0,050377957
"67";"MG1_d6_TT3_11.t";"Day 1";"Within";0,086549616
"68";"MG1_d6_TT3_13.t";"Day 1";"Within";0,065538786
"69";"MG1_d6_TT3_2.t";"Day 1";"Within";0,293314706
"70";"MG1_d6_TT3_3.t";"Day 1";"Within";0,089483131
"71";"MG1_d6_TT3_4.t";"Day 1";"Within";0,077777101
"72";"MG1_d6_TT3_5.t";"Day 1";"Within";0,321890685
"73";"MG1_d6_TT3_6.t";"Day 1";"Within";0,274178792
"74";"MG1_d6_TT3_7.t";"Day 1";"Within";0,349999567
"75";"MG1_d6_TT3_8.t";"Day 1";"Within";0,794688202
"76";"MG1_d6_TT3_9.t";"Day 1";"Within";0,210757677
"77";"AK74_CA1_d1_TT4_05.t";"Day 1";"Within";0,069770616
"78";"CMG159_recut_s6_TT1_4.t";"Day 1";"Within";0,052224149
"79";"CMG159_recut_s6_TT2_1.t";"Day 1";"Within";0,094361384
"80";"CMG159_recut_s6_TT2_2.t";"Day 1";"Within";0,151323964
"81";"CMG159_recut_s6_TT4_1.t";"Day 1";"Within";0,075343247
"82";"CMG159_recut_s6_TT6_7.t";"Day 1";"Within";0,079044478
"83";"HGY1_recut_d1_TT4_5.t";"Day 1";"Within";0,039159619
"84";"MG1_d6_TT3_12.t";"Day 1";"Within";0,10745129
"85";"AK42_CA1_d8_TT2_03.t";"Day 2";"Within";0,101564513
"86";"AK42_CA1_d8_TT2_04.t";"Day 2";"Within";0,085299453
"87";"AK42_CA1_d8_TT2_05.t";"Day 2";"Within";0,291367931
"88";"AK42_CA1_d8_TT5_01.t";"Day 2";"Within";0,114665234
"89";"AK42_CA1_d8_TT5_02.t";"Day 2";"Within";0,088082412
"90";"AK42_CA1_d8_TT5_03.t";"Day 2";"Within";0,139201879
"91";"AK42_CA1_d8_TT5_04.t";"Day 2";"Within";0,050464143
"92";"AK74_CA1_d2_TT4_02.t";"Day 2";"Within";0,134765368
"93";"AK74_CA1_d2_TT4_06.t";"Day 2";"Within";0,10971541
"94";"CMG159_recut_s7_TT1_2.t";"Day 2";"Within";0,391452895
"95";"CMG159_recut_s7_TT1_3.t";"Day 2";"Within";0,358625317
"96";"CMG159_recut_s7_TT1_5.t";"Day 2";"Within";0,132686086
"97";"CMG159_recut_s7_TT1_6.t";"Day 2";"Within";0,221768498
"98";"CMG159_recut_s7_TT2_1.t";"Day 2";"Within";0,220833226
"99";"CMG159_recut_s7_TT2_10.t";"Day 2";"Within";0,097057449
"100";"CMG159_recut_s7_TT2_2.t";"Day 2";"Within";0,116999496
"101";"CMG159_recut_s7_TT2_4.t";"Day 2";"Within";0,041398817
"102";"CMG159_recut_s7_TT2_7.t";"Day 2";"Within";0,12506874
"103";"CMG159_recut_s7_TT2_9.t";"Day 2";"Within";0,092003205
"104";"CMG159_recut_s7_TT3_1.t";"Day 2";"Within";0,310865437
"105";"CMG159_recut_s7_TT3_2.t";"Day 2";"Within";0,052659802
"106";"CMG159_recut_s7_TT3_3.t";"Day 2";"Within";0,102486895
"107";"CMG159_recut_s7_TT4_1.t";"Day 2";"Within";0,235394216
"108";"CMG159_recut_s7_TT4_2.t";"Day 2";"Within";0,066329003
"109";"CMG159_recut_s7_TT4_3.t";"Day 2";"Within";0,051541534
"110";"CMG159_recut_s7_TT6_1.t";"Day 2";"Within";0,159272878
"111";"CMG159_recut_s7_TT6_2.t";"Day 2";"Within";0,147534674
"112";"CMG159_recut_s7_TT6_3.t";"Day 2";"Within";0,035664139
"113";"CMG159_recut_s7_TT6_4.t";"Day 2";"Within";0,127647639
"114";"JJ9_CA1_d2_TT2_01.t";"Day 2";"Within";0,179994144
"115";"JJ9_CA1_d2_TT2_02.t";"Day 2";"Within";0,21640651
"116";"JJ9_CA1_d2_TT2_03.t";"Day 2";"Within";0,363072031
"117";"JJ9_CA1_d2_TT2_04.t";"Day 2";"Within";0,327937484
"118";"JJ9_CA1_d2_TT2_05.t";"Day 2";"Within";0,153923288
"119";"JJ9_CA1_d2_TT5_01.t";"Day 2";"Within";0,744637993
"120";"JJ9_CA1_d2_TT5_02.t";"Day 2";"Within";0,49788717
"121";"JJ9_CA1_d2_TT5_03.t";"Day 2";"Within";1,384586004
"122";"JJ9_CA1_d2_TT5_04.t";"Day 2";"Within";0,454047592
"123";"JJ9_CA1_d2_TT5_05.t";"Day 2";"Within";0,943025685
"124";"JJ9_CA1_d2_TT5_06.t";"Day 2";"Within";0,222315984
"125";"JJ9_CA1_d2_TT5_07.t";"Day 2";"Within";0,142520871
"126";"K1_CA1_d2_TT1_1.t";"Day 2";"Within";0,107569975
"127";"K1_CA1_d2_TT1_2.t";"Day 2";"Within";0,122385061
"128";"K1_CA1_d2_TT1_3.t";"Day 2";"Within";0,08686618
"129";"K1_CA1_d2_TT2_1.t";"Day 2";"Within";0,111789181
"130";"K1_CA1_d2_TT2_2.t";"Day 2";"Within";0,199295006
"131";"K1_CA1_d2_TT2_6.t";"Day 2";"Within";0,056154364
"132";"K1_CA1_d2_TT2_7.t";"Day 2";"Within";0,051338383
"133";"K1_CA1_d2_TT2_8.t";"Day 2";"Within";0,020961143
"134";"K1_CA1_d2_TT3_1.t";"Day 2";"Within";0,147646515
"135";"K1_CA1_d2_TT3_2.t";"Day 2";"Within";0,070670144
"136";"K1_CA1_d2_TT3_3.t";"Day 2";"Within";0,30526119
"137";"K1_CA1_d2_TT3_4.t";"Day 2";"Within";0,323578615
"138";"K1_CA1_d2_TT3_6.t";"Day 2";"Within";0,243697834
"139";"K1_CA1_d2_TT3_7.t";"Day 2";"Within";0,161303881
"140";"K1_CA1_d2_TT4_2.t";"Day 2";"Within";0,042566497
"141";"MG1_d7_TT3_1.t";"Day 2";"Within";0,091896244
"142";"MG1_d7_TT3_11.t";"Day 2";"Within";0,147392469
"143";"MG1_d7_TT3_12.t";"Day 2";"Within";0,055045299
"144";"MG1_d7_TT3_13.t";"Day 2";"Within";0,220736245
"145";"MG1_d7_TT3_14.t";"Day 2";"Within";0,08716975
"146";"MG1_d7_TT3_15.t";"Day 2";"Within";0,176640122
"147";"MG1_d7_TT3_17.t";"Day 2";"Within";0,048385877
"148";"MG1_d7_TT3_3.t";"Day 2";"Within";0,125686164
"149";"MG1_d7_TT3_4.t";"Day 2";"Within";0,20260031
"150";"MG1_d7_TT3_6.t";"Day 2";"Within";0,094383716
"151";"MG1_d7_TT3_7.t";"Day 2";"Within";0,037141425
"152";"MG1_d7_TT3_8.t";"Day 2";"Within";0,483619935
"153";"MG1_d7_TT3_9.t";"Day 2";"Within";0,156972789
"154";"MG1_d7_TT4_1.t";"Day 2";"Within";0,270199583
"155";"AK74_CA1_d2_TT4_01.t";"Day 2";"Within";0,089339342
"156";"AK74_CA1_d2_TT4_03.t";"Day 2";"Within";0,099900838
"157";"AK74_CA1_d2_TT4_04.t";"Day 2";"Within";0,144013312
"158";"CMG159_recut_s7_TT1_1.t";"Day 2";"Within";0,171021833
"159";"CMG159_recut_s7_TT1_4.t";"Day 2";"Within";0,135686139
"160";"CMG159_recut_s7_TT2_3.t";"Day 2";"Within";0,07248029
"161";"CMG159_recut_s7_TT2_5.t";"Day 2";"Within";0,029892514
"162";"CMG159_recut_s7_TT2_8.t";"Day 2";"Within";0,038123725
"163";"CMG159_recut_s7_TT6_5.t";"Day 2";"Within";0,239847814
"164";"MG1_d7_TT3_10.t";"Day 2";"Within";0,033498832
"165";"MG1_d7_TT3_2.t";"Day 2";"Within";0,070452983
"166";"MG1_d7_TT3_5.t";"Day 2";"Within";0,041594752
"167";"AK42_CA1_d9_TT2_01.t";"Day 3";"Within";0,275728092
"168";"AK42_CA1_d9_TT2_02.t";"Day 3";"Within";0,247970785
"169";"AK42_CA1_d9_TT2_03.t";"Day 3";"Within";0,035431619
"170";"AK42_CA1_d9_TT4_01.t";"Day 3";"Within";0,219652683
"171";"AK42_CA1_d9_TT4_02.t";"Day 3";"Within";0,132404869
"172";"AK42_CA1_d9_TT4_05.t";"Day 3";"Within";0,169176293
"173";"AK42_CA1_d9_TT5_01.t";"Day 3";"Within";0,089243532
"174";"AK42_CA1_d9_TT5_02.t";"Day 3";"Within";0,062885621
"175";"AK42_CA1_d9_TT5_03.t";"Day 3";"Within";0,020649362
"176";"AK42_CA1_d9_TT5_04.t";"Day 3";"Within";0,241357815
"177";"AK42_CA1_d9_TT5_05.t";"Day 3";"Within";0,126498782
"178";"AK74_CA1_d3_TT4_01.t";"Day 3";"Within";0,131588801
"179";"AK74_CA1_d3_TT4_02.t";"Day 3";"Within";0,346007083
"180";"AK74_CA1_d3_TT4_04.t";"Day 3";"Within";0,101153338
"181";"AK74_CA1_d3_TT4_07.t";"Day 3";"Within";0,136165694
"182";"AK74_CA1_d3_TT4_08.t";"Day 3";"Within";0,079658885
"183";"CMG159_recut_s8_TT1_2.t";"Day 3";"Within";0,146232172
"184";"CMG159_recut_s8_TT1_3.t";"Day 3";"Within";0,492099737
"185";"CMG159_recut_s8_TT1_4.t";"Day 3";"Within";0,473623378
"186";"CMG159_recut_s8_TT2_1.t";"Day 3";"Within";0,13617098
"187";"CMG159_recut_s8_TT2_2.t";"Day 3";"Within";0,1460379
"188";"CMG159_recut_s8_TT2_4.t";"Day 3";"Within";0,144329038
"189";"CMG159_recut_s8_TT2_5.t";"Day 3";"Within";0,093390457
"190";"CMG159_recut_s8_TT2_7.t";"Day 3";"Within";0,061043373
"191";"CMG159_recut_s8_TT2_8.t";"Day 3";"Within";0,230908438
"192";"CMG159_recut_s8_TT2_9.t";"Day 3";"Within";0,08557514
"193";"CMG159_recut_s8_TT4_1.t";"Day 3";"Within";0,312261879
"194";"CMG159_recut_s8_TT4_2.t";"Day 3";"Within";0,068549656
"195";"CMG159_recut_s8_TT4_4.t";"Day 3";"Within";0,063606595
"196";"CMG159_recut_s8_TT4_5.t";"Day 3";"Within";0,070145374
"197";"CMG159_recut_s8_TT4_6.t";"Day 3";"Within";0,116030261
"198";"CMG159_recut_s8_TT4_8.t";"Day 3";"Within";0,054658902
"199";"CMG159_recut_s8_TT4_9.t";"Day 3";"Within";0,052713048
"200";"CMG159_recut_s8_TT6_1.t";"Day 3";"Within";0,223460047
"201";"CMG159_recut_s8_TT6_2.t";"Day 3";"Within";0,218162801
"202";"CMG159_recut_s8_TT6_3.t";"Day 3";"Within";0,231595735
"203";"CMG159_recut_s8_TT6_4.t";"Day 3";"Within";0,062787627
"204";"JJ9_CA1_d3_TT2_02.t";"Day 3";"Within";0,083200783
"205";"JJ9_CA1_d3_TT2_03.t";"Day 3";"Within";0,162882896
"206";"JJ9_CA1_d3_TT5_01.t";"Day 3";"Within";0,139055924
"207";"JJ9_CA1_d3_TT5_02.t";"Day 3";"Within";0,770045878
"208";"JJ9_CA1_d3_TT5_03.t";"Day 3";"Within";1,30688837
"209";"JJ9_CA1_d3_TT5_04.t";"Day 3";"Within";0,305134989
"210";"K1_CA1_d4_TT2_1.t";"Day 3";"Within";0,18181214
"211";"K1_CA1_d4_TT2_5.t";"Day 3";"Within";0,095867377
"212";"K1_CA1_d4_TT4_2.t";"Day 3";"Within";0,016456249
"213";"MG1_d11_TT2_1.t";"Day 3";"Within";0,347871107
"214";"MG1_d11_TT2_2.t";"Day 3";"Within";0,310984886
"215";"MG1_d11_TT3_10.t";"Day 3";"Within";0,097015429
"216";"MG1_d11_TT3_11.t";"Day 3";"Within";0,132635016
"217";"MG1_d11_TT3_12.t";"Day 3";"Within";0,103326075
"218";"MG1_d11_TT3_13.t";"Day 3";"Within";0,03158543
"219";"MG1_d11_TT3_2.t";"Day 3";"Within";0,273396754
"220";"MG1_d11_TT3_4.t";"Day 3";"Within";0,206795157
"221";"MG1_d11_TT3_6.t";"Day 3";"Within";0,068653198
"222";"MG1_d11_TT3_7.t";"Day 3";"Within";0,202084491
"223";"MG1_d11_TT3_8.t";"Day 3";"Within";0,200906567
"224";"MG1_d11_TT3_9.t";"Day 3";"Within";0,190014617
"225";"CMG159_recut_s8_TT1_1.t";"Day 3";"Within";0,081715949
"226";"CMG159_recut_s8_TT2_3.t";"Day 3";"Within";0,170729902
"227";"CMG159_recut_s8_TT2_6.t";"Day 3";"Within";0,061224505
"228";"CMG159_recut_s8_TT4_10.t";"Day 3";"Within";0,034854456
"229";"CMG159_recut_s8_TT4_3.t";"Day 3";"Within";0,088013679
"230";"CMG159_recut_s8_TT4_7.t";"Day 3";"Within";0,036651119
"231";"JJ9_CA1_d3_TT5_05.t";"Day 3";"Within";0,18314824
"232";"JJ9_CA1_d3_TT5_06.t";"Day 3";"Within";0,626603893
"233";"MG1_d11_TT3_1.t";"Day 3";"Within";0,121359802
"234";"MG1_d11_TT3_3.t";"Day 3";"Within";0,09011441
"235";"MG1_d11_TT3_5.t";"Day 3";"Within";0,142390756
"236";"AK42_CA1_d7_TT2_02.t";"Day 1";"Across";0,199933701
"237";"AK42_CA1_d7_TT2_03.t";"Day 1";"Across";0,043225258
"238";"AK42_CA1_d7_TT2_04.t";"Day 1";"Across";0,105810568
"239";"AK42_CA1_d7_TT2_05.t";"Day 1";"Across";0,237464931
"240";"AK42_CA1_d7_TT4_03.t";"Day 1";"Across";0,127228454
"241";"AK42_CA1_d7_TT4_04.t";"Day 1";"Across";0,103111862
"242";"AK42_CA1_d7_TT5_01.t";"Day 1";"Across";0,077491897
"243";"AK42_CA1_d7_TT5_02.t";"Day 1";"Across";0,120755994
"244";"AK42_CA1_d7_TT5_03.t";"Day 1";"Across";0,189648196
"245";"AK42_CA1_d7_TT5_04.t";"Day 1";"Across";0,16850024
"246";"AK42_CA1_d7_TT5_05.t";"Day 1";"Across";0,256790986
"247";"AK74_CA1_d1_TT4_02.t";"Day 1";"Across";0,073569352
"248";"AK74_CA1_d1_TT4_06.t";"Day 1";"Across";0,124228286
"249";"CMG159_recut_s6_TT1_1.t";"Day 1";"Across";0,429127978
"250";"CMG159_recut_s6_TT1_2.t";"Day 1";"Across";0,164089599
"251";"CMG159_recut_s6_TT1_5.t";"Day 1";"Across";0,105947042
"252";"CMG159_recut_s6_TT1_6.t";"Day 1";"Across";0,165151591
"253";"CMG159_recut_s6_TT1_7.t";"Day 1";"Across";0,058997303
"254";"CMG159_recut_s6_TT2_3.t";"Day 1";"Across";0,131447292
"255";"CMG159_recut_s6_TT2_4.t";"Day 1";"Across";0,271907729
"256";"CMG159_recut_s6_TT2_5.t";"Day 1";"Across";0,113251591
"257";"CMG159_recut_s6_TT2_6.t";"Day 1";"Across";0,115718741
"258";"CMG159_recut_s6_TT2_7.t";"Day 1";"Across";0,075090546
"259";"CMG159_recut_s6_TT2_8.t";"Day 1";"Across";0,141889723
"260";"CMG159_recut_s6_TT4_2.t";"Day 1";"Across";0,29070954
"261";"CMG159_recut_s6_TT4_3.t";"Day 1";"Across";0,062558883
"262";"CMG159_recut_s6_TT4_4.t";"Day 1";"Across";0,07341831
"263";"CMG159_recut_s6_TT4_5.t";"Day 1";"Across";0,252685255
"264";"CMG159_recut_s6_TT4_6.t";"Day 1";"Across";0,210354687
"265";"CMG159_recut_s6_TT6_1.t";"Day 1";"Across";0,307708766
"266";"CMG159_recut_s6_TT6_2.t";"Day 1";"Across";0,566541841
"267";"CMG159_recut_s6_TT6_3.t";"Day 1";"Across";0,491902928
"268";"CMG159_recut_s6_TT6_4.t";"Day 1";"Across";0,155858675
"269";"CMG159_recut_s6_TT6_5.t";"Day 1";"Across";0,325677724
"270";"CMG159_recut_s6_TT6_6.t";"Day 1";"Across";0,045335611
"271";"CMG159_recut_s6_TT6_8.t";"Day 1";"Across";0,159587779
"272";"HGY1_recut_d1_TT2_1.t";"Day 1";"Across";0,403023077
"273";"HGY1_recut_d1_TT4_1.t";"Day 1";"Across";0,1264489
"274";"HGY1_recut_d1_TT4_2.t";"Day 1";"Across";0,155592429
"275";"HGY1_recut_d1_TT4_3.t";"Day 1";"Across";0,152261017
"276";"HGY1_recut_d1_TT4_4.t";"Day 1";"Across";0,039865617
"277";"HGY1_recut_d1_TT4_6.t";"Day 1";"Across";0,052999793
"278";"HGY1_recut_d1_TT5_1.t";"Day 1";"Across";0,16313302
"279";"HGY1_recut_d1_TT5_2.t";"Day 1";"Across";0,276039973
"280";"HGY1_recut_d1_TT5_3.t";"Day 1";"Across";0,403264936
"281";"HGY1_recut_d1_TT5_4.t";"Day 1";"Across";0,279883454
"282";"HGY1_recut_d1_TT5_5.t";"Day 1";"Across";0,060280815
"283";"HGY1_recut_d1_TT5_6.t";"Day 1";"Across";0,097882653
"284";"HGY1_recut_d1_TT5_7.t";"Day 1";"Across";0,13021612
"285";"JJ9_CA1_d1_TT2_02.t";"Day 1";"Across";0,113392828
"286";"JJ9_CA1_d1_TT2_06.t";"Day 1";"Across";0,040036884
"287";"JJ9_CA1_d1_TT5_01.t";"Day 1";"Across";0,098032578
"288";"JJ9_CA1_d1_TT5_02.t";"Day 1";"Across";0,038456621
"289";"JJ9_CA1_d1_TT5_03.t";"Day 1";"Across";0,17807356
"290";"JJ9_CA1_d1_TT5_04.t";"Day 1";"Across";0,348370529
"291";"JJ9_CA1_d1_TT5_05.t";"Day 1";"Across";0,300385108
"292";"JJ9_CA1_d1_TT5_06.t";"Day 1";"Across";0,708953148
"293";"K1_CA1_d1_TT1_1.t";"Day 1";"Across";0,061773943
"294";"K1_CA1_d1_TT2_1.t";"Day 1";"Across";0,077611914
"295";"K1_CA1_d1_TT2_2.t";"Day 1";"Across";0,215700359
"296";"K1_CA1_d1_TT2_3.t";"Day 1";"Across";0,071091126
"297";"K1_CA1_d1_TT3_1.t";"Day 1";"Across";0,125132729
"298";"K1_CA1_d1_TT3_2.t";"Day 1";"Across";0,29131878
"299";"K1_CA1_d1_TT3_4.t";"Day 1";"Across";0,06397683
"300";"MG1_d6_TT3_1.t";"Day 1";"Across";0,106204952
"301";"MG1_d6_TT3_10.t";"Day 1";"Across";0,045036745
"302";"MG1_d6_TT3_11.t";"Day 1";"Across";0,113487332
"303";"MG1_d6_TT3_13.t";"Day 1";"Across";0,062499004
"304";"MG1_d6_TT3_2.t";"Day 1";"Across";0,303198373
"305";"MG1_d6_TT3_3.t";"Day 1";"Across";0,100088144
"306";"MG1_d6_TT3_4.t";"Day 1";"Across";0,066978394
"307";"MG1_d6_TT3_5.t";"Day 1";"Across";0,289025371
"308";"MG1_d6_TT3_6.t";"Day 1";"Across";0,24518332
"309";"MG1_d6_TT3_7.t";"Day 1";"Across";0,306190219
"310";"MG1_d6_TT3_8.t";"Day 1";"Across";1,137393437
"311";"MG1_d6_TT3_9.t";"Day 1";"Across";0,182281496
"312";"AK74_CA1_d1_TT4_05.t";"Day 1";"Across";0,065850657
"313";"CMG159_recut_s6_TT1_4.t";"Day 1";"Across";0,062146473
"314";"CMG159_recut_s6_TT2_1.t";"Day 1";"Across";0,088420858
"315";"CMG159_recut_s6_TT2_2.t";"Day 1";"Across";0,247205878
"316";"CMG159_recut_s6_TT4_1.t";"Day 1";"Across";0,057668766
"317";"CMG159_recut_s6_TT6_7.t";"Day 1";"Across";0,06589181
"318";"HGY1_recut_d1_TT4_5.t";"Day 1";"Across";0,021577226
"319";"MG1_d6_TT3_12.t";"Day 1";"Across";0,108453258
"320";"AK42_CA1_d8_TT2_03.t";"Day 2";"Across";0,089065974
"321";"AK42_CA1_d8_TT2_04.t";"Day 2";"Across";0,099385606
"322";"AK42_CA1_d8_TT2_05.t";"Day 2";"Across";0,265044093
"323";"AK42_CA1_d8_TT5_01.t";"Day 2";"Across";0,14336576
"324";"AK42_CA1_d8_TT5_02.t";"Day 2";"Across";0,153505325
"325";"AK42_CA1_d8_TT5_03.t";"Day 2";"Across";0,131845837
"326";"AK42_CA1_d8_TT5_04.t";"Day 2";"Across";0,070697493
"327";"AK74_CA1_d2_TT4_02.t";"Day 2";"Across";0,305986354
"328";"AK74_CA1_d2_TT4_06.t";"Day 2";"Across";NA
"329";"CMG159_recut_s7_TT1_2.t";"Day 2";"Across";0,451408057
"330";"CMG159_recut_s7_TT1_3.t";"Day 2";"Across";0,334290712
"331";"CMG159_recut_s7_TT1_5.t";"Day 2";"Across";0,159785734
"332";"CMG159_recut_s7_TT1_6.t";"Day 2";"Across";0,19163114
"333";"CMG159_recut_s7_TT2_1.t";"Day 2";"Across";0,270163375
"334";"CMG159_recut_s7_TT2_10.t";"Day 2";"Across";0,272350568
"335";"CMG159_recut_s7_TT2_2.t";"Day 2";"Across";0,15941026
"336";"CMG159_recut_s7_TT2_4.t";"Day 2";"Across";0,198188844
"337";"CMG159_recut_s7_TT2_7.t";"Day 2";"Across";0,152744493
"338";"CMG159_recut_s7_TT2_9.t";"Day 2";"Across";0,084069401
"339";"CMG159_recut_s7_TT3_1.t";"Day 2";"Across";1,025932185
"340";"CMG159_recut_s7_TT3_2.t";"Day 2";"Across";0,04784305
"341";"CMG159_recut_s7_TT3_3.t";"Day 2";"Across";0,086109967
"342";"CMG159_recut_s7_TT4_1.t";"Day 2";"Across";0,187944801
"343";"CMG159_recut_s7_TT4_2.t";"Day 2";"Across";0,067678326
"344";"CMG159_recut_s7_TT4_3.t";"Day 2";"Across";0,07129114
"345";"CMG159_recut_s7_TT6_1.t";"Day 2";"Across";0,227419876
"346";"CMG159_recut_s7_TT6_2.t";"Day 2";"Across";NA
"347";"CMG159_recut_s7_TT6_3.t";"Day 2";"Across";0,029827624
"348";"CMG159_recut_s7_TT6_4.t";"Day 2";"Across";0,113439807
"349";"JJ9_CA1_d2_TT2_01.t";"Day 2";"Across";0,19236464
"350";"JJ9_CA1_d2_TT2_02.t";"Day 2";"Across";0,197639404
"351";"JJ9_CA1_d2_TT2_03.t";"Day 2";"Across";0,325948976
"352";"JJ9_CA1_d2_TT2_04.t";"Day 2";"Across";0,333154572
"353";"JJ9_CA1_d2_TT2_05.t";"Day 2";"Across";0,145545227
"354";"JJ9_CA1_d2_TT5_01.t";"Day 2";"Across";0,653707867
"355";"JJ9_CA1_d2_TT5_02.t";"Day 2";"Across";0,784702491
"356";"JJ9_CA1_d2_TT5_03.t";"Day 2";"Across";1,281936293
"357";"JJ9_CA1_d2_TT5_04.t";"Day 2";"Across";0,408529697
"358";"JJ9_CA1_d2_TT5_05.t";"Day 2";"Across";1,081781721
"359";"JJ9_CA1_d2_TT5_06.t";"Day 2";"Across";0,318180372
"360";"JJ9_CA1_d2_TT5_07.t";"Day 2";"Across";0,125026447
"361";"K1_CA1_d2_TT1_1.t";"Day 2";"Across";0,097222966
"362";"K1_CA1_d2_TT1_2.t";"Day 2";"Across";0,10630411
"363";"K1_CA1_d2_TT1_3.t";"Day 2";"Across";0,079873315
