"";"Subject";"Day";"Context";"Rate"
"43";"CMG159_recut_s6_TT1_7.t";"Day 1";"Within";0,039215735
"44";"CMG159_recut_s6_TT2_3.t";"Day 1";"Within";0,090234712
"45";"CMG159_recut_s6_TT2_4.t";"Day 1";"Within";0,349310248
"46";"CMG159_recut_s6_TT2_5.t";"Day 1";"Within";0,054432119
"47";"CMG159_recut_s6_TT2_6.t";"Day 1";"Within";0,123957235
"48";"CMG159_recut_s6_TT2_7.t";"Day 1";"Within";0,07909944
"49";"CMG159_recut_s6_TT2_8.t";"Day 1";"Within";0,100331625
"50";"CMG159_recut_s6_TT4_2.t";"Day 1";"Within";0,20314403
"51";"CMG159_recut_s6_TT4_3.t";"Day 1";"Within";0,040296159
"52";"CMG159_recut_s6_TT4_4.t";"Day 1";"Within";0,089470589
"53";"CMG159_recut_s6_TT4_5.t";"Day 1";"Within";0,25319825
"54";"CMG159_recut_s6_TT4_6.t";"Day 1";"Within";0,143188163
"55";"CMG159_recut_s6_TT6_1.t";"Day 1";"Within";0,332806872
"56";"CMG159_recut_s6_TT6_2.t";"Day 1";"Within";0,664813005
"57";"CMG159_recut_s6_TT6_3.t";"Day 1";"Within";0,481236176
"58";"CMG159_recut_s6_TT6_4.t";"Day 1";"Within";0,109672782
"59";"CMG159_recut_s6_TT6_5.t";"Day 1";"Within";0,307432837
"60";"CMG159_recut_s6_TT6_6.t";"Day 1";"Within";0,059740803
"61";"CMG159_recut_s6_TT6_8.t";"Day 1";"Within";0,174343019
"62";"CMG159_recut_s7_TT1_2.t";"Day 2";"Within";0,172494466
"63";"CMG159_recut_s7_TT1_3.t";"Day 2";"Within";0,358682537
"64";"CMG159_recut_s7_TT1_5.t";"Day 2";"Within";0,260977786
"65";"CMG159_recut_s7_TT1_6.t";"Day 2";"Within";0,216672625
"66";"CMG159_recut_s7_TT2_1.t";"Day 2";"Within";0,123358908
"67";"CMG159_recut_s7_TT2_10.t";"Day 2";"Within";0,153877572
"68";"CMG159_recut_s7_TT2_2.t";"Day 2";"Within";0,181321768
"69";"CMG159_recut_s7_TT2_4.t";"Day 2";"Within";0,052059021
"70";"CMG159_recut_s7_TT2_7.t";"Day 2";"Within";0,055173088
"71";"CMG159_recut_s7_TT2_9.t";"Day 2";"Within";0,133378594
"72";"CMG159_recut_s7_TT3_1.t";"Day 2";"Within";0,454987938
"73";"CMG159_recut_s7_TT3_3.t";"Day 2";"Within";0,096557118
"74";"CMG159_recut_s7_TT4_1.t";"Day 2";"Within";0,364938943
"75";"CMG159_recut_s7_TT4_2.t";"Day 2";"Within";0,083252919
"76";"CMG159_recut_s7_TT6_1.t";"Day 2";"Within";0,190765807
"77";"CMG159_recut_s7_TT6_3.t";"Day 2";"Within";0,025504939
"78";"CMG159_recut_s7_TT6_4.t";"Day 2";"Within";0,089691448
"79";"CMG159_recut_s8_TT1_2.t";"Day 3";"Within";0,208574638
"80";"CMG159_recut_s8_TT1_3.t";"Day 3";"Within";0,404271119
"81";"CMG159_recut_s8_TT1_4.t";"Day 3";"Within";0,447356481
"82";"CMG159_recut_s8_TT2_1.t";"Day 3";"Within";0,048059029
"83";"CMG159_recut_s8_TT2_2.t";"Day 3";"Within";0,152265771
"84";"CMG159_recut_s8_TT2_4.t";"Day 3";"Within";0,159410355
"85";"CMG159_recut_s8_TT2_5.t";"Day 3";"Within";0,123003173
"86";"CMG159_recut_s8_TT2_7.t";"Day 3";"Within";0,045303416
"87";"CMG159_recut_s8_TT2_8.t";"Day 3";"Within";0,303892168
"88";"CMG159_recut_s8_TT2_9.t";"Day 3";"Within";0,066409242
"89";"CMG159_recut_s8_TT4_1.t";"Day 3";"Within";0,363440366
"90";"CMG159_recut_s8_TT4_2.t";"Day 3";"Within";0,06658815
"91";"CMG159_recut_s8_TT4_4.t";"Day 3";"Within";0,056938815
"92";"CMG159_recut_s8_TT4_5.t";"Day 3";"Within";0,090595564
"93";"CMG159_recut_s8_TT4_6.t";"Day 3";"Within";0,130982629
"94";"CMG159_recut_s8_TT4_8.t";"Day 3";"Within";0,060080377
"95";"CMG159_recut_s8_TT4_9.t";"Day 3";"Within";0,039615865
"96";"CMG159_recut_s8_TT6_1.t";"Day 3";"Within";0,288575361
"97";"CMG159_recut_s8_TT6_2.t";"Day 3";"Within";0,227579311
"98";"CMG159_recut_s8_TT6_3.t";"Day 3";"Within";0,287652125
"99";"CMG159_recut_s8_TT6_4.t";"Day 3";"Within";0,080625086
"100";"JJ9_CA1_d1_TT2_02.t";"Day 1";"Within";0,118127827
"101";"JJ9_CA1_d1_TT2_06.t";"Day 1";"Within";0,035799928
"102";"JJ9_CA1_d1_TT5_01.t";"Day 1";"Within";0,093454449
"103";"JJ9_CA1_d1_TT5_02.t";"Day 1";"Within";0,042213142
"104";"JJ9_CA1_d1_TT5_03.t";"Day 1";"Within";0,236850248
"105";"JJ9_CA1_d1_TT5_04.t";"Day 1";"Within";0,342423904
"106";"JJ9_CA1_d1_TT5_05.t";"Day 1";"Within";0,172360204
"107";"JJ9_CA1_d1_TT5_06.t";"Day 1";"Within";0,397991634
"108";"JJ9_CA1_d2_TT2_01.t";"Day 2";"Within";0,179994144
"109";"JJ9_CA1_d2_TT2_02.t";"Day 2";"Within";0,21640651
"110";"JJ9_CA1_d2_TT2_03.t";"Day 2";"Within";0,363072031
"111";"JJ9_CA1_d2_TT2_04.t";"Day 2";"Within";0,327937484
"112";"JJ9_CA1_d2_TT2_05.t";"Day 2";"Within";0,153923288
"113";"JJ9_CA1_d2_TT5_01.t";"Day 2";"Within";0,744637993
"114";"JJ9_CA1_d2_TT5_02.t";"Day 2";"Within";0,49788717
"115";"JJ9_CA1_d2_TT5_03.t";"Day 2";"Within";1,384586004
"116";"JJ9_CA1_d2_TT5_04.t";"Day 2";"Within";0,454047592
"117";"JJ9_CA1_d2_TT5_05.t";"Day 2";"Within";0,943025685
"118";"JJ9_CA1_d2_TT5_06.t";"Day 2";"Within";0,222315984
"119";"JJ9_CA1_d2_TT5_07.t";"Day 2";"Within";0,142520871
"120";"JJ9_CA1_d3_TT2_02.t";"Day 3";"Within";0,083200783
"121";"JJ9_CA1_d3_TT2_03.t";"Day 3";"Within";0,162882896
"122";"JJ9_CA1_d3_TT5_01.t";"Day 3";"Within";0,139055924
"123";"JJ9_CA1_d3_TT5_02.t";"Day 3";"Within";0,770045878
"124";"JJ9_CA1_d3_TT5_03.t";"Day 3";"Within";1,30688837
"125";"JJ9_CA1_d3_TT5_04.t";"Day 3";"Within";0,305134989
"126";"K1_CA1_d1_TT1_1.t";"Day 1";"Within";0,073956311
"127";"K1_CA1_d1_TT2_1.t";"Day 1";"Within";0,088676204
"128";"K1_CA1_d1_TT2_2.t";"Day 1";"Within";0,19934091
"129";"K1_CA1_d1_TT2_3.t";"Day 1";"Within";0,099607459
"130";"K1_CA1_d1_TT3_1.t";"Day 1";"Within";0,167067671
"131";"K1_CA1_d1_TT3_2.t";"Day 1";"Within";0,320236097
"132";"K1_CA1_d1_TT3_4.t";"Day 1";"Within";0,037738813
"133";"K1_CA1_d2_TT1_1.t";"Day 2";"Within";0,099972956
"134";"K1_CA1_d2_TT1_2.t";"Day 2";"Within";0,144436061
"135";"K1_CA1_d2_TT1_3.t";"Day 2";"Within";0,087789152
"136";"K1_CA1_d2_TT2_1.t";"Day 2";"Within";0,100619879
"137";"K1_CA1_d2_TT2_2.t";"Day 2";"Within";0,219102971
"138";"K1_CA1_d2_TT2_6.t";"Day 2";"Within";0,063957235
"139";"K1_CA1_d2_TT2_7.t";"Day 2";"Within";0,055484454
"140";"K1_CA1_d2_TT2_8.t";"Day 2";"Within";0,023449259
"141";"K1_CA1_d2_TT3_1.t";"Day 2";"Within";0,183662347
"142";"K1_CA1_d2_TT3_2.t";"Day 2";"Within";0,071734082
"143";"K1_CA1_d2_TT3_3.t";"Day 2";"Within";0,309114416
"144";"K1_CA1_d2_TT3_4.t";"Day 2";"Within";0,313001641
"145";"K1_CA1_d2_TT3_6.t";"Day 2";"Within";0,230536412
"146";"K1_CA1_d2_TT3_7.t";"Day 2";"Within";0,133788931
"147";"K1_CA1_d4_TT2_1.t";"Day 3";"Within";0,192744179
"148";"K1_CA1_d4_TT2_5.t";"Day 3";"Within";0,098315498
"149";"K1_CA1_d4_TT4_2.t";"Day 3";"Within";0,018407974
"150";"MG1_d6_TT3_1.t";"Day 1";"Within";0,108375187
"151";"MG1_d6_TT3_10.t";"Day 1";"Within";0,050377957
"152";"MG1_d6_TT3_11.t";"Day 1";"Within";0,086549616
"153";"MG1_d6_TT3_13.t";"Day 1";"Within";0,065538786
"154";"MG1_d6_TT3_2.t";"Day 1";"Within";0,293314706
"155";"MG1_d6_TT3_3.t";"Day 1";"Within";0,089483131
"156";"MG1_d6_TT3_4.t";"Day 1";"Within";0,077777101
"157";"MG1_d6_TT3_5.t";"Day 1";"Within";0,321890685
"158";"MG1_d6_TT3_6.t";"Day 1";"Within";0,274178792
"159";"MG1_d6_TT3_7.t";"Day 1";"Within";0,349999567
"160";"MG1_d6_TT3_8.t";"Day 1";"Within";0,794688202
"161";"MG1_d6_TT3_9.t";"Day 1";"Within";0,210757677
"162";"MG1_d7_TT3_1.t";"Day 2";"Within";0,091896244
"163";"MG1_d7_TT3_11.t";"Day 2";"Within";0,147392469
"164";"MG1_d7_TT3_12.t";"Day 2";"Within";0,055045299
"165";"MG1_d7_TT3_13.t";"Day 2";"Within";0,220736245
"166";"MG1_d7_TT3_14.t";"Day 2";"Within";0,08716975
"167";"MG1_d7_TT3_15.t";"Day 2";"Within";0,176640122
"168";"MG1_d7_TT3_17.t";"Day 2";"Within";0,048385877
"169";"MG1_d7_TT3_3.t";"Day 2";"Within";0,125686164
"170";"MG1_d7_TT3_4.t";"Day 2";"Within";0,20260031
"171";"MG1_d7_TT3_6.t";"Day 2";"Within";0,094383716
"172";"MG1_d7_TT3_7.t";"Day 2";"Within";0,037141425
"173";"MG1_d7_TT3_8.t";"Day 2";"Within";0,483619935
"174";"MG1_d7_TT3_9.t";"Day 2";"Within";0,156972789
"175";"MG1_d7_TT4_1.t";"Day 2";"Within";0,270199583
"176";"MG1_d11_TT2_1.t";"Day 3";"Within";0,347871107
"177";"MG1_d11_TT2_2.t";"Day 3";"Within";0,310984886
"178";"MG1_d11_TT3_10.t";"Day 3";"Within";0,097015429
"179";"MG1_d11_TT3_11.t";"Day 3";"Within";0,132635016
"180";"MG1_d11_TT3_12.t";"Day 3";"Within";0,103326075
"181";"MG1_d11_TT3_13.t";"Day 3";"Within";0,03158543
"182";"MG1_d11_TT3_2.t";"Day 3";"Within";0,273396754
"183";"MG1_d11_TT3_4.t";"Day 3";"Within";0,206795157
"184";"MG1_d11_TT3_6.t";"Day 3";"Within";0,068653198
"185";"MG1_d11_TT3_7.t";"Day 3";"Within";0,202084491
"186";"MG1_d11_TT3_8.t";"Day 3";"Within";0,200906567
"187";"MG1_d11_TT3_9.t";"Day 3";"Within";0,190014617
"188";"AK74_CA1_d1_TT4_05.t";"Day 1";"Within";0,069770616
"189";"AK74_CA1_d2_TT4_01.t";"Day 2";"Within";0,089339342
"190";"AK74_CA1_d2_TT4_03.t";"Day 2";"Within";0,099900838
"191";"AK74_CA1_d2_TT4_04.t";"Day 2";"Within";0,144013312
"192";"CMG159_recut_s6_TT1_4.t";"Day 1";"Within";0,052224149
"193";"CMG159_recut_s6_TT2_1.t";"Day 1";"Within";0,097946586
"194";"CMG159_recut_s6_TT2_2.t";"Day 1";"Within";0,073731436
"195";"CMG159_recut_s6_TT4_1.t";"Day 1";"Within";0,075343247
"196";"CMG159_recut_s6_TT6_7.t";"Day 1";"Within";0,084905239
"197";"CMG159_recut_s7_TT1_1.t";"Day 2";"Within";0,086701592
"198";"CMG159_recut_s7_TT1_4.t";"Day 2";"Within";0,169770856
"199";"CMG159_recut_s7_TT2_5.t";"Day 2";"Within";0,012877834
"200";"CMG159_recut_s7_TT6_5.t";"Day 2";"Within";0,185807359
"201";"CMG159_recut_s8_TT1_1.t";"Day 3";"Within";0,082439717
"202";"CMG159_recut_s8_TT2_3.t";"Day 3";"Within";0,233396542
"203";"CMG159_recut_s8_TT2_6.t";"Day 3";"Within";0,049436365
"204";"CMG159_recut_s8_TT4_10.t";"Day 3";"Within";0,04092215
"205";"CMG159_recut_s8_TT4_3.t";"Day 3";"Within";0,063726136
"206";"CMG159_recut_s8_TT4_7.t";"Day 3";"Within";0,049877831
"207";"JJ9_CA1_d3_TT5_05.t";"Day 3";"Within";0,18314824
"208";"JJ9_CA1_d3_TT5_06.t";"Day 3";"Within";0,626603893
"209";"MG1_d6_TT3_12.t";"Day 1";"Within";0,10745129
"210";"MG1_d7_TT3_10.t";"Day 2";"Within";0,033498832
"211";"MG1_d7_TT3_2.t";"Day 2";"Within";0,070452983
"212";"MG1_d7_TT3_5.t";"Day 2";"Within";0,041594752
"213";"MG1_d11_TT3_1.t";"Day 3";"Within";0,121359802
"214";"MG1_d11_TT3_3.t";"Day 3";"Within";0,09011441
"215";"MG1_d11_TT3_5.t";"Day 3";"Within";0,142390756
"216";"AK42_CA1_d7_TT2_02.t";"Day 1";"Across";0,199933701
"217";"AK42_CA1_d7_TT2_03.t";"Day 1";"Across";0,043225258
"218";"AK42_CA1_d7_TT2_04.t";"Day 1";"Across";0,105810568
"219";"AK42_CA1_d7_TT2_05.t";"Day 1";"Across";0,237464931
"220";"AK42_CA1_d7_TT4_03.t";"Day 1";"Across";0,127228454
"221";"AK42_CA1_d7_TT4_04.t";"Day 1";"Across";0,103111862
"222";"AK42_CA1_d7_TT5_01.t";"Day 1";"Across";0,077491897
"223";"AK42_CA1_d7_TT5_02.t";"Day 1";"Across";0,120755994
"224";"AK42_CA1_d7_TT5_03.t";"Day 1";"Across";0,189648196
"225";"AK42_CA1_d7_TT5_04.t";"Day 1";"Across";0,16850024
"226";"AK42_CA1_d7_TT5_05.t";"Day 1";"Across";0,256790986
"227";"AK42_CA1_d8_TT2_03.t";"Day 2";"Across";0,089065974
"228";"AK42_CA1_d8_TT2_04.t";"Day 2";"Across";0,099385606
"229";"AK42_CA1_d8_TT2_05.t";"Day 2";"Across";0,265044093
"230";"AK42_CA1_d8_TT5_01.t";"Day 2";"Across";0,14336576
"231";"AK42_CA1_d8_TT5_02.t";"Day 2";"Across";0,153505325
"232";"AK42_CA1_d8_TT5_03.t";"Day 2";"Across";0,131845837
"233";"AK42_CA1_d8_TT5_04.t";"Day 2";"Across";0,070697493
"234";"AK42_CA1_d9_TT2_01.t";"Day 3";"Across";0,372355089
"235";"AK42_CA1_d9_TT2_02.t";"Day 3";"Across";0,271052261
"236";"AK42_CA1_d9_TT2_03.t";"Day 3";"Across";0,036236472
"237";"AK42_CA1_d9_TT4_01.t";"Day 3";"Across";0,189981405
"238";"AK42_CA1_d9_TT4_02.t";"Day 3";"Across";0,192462909
"239";"AK42_CA1_d9_TT4_05.t";"Day 3";"Across";0,158596912
"240";"AK42_CA1_d9_TT5_01.t";"Day 3";"Across";0,166753148
"241";"AK42_CA1_d9_TT5_02.t";"Day 3";"Across";0,056841254
"242";"AK42_CA1_d9_TT5_03.t";"Day 3";"Across";0,033537781
"243";"AK42_CA1_d9_TT5_04.t";"Day 3";"Across";0,318790022
"244";"AK42_CA1_d9_TT5_05.t";"Day 3";"Across";0,21736494
"245";"AK74_CA1_d1_TT4_02.t";"Day 1";"Across";0,073569352
"246";"AK74_CA1_d1_TT4_06.t";"Day 1";"Across";0,124228286
"247";"AK74_CA1_d2_TT4_02.t";"Day 2";"Across";0,305986354
"248";"AK74_CA1_d2_TT4_06.t";"Day 2";"Across";NA
"249";"AK74_CA1_d3_TT4_01.t";"Day 3";"Across";0,117214572
"250";"AK74_CA1_d3_TT4_02.t";"Day 3";"Across";0,305369499
"251";"AK74_CA1_d3_TT4_04.t";"Day 3";"Across";0,102775675
"252";"AK74_CA1_d3_TT4_07.t";"Day 3";"Across";0,154339143
"253";"AK74_CA1_d3_TT4_08.t";"Day 3";"Across";0,099110298
"254";"CMG159_recut_s6_TT1_1.t";"Day 1";"Across";0,409233235
"255";"CMG159_recut_s6_TT1_2.t";"Day 1";"Across";0,164089599
"256";"CMG159_recut_s6_TT1_5.t";"Day 1";"Across";0,100589634
"257";"CMG159_recut_s6_TT1_6.t";"Day 1";"Across";0,194353147
"258";"CMG159_recut_s6_TT1_7.t";"Day 1";"Across";0,051430333
"259";"CMG159_recut_s6_TT2_3.t";"Day 1";"Across";0,096159413
"260";"CMG159_recut_s6_TT2_4.t";"Day 1";"Across";0,263772384
"261";"CMG159_recut_s6_TT2_5.t";"Day 1";"Across";0,102292575
"262";"CMG159_recut_s6_TT2_6.t";"Day 1";"Across";0,131426351
"263";"CMG159_recut_s6_TT2_7.t";"Day 1";"Across";0,075574769
"264";"CMG159_recut_s6_TT2_8.t";"Day 1";"Across";0,13378036
"265";"CMG159_recut_s6_TT4_2.t";"Day 1";"Across";0,208256875
"266";"CMG159_recut_s6_TT4_3.t";"Day 1";"Across";0,064123965
"267";"CMG159_recut_s6_TT4_4.t";"Day 1";"Across";0,07341831
"268";"CMG159_recut_s6_TT4_5.t";"Day 1";"Across";0,284428499
"269";"CMG159_recut_s6_TT4_6.t";"Day 1";"Across";0,164502318
"270";"CMG159_recut_s6_TT6_1.t";"Day 1";"Across";0,342074585
"271";"CMG159_recut_s6_TT6_2.t";"Day 1";"Across";0,628475219
"272";"CMG159_recut_s6_TT6_3.t";"Day 1";"Across";0,590772525
"273";"CMG159_recut_s6_TT6_4.t";"Day 1";"Across";0,185608057
"274";"CMG159_recut_s6_TT6_5.t";"Day 1";"Across";0,397479795
"275";"CMG159_recut_s6_TT6_6.t";"Day 1";"Across";0,049243816
"276";"CMG159_recut_s6_TT6_8.t";"Day 1";"Across";0,152430249
"277";"CMG159_recut_s7_TT1_2.t";"Day 2";"Across";NA
"278";"CMG159_recut_s7_TT1_3.t";"Day 2";"Across";NA
"279";"CMG159_recut_s7_TT1_5.t";"Day 2";"Across";NA
"280";"CMG159_recut_s7_TT1_6.t";"Day 2";"Across";NA
"281";"CMG159_recut_s7_TT2_1.t";"Day 2";"Across";NA
"282";"CMG159_recut_s7_TT2_10.t";"Day 2";"Across";NA
"283";"CMG159_recut_s7_TT2_2.t";"Day 2";"Across";NA
"284";"CMG159_recut_s7_TT2_4.t";"Day 2";"Across";NA
"285";"CMG159_recut_s7_TT2_7.t";"Day 2";"Across";NA
"286";"CMG159_recut_s7_TT2_9.t";"Day 2";"Across";NA
"287";"CMG159_recut_s7_TT3_1.t";"Day 2";"Across";NA
"288";"CMG159_recut_s7_TT3_3.t";"Day 2";"Across";NA
"289";"CMG159_recut_s7_TT4_1.t";"Day 2";"Across";NA
"290";"CMG159_recut_s7_TT4_2.t";"Day 2";"Across";NA
"291";"CMG159_recut_s7_TT6_1.t";"Day 2";"Across";NA
"292";"CMG159_recut_s7_TT6_3.t";"Day 2";"Across";NA
"293";"CMG159_recut_s7_TT6_4.t";"Day 2";"Across";NA
"294";"CMG159_recut_s8_TT1_2.t";"Day 3";"Across";0,171084351
"295";"CMG159_recut_s8_TT1_3.t";"Day 3";"Across";0,73634856
"296";"CMG159_recut_s8_TT1_4.t";"Day 3";"Across";0,479012728
"297";"CMG159_recut_s8_TT2_1.t";"Day 3";"Across";0,048220614
"298";"CMG159_recut_s8_TT2_2.t";"Day 3";"Across";0,185521429
"299";"CMG159_recut_s8_TT2_4.t";"Day 3";"Across";0,23557271
"300";"CMG159_recut_s8_TT2_5.t";"Day 3";"Across";0,15894652
"301";"CMG159_recut_s8_TT2_7.t";"Day 3";"Across";0,041655203
"302";"CMG159_recut_s8_TT2_8.t";"Day 3";"Across";0,247425038
"303";"CMG159_recut_s8_TT2_9.t";"Day 3";"Across";0,253016023
"304";"CMG159_recut_s8_TT4_1.t";"Day 3";"Across";0,293076452
"305";"CMG159_recut_s8_TT4_2.t";"Day 3";"Across";0,102936234
"306";"CMG159_recut_s8_TT4_4.t";"Day 3";"Across";0,050661033
"307";"CMG159_recut_s8_TT4_5.t";"Day 3";"Across";0,11706499
"308";"CMG159_recut_s8_TT4_6.t";"Day 3";"Across";0,081433804
"309";"CMG159_recut_s8_TT4_8.t";"Day 3";"Across";0,053222435
"310";"CMG159_recut_s8_TT4_9.t";"Day 3";"Across";0,056923541
"311";"CMG159_recut_s8_TT6_1.t";"Day 3";"Across";0,257340054
"312";"CMG159_recut_s8_TT6_2.t";"Day 3";"Across";0,401596523
"313";"CMG159_recut_s8_TT6_3.t";"Day 3";"Across";0,341704456
"314";"CMG159_recut_s8_TT6_4.t";"Day 3";"Across";0,077019483
"315";"JJ9_CA1_d1_TT2_02.t";"Day 1";"Across";0,113392828
"316";"JJ9_CA1_d1_TT2_06.t";"Day 1";"Across";0,040036884
"317";"JJ9_CA1_d1_TT5_01.t";"Day 1";"Across";0,098032578
"318";"JJ9_CA1_d1_TT5_02.t";"Day 1";"Across";0,038456621
"319";"JJ9_CA1_d1_TT5_03.t";"Day 1";"Across";0,17807356
"320";"JJ9_CA1_d1_TT5_04.t";"Day 1";"Across";0,348370529
"321";"JJ9_CA1_d1_TT5_05.t";"Day 1";"Across";0,300385108
"322";"JJ9_CA1_d1_TT5_06.t";"Day 1";"Across";0,708953148
"323";"JJ9_CA1_d2_TT2_01.t";"Day 2";"Across";0,19236464
"324";"JJ9_CA1_d2_TT2_02.t";"Day 2";"Across";0,197639404
"325";"JJ9_CA1_d2_TT2_03.t";"Day 2";"Across";0,325948976
"326";"JJ9_CA1_d2_TT2_04.t";"Day 2";"Across";0,333154572
"327";"JJ9_CA1_d2_TT2_05.t";"Day 2";"Across";0,145545227
"328";"JJ9_CA1_d2_TT5_01.t";"Day 2";"Across";0,653707867
"329";"JJ9_CA1_d2_TT5_02.t";"Day 2";"Across";0,784702491
"330";"JJ9_CA1_d2_TT5_03.t";"Day 2";"Across";1,281936293
"331";"JJ9_CA1_d2_TT5_04.t";"Day 2";"Across";0,408529697
"332";"JJ9_CA1_d2_TT5_05.t";"Day 2";"Across";1,081781721
"333";"JJ9_CA1_d2_TT5_06.t";"Day 2";"Across";0,318180372
"334";"JJ9_CA1_d2_TT5_07.t";"Day 2";"Across";0,125026447
"335";"JJ9_CA1_d3_TT2_02.t";"Day 3";"Across";0,122041027
"336";"JJ9_CA1_d3_TT2_03.t";"Day 3";"Across";0,176937311
"337";"JJ9_CA1_d3_TT5_01.t";"Day 3";"Across";0,227353377
"338";"JJ9_CA1_d3_TT5_02.t";"Day 3";"Across";0,9626878
"339";"JJ9_CA1_d3_TT5_03.t";"Day 3";"Across";3,272724799
"340";"JJ9_CA1_d3_TT5_04.t";"Day 3";"Across";0,500541847
"341";"K1_CA1_d1_TT1_1.t";"Day 1";"Across";0,061773943
"342";"K1_CA1_d1_TT2_1.t";"Day 1";"Across";0,085739794
"343";"K1_CA1_d1_TT2_2.t";"Day 1";"Across";0,26748345
"344";"K1_CA1_d1_TT2_3.t";"Day 1";"Across";0,074663438
"345";"K1_CA1_d1_TT3_1.t";"Day 1";"Across";0,130124864
"346";"K1_CA1_d1_TT3_2.t";"Day 1";"Across";0,28749769
"347";"K1_CA1_d1_TT3_4.t";"Day 1";"Across";0,049226428
"348";"K1_CA1_d2_TT1_1.t";"Day 2";"Across";0,106332299
"349";"K1_CA1_d2_TT1_2.t";"Day 2";"Across";0,129843053
"350";"K1_CA1_d2_TT1_3.t";"Day 2";"Across";0,068520236
"351";"K1_CA1_d2_TT2_1.t";"Day 2";"Across";0,117463398
"352";"K1_CA1_d2_TT2_2.t";"Day 2";"Across";0,20738475
"353";"K1_CA1_d2_TT2_6.t";"Day 2";"Across";0,044431823
"354";"K1_CA1_d2_TT2_7.t";"Day 2";"Across";0,049725798
"355";"K1_CA1_d2_TT2_8.t";"Day 2";"Across";0,022947922
"356";"K1_CA1_d2_TT3_1.t";"Day 2";"Across";0,142259319
"357";"K1_CA1_d2_TT3_2.t";"Day 2";"Across";0,060590024
"358";"K1_CA1_d2_TT3_3.t";"Day 2";"Across";0,231835812
"359";"K1_CA1_d2_TT3_4.t";"Day 2";"Across";0,251014009
"360";"K1_CA1_d2_TT3_6.t";"Day 2";"Across";0,19839667
"361";"K1_CA1_d2_TT3_7.t";"Day 2";"Across";0,184829564
"362";"K1_CA1_d4_TT2_1.t";"Day 3";"Across";0,167366873
"363";"K1_CA1_d4_TT2_5.t";"Day 3";"Across";0,088643303
