animalName;sessionName;animalSessionCellName;avgWithinCorrelation;avgAcrossCorrelation;bestAlignedCorrelation;groupId;groupLabel;isCalciumData
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_246.t;0,416086574;0,382184915;0,244880416;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_248.t;0,356236431;0,509028356;0,652737862;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_25.t;0,448993075;0,415768989;0,449083581;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_250.t;0,52167379;0,563982776;0,703531253;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_251.t;0,367806558;0,475958099;0,613414452;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_252.t;0,346872436;0,185728666;0,134279157;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_255.t;0,083291102;0,193653718;0,123049641;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_256.t;0,718721768;0,365494561;0,366512185;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_258.t;0,29739829;0,41000916;0,620015541;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_259.t;0,323464516;0,608707377;0,789718714;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_26.t;0,300977788;0,206181426;0,205756717;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_261.t;0,189404875;0,638658439;0,935324941;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_262.t;0,566681846;0,699819644;0,819171713;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_268.t;0,397932073;0,304726551;0,253522346;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_27.t;0,415767318;0,612452813;0,699311304;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_271.t;0,673475223;0,541312671;0,612561632;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_272.t;0,342494699;0,234656275;0,295538382;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_273.t;0,736212671;0,654828162;0,647398423;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_274.t;0,147156484;0,425267419;0,584174024;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_275.t;0,558955282;0,6686296;0,791197465;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_276.t;0,506782169;0,624255417;0,736368765;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_277.t;0,430778437;0,717284889;0,850429268;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_278.t;0,573450851;0,517120391;0,581560955;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_279.t;0,585044627;0,603132401;0,611558801;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_28.t;0,259342595;0,532303628;0,708244504;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_282.t;0,202838863;0,482541295;0,617983643;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_284.t;0,231044386;0,250002217;0,168017842;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_285.t;0,220587998;0,254907675;0,313156779;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_286.t;0,232183541;0,224946901;0,327918979;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_287.t;0,168400192;0,296247683;0,428434005;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_288.t;0,116110064;0,394522295;0,627474722;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_29.t;0,735971065;0,728913341;0,7179391;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_290.t;0,244013521;0,345634932;0,484555233;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_291.t;0,638226522;0,509121315;0,55470687;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_294.t;0,529992626;0,767780292;0,928613879;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_295.t;0,568238603;0,710727746;0,849145628;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_296.t;0,096286078;0,225877416;0,25556464;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_297.t;0,697277416;0,70654931;0,769908485;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_298.t;0,431987922;0,391200372;0,502150603;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_299.t;0,69028103;0,682465822;0,734184474;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_3.t;0,305566221;0,49954472;0,34969995;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_30.t;0,33120572;0,617062174;0,841687453;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_304.t;0,337916991;0,233244709;0,156486563;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_305.t;0,874692627;0,595537324;0,61521518;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_306.t;-0,02786768;0,384167289;0,509142296;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_308.t;0,177448591;0,47558779;0,737443811;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_31.t;0,5832604;0,471381336;0,545853414;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_310.t;0,402137561;0,073469855;0,043788284;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_312.t;0,284661713;0,537216384;0,567007863;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_313.t;0,49629701;0,521752785;0,597613532;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_314.t;0,424107604;0,392771739;0,264599699;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_315.t;0,639752492;0,798534815;0,891795854;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_316.t;0,52211676;0,335571966;0,423889101;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_317.t;0,251229186;0,333551493;0,370872948;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_319.t;0,476819682;0,280326371;0,219295445;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_32.t;0,17168012;0,322336668;0,505312237;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_326.t;-0,071735225;0,557569491;0,879814385;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_327.t;0,155656159;0,357079922;0,39615689;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_328.t;0,64408025;0,604149296;0,678722784;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_33.t;0,457764102;0,387949732;0,223237681;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_331.t;0,625071348;0,708370324;0,73563243;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_332.t;0,562464464;0,724888928;0,85495258;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_334.t;0,324894029;0,576748233;0,594471388;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_34.t;0,411963682;0,342164065;0,393898198;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_340.t;-0,079787666;0,191352544;0,431014091;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_343.t;0,337654959;0,421989426;0,53544986;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_349.t;0,377107331;0,357223144;0,396477513;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_355.t;0,266228869;0,436864432;0,601977413;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_356.t;0,074168602;0,269970743;0,447125439;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_357.t;-0,007959068;0,024730321;0,038136212;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_358.t;0,346078812;0,579155412;0,374002153;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_36.t;0,202649366;0,542698161;0,762146061;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_361.t;0,44112834;0,559009068;0,670732965;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_363.t;0,207015297;0,287598861;0,410513707;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_367.t;0,223054897;0,268509858;0,159515299;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_369.t;0,071017511;0,285429155;0,683435622;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_37.t;0,383151571;0,587959249;0,717674106;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_370.t;0,378121275;0,543658023;0,589492601;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_371.t;0,249272707;0,305749763;0,350698135;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_372.t;0,151391797;0,375494357;0,505178485;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_375.t;0,166764327;0,349602553;0,5048395;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_381.t;0,016438939;0,143952567;0,275951246;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_382.t;0,207233664;0,539306515;0,791402419;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_39.t;0,199160481;0,483228889;0,620196344;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_392.t;0,200229137;0,258039562;0,206011497;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_395.t;0,38045248;0,288851221;0,401889054;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_4.t;0,654543776;0,596224562;0,659163015;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_40.t;0,387871343;0,046492288;-0,00376416;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_41.t;0,378796426;0,594316733;0,666118667;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_44.t;0,221507054;0,383425411;0,580351092;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_45.t;0,285708199;0,593152003;0,790891952;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_46.t;0,020917066;0,327592456;0,676914307;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_48.t;0,239259266;0,429019981;0,326910931;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_49.t;0,682999191;0,11181156;0,109100243;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_5.t;0,36057945;0,458707291;0,464941035;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_50.t;0,154775763;0,237582077;0,050645779;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_51.t;0,594536168;0,694443771;0,816340008;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_52.t;0,681482579;0,693766784;0,786992979;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_53.t;0,610031399;0,554572847;0,61596699;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_56.t;0,698482599;0,593725703;0,594119321;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_57.t;0,590237177;0,526856624;0,548474717;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_58.t;-0,086479999;0,165833938;0,251251412;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_59.t;0,205370311;0,510823098;0,568105655;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_6.t;0,160483604;0,527274365;0,561201205;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_60.t;0,101542551;0,135607053;0,141720836;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_61.t;0,562517257;0,414423093;0,440019686;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_62.t;0,60261142;0,456554826;0,436440868;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_63.t;0,468704427;0,35423337;0,439512735;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_65.t;0,364962052;0,29342463;0,196641816;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_66.t;0,558477492;0,417813801;0,489328232;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_68.t;0,281631554;0,520047355;0,638891667;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_7.t;0,426787641;0,353322759;0,381346764;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_70.t;0,514653359;0,561821815;0,638173214;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_71.t;0,450647896;0,586327291;0,72778602;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_74.t;0,539631718;0,602870379;0,689491971;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_75.t;0,300161923;0,108603496;0,040109095;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_76.t;0,458454456;0,547107737;0,477499148;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_77.t;0,538076054;0,617031905;0,687208299;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_78.t;0,48716897;0,471908514;0,517230955;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_79.t;0,514448224;0,451450524;0,542965479;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_8.t;0,587675173;0,427874863;0,47912461;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_80.t;0,614889154;0,611935888;0,656459978;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_81.t;0,220267016;0,393208692;0,33376829;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_82.t;0,683558531;0,685348383;0,759461592;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_83.t;0,32583712;0,497259581;0,671904192;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_85.t;0,524279097;0,396442443;0,404502734;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_86.t;0,574110762;0,575068672;0,629652066;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_87.t;0,271997795;0,361630091;0,310965921;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_9.t;0,531228092;0,724563679;0,854076726;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_91.t;0,48994213;0,489958883;0,592192282;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_92.t;0,531038353;0,402978505;0,463396366;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_93.t;0,378209008;0,694398656;0,880079093;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_94.t;0,429705839;0,602466703;0,725992505;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_96.t;0,453374883;0,58318716;0,526274802;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_97.t;0,438588319;0,583070938;0,656178373;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_98.t;0,552252461;0,45479182;0,590387948;1;Day 1;VERDADERO
CMG154_CA1;s1;CMG154_CA1_s1_CMG154_CA1_s1_99.t;0,632743402;0,511243218;0,521386387;1;Day 1;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_10.t;0,468282231;0,076143052;0,011787202;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_100.t;0,536404361;0,590915576;0,779081334;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_101.t;0,434195706;0,419693922;0,553747441;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_102.t;0,49668255;0,515895158;0,671225704;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_103.t;0,375882608;0,489646639;0,802628551;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_104.t;0,63162806;0,643717206;0,847408745;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_105.t;0,669505713;0,684414397;0,868673098;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_106.t;0,488498773;0,567576346;0,871648988;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_107.t;0,66152236;0,336503568;0,220350699;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_109.t;0,542269315;0,414485851;0,512338538;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_11.t;0,754207546;0,749916774;0,921023956;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_110.t;0,393889721;0,485407723;0,563457283;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_111.t;0,367569533;0,391227743;0,605622829;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_112.t;0,776647135;0,721558311;0,822784224;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_115.t;0,549720757;0,508863383;0,585224144;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_116.t;0,645949267;0,6540425;0,858267683;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_117.t;0,326239415;0,44000249;0,793592966;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_119.t;0,77542258;0,595438548;0,682137459;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_12.t;0,378521666;0,339732178;0,326643457;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_120.t;0,693963187;0,696726187;0,876499791;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_121.t;0,324191881;0,270869444;0,207836163;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_122.t;0,33604891;0,409934937;0,40890175;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_123.t;0,475826768;0,532751691;0,712616923;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_126.t;0,451029003;0,453086181;0,58558819;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_127.t;0,405551347;0,449166417;0,636804113;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_128.t;0,346726188;0,399901098;0,685465989;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_129.t;0,343644245;0,398682893;0,714576523;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_131.t;0,437469127;0,494257914;0,810944697;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_132.t;0,459061074;0,504815367;0,620673114;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_134.t;0,730564569;0,684686927;0,794486817;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_135.t;0,290478429;0,371755181;0,575443601;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_136.t;0,168673339;0,309128748;0,612325984;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_138.t;0,611872764;0,562887441;0,678165386;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_139.t;0,428283848;0,398687307;0,522031662;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_14.t;0,711068193;0,482697533;0,562364182;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_140.t;0,32804886;0,501162789;0,672119335;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_141.t;0,626956614;0,570294196;0,643537908;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_143.t;0,393846363;0,459827863;0,800420357;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_144.t;0,442828146;0,216545868;0,310325477;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_145.t;0,247368232;0,333543343;0,688306551;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_148.t;0,461985773;0,523471373;0,718022378;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_15.t;0,547450185;0,587622318;0,552438296;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_150.t;0,472793563;0,441963494;0,482682417;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_152.t;0,711753158;0,753668868;0,941810796;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_153.t;0,596992065;0,597760354;0,826826911;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_154.t;0,766966585;0,809208603;0,953614022;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_155.t;0,419762529;0,535648021;0,877836947;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_156.t;0,66583023;0,697465139;0,906015556;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_158.t;0,676734029;0,637087591;0,766144145;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_159.t;0,491044344;0,427525826;0,492664587;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_16.t;0,693853669;0,734308737;0,848915265;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_161.t;0,394155505;0,313709893;0,470958479;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_162.t;0,372942187;0,412767201;0,732823185;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_165.t;0,256645386;0,37389556;0,388623058;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_167.t;0,680783228;0,716600939;0,885003188;2;Day 2;VERDADERO
CMG154_CA1;s2;CMG154_CA1_s2_CMG154_CA1_s2_168.t;0,443748693;0,092781975;-0,010392012;2;Day 2;VERDADERO
