"";"CellType";"Day";"Corr"
"734";"FI";"Day 2";0,845190058
"735";"FI";"Day 2";0,849153444
"736";"FI";"Day 2";0,850594931
"737";"FI";"Day 2";0,846139857
"738";"FI";"Day 2";0,8338165
"739";"FI";"Day 2";0,813863673
"740";"FI";"Day 2";0,788233821
"741";"FI";"Day 2";0,758816709
"742";"FI";"Day 2";0,726653963
"743";"FI";"Day 2";0,689505756
"744";"FI";"Day 2";0,647546164
"745";"FI";"Day 2";0,649002847
"746";"FI";"Day 2";0,693222262
"747";"FI";"Day 2";0,730737634
"748";"FI";"Day 2";0,762553781
"749";"FI";"Day 2";0,788822002
"750";"FI";"Day 2";0,809705592
"751";"FI";"Day 2";0,826143178
"752";"FI";"Day 2";0,839355465
"753";"FI";"Day 2";0,849510206
"754";"FI";"Day 2";0,85431212
"755";"FI";"Day 2";0,852792334
"756";"FI";"Day 2";0,846388135
"757";"FI";"Day 2";0,839069721
"758";"FI";"Day 2";0,83567687
"759";"FI";"Day 2";0,837092284
"760";"FI";"Day 2";0,8427181
"761";"FI";"Day 2";0,84950652
"762";"FI";"Day 2";0,85551837
"763";"FI";"Day 2";0,859599699
"764";"FI";"Day 2";0,862546228
"765";"FI";"Day 2";0,865493697
"766";"FI";"Day 2";0,870600074
"767";"FI";"Day 2";0,874272786
"768";"FI";"Day 2";0,872448931
"769";"FI";"Day 2";0,862463585
"770";"FI";"Day 2";0,843680699
"771";"FI";"Day 2";0,817946749
"772";"FI";"Day 2";0,787899719
"773";"FI";"Day 2";0,755730909
"774";"FI";"Day 2";0,720435336
"775";"FI";"Day 2";0,682062486
"776";"FI";"Day 2";0,691806796
"777";"FI";"Day 2";0,737309308
"778";"FI";"Day 2";0,775031361
"779";"FI";"Day 2";0,80603431
"780";"FI";"Day 2";0,830673748
"781";"FI";"Day 2";0,849250881
"782";"FI";"Day 2";0,862492414
"783";"FI";"Day 2";0,871489839
"784";"FI";"Day 2";0,876712425
"785";"FI";"Day 2";0,877143778
"786";"FI";"Day 2";0,873090953
"787";"FI";"Day 2";0,866154414
"788";"FI";"Day 2";0,859298807
"789";"FI";"Day 2";0,856138108
"790";"FI";"Day 2";0,857311273
"791";"FI";"Day 2";0,86216387
"792";"FI";"Day 2";0,867554935
"793";"FI";"Day 2";0,871656117
"794";"FI";"Day 2";0,873907698
"795";"FI";"Day 2";0,875475949
"796";"FI";"Day 2";0,87798221
"797";"FI";"Day 2";0,883542499
"798";"FI";"Day 2";0,889006681
"799";"FI";"Day 2";0,889953166
"800";"FI";"Day 2";0,883058276
"801";"FI";"Day 2";0,866702981
"802";"FI";"Day 2";0,842104327
"803";"FI";"Day 2";0,812087056
"804";"FI";"Day 2";0,779666255
"805";"FI";"Day 2";0,745216629
"806";"FI";"Day 2";0,709188861
"807";"FI";"Day 2";0,718343317
"808";"FI";"Day 2";0,764019732
"809";"FI";"Day 2";0,801731712
"810";"FI";"Day 2";0,832411715
"811";"FI";"Day 2";0,856565031
"812";"FI";"Day 2";0,874403965
"813";"FI";"Day 2";0,886251833
"814";"FI";"Day 2";0,892871089
"815";"FI";"Day 2";0,894823146
"816";"FI";"Day 2";0,892085666
"817";"FI";"Day 2";0,886167856
"818";"FI";"Day 2";0,879085603
"819";"FI";"Day 2";0,873174691
"820";"FI";"Day 2";0,870837165
"821";"FI";"Day 2";0,872329381
"822";"FI";"Day 2";0,876641417
"823";"FI";"Day 2";0,880557858
"824";"FI";"Day 2";0,882463343
"825";"FI";"Day 2";0,882391985
"826";"FI";"Day 2";0,88195019
"827";"FI";"Day 2";0,883323474
"828";"FI";"Day 2";0,888676359
"829";"FI";"Day 2";0,895294535
"830";"FI";"Day 2";0,898820749
"831";"FI";"Day 2";0,895470156
"832";"FI";"Day 2";0,882764266
"833";"FI";"Day 2";0,860987729
"834";"FI";"Day 2";0,832497333
"835";"FI";"Day 2";0,800502786
"836";"FI";"Day 2";0,766523912
"837";"FI";"Day 2";0,73146232
"838";"FI";"Day 2";0,7313413
"839";"FI";"Day 2";0,776120388
"840";"FI";"Day 2";0,813480488
"841";"FI";"Day 2";0,843944855
"842";"FI";"Day 2";0,868183395
"843";"FI";"Day 2";0,886220239
"844";"FI";"Day 2";0,897997677
"845";"FI";"Day 2";0,903926564
"846";"FI";"Day 2";0,904568342
"847";"FI";"Day 2";0,900469996
"848";"FI";"Day 2";0,893989038
"849";"FI";"Day 2";0,887516444
"850";"FI";"Day 2";0,882894968
"851";"FI";"Day 2";0,88140837
"852";"FI";"Day 2";0,882999345
"853";"FI";"Day 2";0,886381687
"854";"FI";"Day 2";0,888547476
"855";"FI";"Day 2";0,88827681
"856";"FI";"Day 2";0,886051763
"857";"FI";"Day 2";0,883661111
"858";"FI";"Day 2";0,883622964
"859";"FI";"Day 2";0,888214804
"860";"FI";"Day 2";0,895156864
"861";"FI";"Day 2";0,900491237
"862";"FI";"Day 2";0,900234942
"863";"FI";"Day 2";0,891322804
"864";"FI";"Day 2";0,873047966
"865";"FI";"Day 2";0,846911369
"866";"FI";"Day 2";0,81566038
"867";"FI";"Day 2";0,78135221
"868";"FI";"Day 2";0,74520807
"869";"FI";"Day 2";0,736763644
"870";"FI";"Day 2";0,780113668
"871";"FI";"Day 2";0,816903243
"872";"FI";"Day 2";0,847076223
"873";"FI";"Day 2";0,871414053
"874";"FI";"Day 2";0,889847833
"875";"FI";"Day 2";0,902088315
"876";"FI";"Day 2";0,908325837
"877";"FI";"Day 2";0,90907791
"878";"FI";"Day 2";0,905068232
"879";"FI";"Day 2";0,899020057
"880";"FI";"Day 2";0,89353227
"881";"FI";"Day 2";0,890051971
"882";"FI";"Day 2";0,888967891
"883";"FI";"Day 2";0,890085072
"884";"FI";"Day 2";0,892122956
"885";"FI";"Day 2";0,892602415
"886";"FI";"Day 2";0,890801124
"887";"FI";"Day 2";0,887393427
"888";"FI";"Day 2";0,883936897
"889";"FI";"Day 2";0,882939437
"890";"FI";"Day 2";0,886745238
"891";"FI";"Day 2";0,893450797
"892";"FI";"Day 2";0,899669848
"893";"FI";"Day 2";0,901497247
"894";"FI";"Day 2";0,89561477
"895";"FI";"Day 2";0,880485493
"896";"FI";"Day 2";0,856546353
"897";"FI";"Day 2";0,825574423
"898";"FI";"Day 2";0,789471929
"899";"FI";"Day 2";0,74958459
"900";"FI";"Day 2";0,740355908
"901";"FI";"Day 2";0,78312697
"902";"FI";"Day 2";0,820197212
"903";"FI";"Day 2";0,85076117
"904";"FI";"Day 2";0,875400781
"905";"FI";"Day 2";0,893890086
"906";"FI";"Day 2";0,905928578
"907";"FI";"Day 2";0,911880247
"908";"FI";"Day 2";0,912580406
"909";"FI";"Day 2";0,908925052
"910";"FI";"Day 2";0,90356742
"911";"FI";"Day 2";0,89892716
"912";"FI";"Day 2";0,895992225
"913";"FI";"Day 2";0,894551993
"914";"FI";"Day 2";0,894530871
"915";"FI";"Day 2";0,894983816
"916";"FI";"Day 2";0,894197601
"917";"FI";"Day 2";0,8919316
"918";"FI";"Day 2";0,88881746
"919";"FI";"Day 2";0,885895813
"920";"FI";"Day 2";0,885239278
"921";"FI";"Day 2";0,888933729
"922";"FI";"Day 2";0,895202738
"923";"FI";"Day 2";0,901097582
"924";"FI";"Day 2";0,90308231
"925";"FI";"Day 2";0,898081961
"926";"FI";"Day 2";0,884214221
"927";"FI";"Day 2";0,861018186
"928";"FI";"Day 2";0,829107081
"929";"FI";"Day 2";0,789744894
"930";"FI";"Day 2";0,744253782
"931";"FI";"Day 2";0,749625562
"932";"FI";"Day 2";0,792063901
"933";"FI";"Day 2";0,829291672
"934";"FI";"Day 2";0,85992272
"935";"FI";"Day 2";0,88406354
"936";"FI";"Day 2";0,9013846
"937";"FI";"Day 2";0,911814022
"938";"FI";"Day 2";0,916325522
"939";"FI";"Day 2";0,916345409
"940";"FI";"Day 2";0,912928087
"941";"FI";"Day 2";0,908248004
"942";"FI";"Day 2";0,904107718
"943";"FI";"Day 2";0,901000646
"944";"FI";"Day 2";0,898519255
"945";"FI";"Day 2";0,896782265
"946";"FI";"Day 2";0,895397888
"947";"FI";"Day 2";0,893600729
"948";"FI";"Day 2";0,891616358
"949";"FI";"Day 2";0,890112132
"950";"FI";"Day 2";0,889421283
"951";"FI";"Day 2";0,890759709
"952";"FI";"Day 2";0,895394708
"953";"FI";"Day 2";0,901343241
"954";"FI";"Day 2";0,905853012
"955";"FI";"Day 2";0,906057518
"956";"FI";"Day 2";0,899624204
"957";"FI";"Day 2";0,884953981
"958";"FI";"Day 2";0,861079621
"959";"FI";"Day 2";0,827542423
"960";"FI";"Day 2";0,784858311
"961";"FI";"Day 2";0,73406513
"962";"FI";"Day 2";0,763102928
"963";"FI";"Day 2";0,804997733
"964";"FI";"Day 2";0,841741385
"965";"FI";"Day 2";0,871697161
"966";"FI";"Day 2";0,894430134
"967";"FI";"Day 2";0,909560382
"968";"FI";"Day 2";0,917462723
"969";"FI";"Day 2";0,919882578
"970";"FI";"Day 2";0,918875686
"971";"FI";"Day 2";0,915610905
"972";"FI";"Day 2";0,911622451
"973";"FI";"Day 2";0,907990261
"974";"FI";"Day 2";0,904763067
"975";"FI";"Day 2";0,901445145
"976";"FI";"Day 2";0,898054882
"977";"FI";"Day 2";0,894779144
"978";"FI";"Day 2";0,891973536
"979";"FI";"Day 2";0,890478994
"980";"FI";"Day 2";0,891230791
"981";"FI";"Day 2";0,893741084
"982";"FI";"Day 2";0,898088726
"983";"FI";"Day 2";0,904180592
"984";"FI";"Day 2";0,909545596
"985";"FI";"Day 2";0,911574511
"986";"FI";"Day 2";0,908415357
"987";"FI";"Day 2";0,898964477
"988";"FI";"Day 2";0,882533484
"989";"FI";"Day 2";0,858072899
"990";"FI";"Day 2";0,824304398
"991";"FI";"Day 2";0,780925593
"992";"FI";"Day 2";0,728192283
"993";"FI";"Day 2";0,778195085
"994";"FI";"Day 2";0,818706067
"995";"FI";"Day 2";0,853708057
"996";"FI";"Day 2";0,881744185
"997";"FI";"Day 2";0,902104912
"998";"FI";"Day 2";0,914541688
"999";"FI";"Day 2";0,919923539
"1000";"FI";"Day 2";0,920594163
"1001";"FI";"Day 2";0,918906287
"1002";"FI";"Day 2";0,916021345
"1003";"FI";"Day 2";0,912915825
"1004";"FI";"Day 2";0,910108693
"1005";"FI";"Day 2";0,907310697
"1006";"FI";"Day 2";0,903837425
"1007";"FI";"Day 2";0,899238802
"1008";"FI";"Day 2";0,894154387
"1009";"FI";"Day 2";0,890181252
"1010";"FI";"Day 2";0,888961204
"1011";"FI";"Day 2";0,891922891
"1012";"FI";"Day 2";0,897700938
"1013";"FI";"Day 2";0,905211449
"1014";"FI";"Day 2";0,912659998
"1015";"FI";"Day 2";0,916974059
"1016";"FI";"Day 2";0,915764338
"1017";"FI";"Day 2";0,908473142
"1018";"FI";"Day 2";0,895457889
"1019";"FI";"Day 2";0,877282094
"1020";"FI";"Day 2";0,853088031
"1021";"FI";"Day 2";0,821064708
"1022";"FI";"Day 2";0,780213938
"1023";"FI";"Day 2";0,729666035
"1024";"FI";"Day 2";0,787830113
"1025";"FI";"Day 2";0,826436247
"1026";"FI";"Day 2";0,858886239
"1027";"FI";"Day 2";0,884235789
"1028";"FI";"Day 2";0,901984071
"1029";"FI";"Day 2";0,912267592
"1030";"FI";"Day 2";0,916352022
"1031";"FI";"Day 2";0,916692416
"1032";"FI";"Day 2";0,915319811
"1033";"FI";"Day 2";0,91313154
"1034";"FI";"Day 2";0,910798342
"1035";"FI";"Day 2";0,908828827
"1036";"FI";"Day 2";0,906904371
"1037";"FI";"Day 2";0,904109281
"1038";"FI";"Day 2";0,899121669
"1039";"FI";"Day 2";0,892862944
"1040";"FI";"Day 2";0,887941513
"1041";"FI";"Day 2";0,886831767
"1042";"FI";"Day 2";0,89159826
"1043";"FI";"Day 2";0,900148654
"1044";"FI";"Day 2";0,910361818
"1045";"FI";"Day 2";0,918702385
"1046";"FI";"Day 2";0,921444437
"1047";"FI";"Day 2";0,916671133
"1048";"FI";"Day 2";0,905299545
"1049";"FI";"Day 2";0,889148603
"1050";"FI";"Day 2";0,870051695
"1051";"FI";"Day 2";0,847410883
"1052";"FI";"Day 2";0,819163107
"1053";"FI";"Day 2";0,783648099
"1054";"FI";"Day 2";0,73877699
"1055";"FI";"Day 2";0,788842855
"1056";"FI";"Day 2";0,82617287
"1057";"FI";"Day 2";0,856433563
"1058";"FI";"Day 2";0,879344167
"1059";"FI";"Day 2";0,894973059
"1060";"FI";"Day 2";0,904036629
"1061";"FI";"Day 2";0,908124421
"1062";"FI";"Day 2";0,90938606
"1063";"FI";"Day 2";0,90911728
"1064";"FI";"Day 2";0,907744024
"1065";"FI";"Day 2";0,905975374
"1066";"FI";"Day 2";0,904765711
"1067";"FI";"Day 2";0,903954404
"1068";"FI";"Day 2";0,902332315
"1069";"FI";"Day 2";0,897586974
"1070";"FI";"Day 2";0,890818021
"1071";"FI";"Day 2";0,885238182
"1072";"FI";"Day 2";0,88406457
"1073";"FI";"Day 2";0,889876949
"1074";"FI";"Day 2";0,900159432
"1075";"FI";"Day 2";0,912078959
"1076";"FI";"Day 2";0,920663564
"1077";"FI";"Day 2";0,921688947
"1078";"FI";"Day 2";0,913866596
"1079";"FI";"Day 2";0,899453581
"1080";"FI";"Day 2";0,881373474
"1081";"FI";"Day 2";0,862322051
"1082";"FI";"Day 2";0,841869411
"1083";"FI";"Day 2";0,817886881
"1084";"FI";"Day 2";0,788232343
"1085";"FI";"Day 2";0,74981557
"1086";"FI";"Day 2";0,781265834
"1087";"FI";"Day 2";0,818545913
"1088";"FI";"Day 2";0,84761814
"1089";"FI";"Day 2";0,868910716
"1090";"FI";"Day 2";0,883099474
"1091";"FI";"Day 2";0,89162391
"1092";"FI";"Day 2";0,896364507
"1093";"FI";"Day 2";0,899060781
"1094";"FI";"Day 2";0,900121786
"1095";"FI";"Day 2";0,899429297
"1096";"FI";"Day 2";0,897928179
"1097";"FI";"Day 2";0,89718907
"1098";"FI";"Day 2";0,897226673
"1099";"FI";"Day 2";0,89675789
"1100";"FI";"Day 2";0,892617442
"1101";"FI";"Day 2";0,886102537
"1102";"FI";"Day 2";0,880444343
"1103";"FI";"Day 2";0,879155527
"1104";"FI";"Day 2";0,885103239
"1105";"FI";"Day 2";0,895715872
"1106";"FI";"Day 2";0,907964872
"1107";"FI";"Day 2";0,916230781
"1108";"FI";"Day 2";0,916114012
"1109";"FI";"Day 2";0,906894957
"1110";"FI";"Day 2";0,891611288
"1111";"FI";"Day 2";0,87360374
"1112";"FI";"Day 2";0,855771252
"1113";"FI";"Day 2";0,837677265
"1114";"FI";"Day 2";0,817171576
"1115";"FI";"Day 2";0,791880225
"1116";"FI";"Day 2";0,757953571
"1117";"FI";"Day 2";0,767647256
"1118";"FI";"Day 2";0,805923872
"1119";"FI";"Day 2";0,834837497
"1120";"FI";"Day 2";0,855395883
"1121";"FI";"Day 2";0,868649735
"1122";"FI";"Day 2";0,876764168
"1123";"FI";"Day 2";0,881910067
"1124";"FI";"Day 2";0,88558648
"1125";"FI";"Day 2";0,887494955
"1126";"FI";"Day 2";0,887141173
"1127";"FI";"Day 2";0,885802278
"1128";"FI";"Day 2";0,885517367
"1129";"FI";"Day 2";0,886237481
"1130";"FI";"Day 2";0,886756321
"1131";"FI";"Day 2";0,883228565
"1132";"FI";"Day 2";0,877214971
"1133";"FI";"Day 2";0,871504336
"1134";"FI";"Day 2";0,869633833
"1135";"FI";"Day 2";0,874665819
"1136";"FI";"Day 2";0,884433853
"1137";"FI";"Day 2";0,896211721
"1138";"FI";"Day 2";0,90445154
"1139";"FI";"Day 2";0,904588704
"1140";"FI";"Day 2";0,896120273
"1141";"FI";"Day 2";0,88225109
"1142";"FI";"Day 2";0,866183779
"1143";"FI";"Day 2";0,850453211
"1144";"FI";"Day 2";0,834402937
"1145";"FI";"Day 2";0,815696275
"1146";"FI";"Day 2";0,791806888
"1147";"FI";"Day 2";0,75864738
"1148";"FI";"Day 2";0,75078093
"1149";"FI";"Day 2";0,790274853
"1150";"FI";"Day 2";0,819441647
"1151";"FI";"Day 2";0,839782144
"1152";"FI";"Day 2";0,852327696
"1153";"FI";"Day 2";0,859810283
"1154";"FI";"Day 2";0,864690209
"1155";"FI";"Day 2";0,868462891
"1156";"FI";"Day 2";0,870411037
"1157";"FI";"Day 2";0,869941988
"1158";"FI";"Day 2";0,868754527
"1159";"FI";"Day 2";0,869080928
"1160";"FI";"Day 2";0,87040187
"1161";"FI";"Day 2";0,871686517
"1162";"FI";"Day 2";0,868570647
"1163";"FI";"Day 2";0,862852471
"1164";"FI";"Day 2";0,856717523
"1165";"FI";"Day 2";0,853515094
"1166";"FI";"Day 2";0,856532722
"1167";"FI";"Day 2";0,864303921
"1168";"FI";"Day 2";0,874792514
"1169";"FI";"Day 2";0,88327385
"1170";"FI";"Day 2";0,885079328
"1171";"FI";"Day 2";0,879619422
"1172";"FI";"Day 2";0,869525049
"1173";"FI";"Day 2";0,857128617
"1174";"FI";"Day 2";0,843912649
"1175";"FI";"Day 2";0,828668277
"1176";"FI";"Day 2";0,808718419
"1177";"FI";"Day 2";0,781724165
"1178";"FI";"Day 2";0,744008499
"1179";"FI";"Day 2";0,731231725
"1180";"FI";"Day 2";0,771600055
"1181";"FI";"Day 2";0,801102821
"1182";"FI";"Day 2";0,821601897
"1183";"FI";"Day 2";0,833694582
"1184";"FI";"Day 2";0,840355406
"1185";"FI";"Day 2";0,844272191
"1186";"FI";"Day 2";0,847175704
"1187";"FI";"Day 2";0,848214256
"1188";"FI";"Day 2";0,847046061
"1189";"FI";"Day 2";0,845828367
"1190";"FI";"Day 2";0,846870289
"1191";"FI";"Day 2";0,848877408
"1192";"FI";"Day 2";0,850875095
"1193";"FI";"Day 2";0,84805559
"1194";"FI";"Day 2";0,842374562
"1195";"FI";"Day 2";0,835500431
"1196";"FI";"Day 2";0,830584443
"1197";"FI";"Day 2";0,831240075
"1198";"FI";"Day 2";0,83671454
"1199";"FI";"Day 2";0,845674055
"1200";"FI";"Day 2";0,854617712
"1201";"FI";"Day 2";0,858769218
"1202";"FI";"Day 2";0,857444927
"1203";"FI";"Day 2";0,852271804
"1204";"FI";"Day 2";0,844090142
"1205";"FI";"Day 2";0,832658825
"1206";"FI";"Day 2";0,815869913
"1207";"FI";"Day 2";0,790777816
"1208";"FI";"Day 2";0,75601994
"1209";"FI";"Day 2";0,709495006
"1210";"FI";"Day 2";0,709856331
"1211";"FI";"Day 2";0,750004406
"1212";"FI";"Day 2";0,779146803
"1213";"FI";"Day 2";0,799449471
"1214";"FI";"Day 2";0,810941642
"1215";"FI";"Day 2";0,816487025
"1216";"FI";"Day 2";0,818912199
"1217";"FI";"Day 2";0,820363488
"1218";"FI";"Day 2";0,819984856
"1219";"FI";"Day 2";0,817865484
"1220";"FI";"Day 2";0,816507484
"1221";"FI";"Day 2";0,818278356
"1222";"FI";"Day 2";0,821019078
"1223";"FI";"Day 2";0,823797463
"1224";"FI";"Day 2";0,821379511
"1225";"FI";"Day 2";0,815699703
"1226";"FI";"Day 2";0,807969862
"1227";"FI";"Day 2";0,801213684
"1228";"FI";"Day 2";0,79945638
"1229";"FI";"Day 2";0,802595703
"1230";"FI";"Day 2";0,80988273
"1231";"FI";"Day 2";0,819226686
"1232";"FI";"Day 2";0,8257744
"1233";"FI";"Day 2";0,828900474
"1234";"FI";"Day 2";0,828918881
"1235";"FI";"Day 2";0,824520091
"1236";"FI";"Day 2";0,813109472
"1237";"FI";"Day 2";0,791596843
"1238";"FI";"Day 2";0,75756948
"1239";"FI";"Day 2";0,712004717
"1240";"FI";"Day 2";0,655578701
"1241";"FI";"Day 2";0,686782048
"1242";"FI";"Day 2";0,725749808
"1243";"FI";"Day 2";0,75376604
"1244";"FI";"Day 2";0,773264527
"1245";"FI";"Day 2";0,783726073
"1246";"FI";"Day 2";0,787680772
"1247";"FI";"Day 2";0,788115975
"1248";"FI";"Day 2";0,78774402
"1249";"FI";"Day 2";0,785735474
"1250";"FI";"Day 2";0,782628456
"1251";"FI";"Day 2";0,781042065
"1252";"FI";"Day 2";0,783501075
"1253";"FI";"Day 2";0,787130494
"1254";"FI";"Day 2";0,791041251
"1255";"FI";"Day 2";0,789504974
"1256";"FI";"Day 2";0,784106458
"1257";"FI";"Day 2";0,775617012
"1258";"FI";"Day 2";0,767003958
"1259";"FI";"Day 2";0,762772108
"1260";"FI";"Day 2";0,76340779
"1261";"FI";"Day 2";0,76864726
"1262";"FI";"Day 2";0,777987692
"1263";"FI";"Day 2";0,78647748
"1264";"FI";"Day 2";0,793683601
"1265";"FI";"Day 2";0,798308035
"1266";"FI";"Day 2";0,796153838
"1267";"FI";"Day 2";0,781989122
"1268";"FI";"Day 2";0,752386211
"1269";"FI";"Day 2";0,707095426
"1270";"FI";"Day 2";0,650720055
"1271";"FI";"Day 2";0,586830845
"1272";"FI";"Day 2";0,661087652
"1273";"FI";"Day 2";0,698038504
"1274";"FI";"Day 2";0,724275568
"1275";"FI";"Day 2";0,742342663
"1276";"FI";"Day 2";0,75139517
"1277";"FI";"Day 2";0,753511107
"1278";"FI";"Day 2";0,751779847
"1279";"FI";"Day 2";0,749398356
"1280";"FI";"Day 2";0,745472631
"1281";"FI";"Day 2";0,740998137
"1282";"FI";"Day 2";0,7386367
"1283";"FI";"Day 2";0,741430201
"1284";"FI";"Day 2";0,746221649
"1285";"FI";"Day 2";0,752155105
"1286";"FI";"Day 2";0,752798654
"1287";"FI";"Day 2";0,748778249
"1288";"FI";"Day 2";0,740370703
"1289";"FI";"Day 2";0,730588413
"1290";"FI";"Day 2";0,724597216
"1291";"FI";"Day 2";0,723388832
"1292";"FI";"Day 2";0,726980285
"1293";"FI";"Day 2";0,736119752
"1294";"FI";"Day 2";0,745573032
"1295";"FI";"Day 2";0,755143938
"1296";"FI";"Day 2";0,761896066
"1297";"FI";"Day 2";0,758573488
"1298";"FI";"Day 2";0,738037879
"1299";"FI";"Day 2";0,698176662
"1300";"FI";"Day 2";0,642394873
"1301";"FI";"Day 2";0,578792149
"1302";"FI";"Day 2";0,5125318
"1303";"FI";"Day 3";0,514029034
"1304";"FI";"Day 3";0,57092063
"1305";"FI";"Day 3";0,621200948
"1306";"FI";"Day 3";0,661793326
"1307";"FI";"Day 3";0,694494109
"1308";"FI";"Day 3";0,721346822
"1309";"FI";"Day 3";0,74439572
"1310";"FI";"Day 3";0,763504844
"1311";"FI";"Day 3";0,776106736
"1312";"FI";"Day 3";0,779478713
"1313";"FI";"Day 3";0,774301592
"1314";"FI";"Day 3";0,767259481
"1315";"FI";"Day 3";0,762180453
"1316";"FI";"Day 3";0,762206302
"1317";"FI";"Day 3";0,766007658
"1318";"FI";"Day 3";0,769440475
"1319";"FI";"Day 3";0,767354837
"1320";"FI";"Day 3";0,757483544
"1321";"FI";"Day 3";0,742219303
"1322";"FI";"Day 3";0,726541134
"1323";"FI";"Day 3";0,714654752
"1324";"FI";"Day 3";0,708854295
"1325";"FI";"Day 3";0,707553618
"1326";"FI";"Day 3";0,709699662
"1327";"FI";"Day 3";0,712281508
"1328";"FI";"Day 3";0,713183346
"1329";"FI";"Day 3";0,711603127
"1330";"FI";"Day 3";0,706059671
"1331";"FI";"Day 3";0,692883157
"1332";"FI";"Day 3";0,671302418
"1333";"FI";"Day 3";0,640660432
"1334";"FI";"Day 3";0,552302734
"1335";"FI";"Day 3";0,60807305
"1336";"FI";"Day 3";0,656676343
"1337";"FI";"Day 3";0,695723062
"1338";"FI";"Day 3";0,726349387
"1339";"FI";"Day 3";0,751230734
"1340";"FI";"Day 3";0,772817927
"1341";"FI";"Day 3";0,791880161
"1342";"FI";"Day 3";0,806534674
"1343";"FI";"Day 3";0,813784053
"1344";"FI";"Day 3";0,812837207
"1345";"FI";"Day 3";0,808486438
"1346";"FI";"Day 3";0,803791936
"1347";"FI";"Day 3";0,801763674
"1348";"FI";"Day 3";0,802206394
"1349";"FI";"Day 3";0,802341985
"1350";"FI";"Day 3";0,799096453
"1351";"FI";"Day 3";0,791332518
"1352";"FI";"Day 3";0,781203663
"1353";"FI";"Day 3";0,77207908
"1354";"FI";"Day 3";0,764998213
"1355";"FI";"Day 3";0,760609591
"1356";"FI";"Day 3";0,757395039
"1357";"FI";"Day 3";0,755497213
"1358";"FI";"Day 3";0,753518953
"1359";"FI";"Day 3";0,750531176
"1360";"FI";"Day 3";0,745978
"1361";"FI";"Day 3";0,738535754
"1362";"FI";"Day 3";0,724526256
"1363";"FI";"Day 3";0,702888848
"1364";"FI";"Day 3";0,673116
"1365";"FI";"Day 3";0,589209728
"1366";"FI";"Day 3";0,643229935
"1367";"FI";"Day 3";0,689276232
"1368";"FI";"Day 3";0,72571277
"1369";"FI";"Day 3";0,753212835
"1370";"FI";"Day 3";0,77499426
"1371";"FI";"Day 3";0,794015802
"1372";"FI";"Day 3";0,811899139
"1373";"FI";"Day 3";0,827533442
"1374";"FI";"Day 3";0,837968936
"1375";"FI";"Day 3";0,841227098
"1376";"FI";"Day 3";0,840168727
"1377";"FI";"Day 3";0,836832129
"1378";"FI";"Day 3";0,833933233
"1379";"FI";"Day 3";0,832406434
"1380";"FI";"Day 3";0,830450223
"1381";"FI";"Day 3";0,826909478
"1382";"FI";"Day 3";0,821433705
"1383";"FI";"Day 3";0,815820424
"1384";"FI";"Day 3";0,812055922
"1385";"FI";"Day 3";0,80889329
"1386";"FI";"Day 3";0,805662878
"1387";"FI";"Day 3";0,800912449
"1388";"FI";"Day 3";0,795699737
"1389";"FI";"Day 3";0,789994753
"1390";"FI";"Day 3";0,783782852
"1391";"FI";"Day 3";0,776582151
"1392";"FI";"Day 3";0,767206584
"1393";"FI";"Day 3";0,75215145
"1394";"FI";"Day 3";0,730202232
"1395";"FI";"Day 3";0,701218084
"1396";"FI";"Day 3";0,62431985
"1397";"FI";"Day 3";0,676262371
"1398";"FI";"Day 3";0,719504423
"1399";"FI";"Day 3";0,752969388
"1400";"FI";"Day 3";0,777036428
"1401";"FI";"Day 3";0,795520411
"1402";"FI";"Day 3";0,811780606
"1403";"FI";"Day 3";0,828169177
"1404";"FI";"Day 3";0,844261693
"1405";"FI";"Day 3";0,85724918
"1406";"FI";"Day 3";0,864119831
"1407";"FI";"Day 3";0,865847158
"1408";"FI";"Day 3";0,863546303
"1409";"FI";"Day 3";0,859920547
"1410";"FI";"Day 3";0,85706625
"1411";"FI";"Day 3";0,854038911
"1412";"FI";"Day 3";0,851123395
"1413";"FI";"Day 3";0,848198789
"1414";"FI";"Day 3";0,84646033
"1415";"FI";"Day 3";0,846608172
"1416";"FI";"Day 3";0,846022069
"1417";"FI";"Day 3";0,843341389
"1418";"FI";"Day 3";0,837367378
"1419";"FI";"Day 3";0,829739161
"1420";"FI";"Day 3";0,821415582
"1421";"FI";"Day 3";0,812872764
"1422";"FI";"Day 3";0,803587544
"1423";"FI";"Day 3";0,792468009
"1424";"FI";"Day 3";0,776341617
"1425";"FI";"Day 3";0,75398472
"1426";"FI";"Day 3";0,7256091
"1427";"FI";"Day 3";0,659009788
"1428";"FI";"Day 3";0,708391116
"1429";"FI";"Day 3";0,748399008
"1430";"FI";"Day 3";0,778265564
"1431";"FI";"Day 3";0,798447118
"1432";"FI";"Day 3";0,813207663
"1433";"FI";"Day 3";0,82622426
"1434";"FI";"Day 3";0,840378183
"1435";"FI";"Day 3";0,855838537
"1436";"FI";"Day 3";0,870029099
"1437";"FI";"Day 3";0,879239698
"1438";"FI";"Day 3";0,882904583
"1439";"FI";"Day 3";0,881461909
"1440";"FI";"Day 3";0,877860483
"1441";"FI";"Day 3";0,874945404
"1442";"FI";"Day 3";0,872367808
"1443";"FI";"Day 3";0,871122843
"1444";"FI";"Day 3";0,87081834
"1445";"FI";"Day 3";0,872048539
