"";"CellType";"Day";"Corr"
"2145";"FS";"Day 1";0,718751754
"2146";"FS";"Day 1";0,73238284
"2147";"FS";"Day 1";0,736912525
"2148";"FS";"Day 1";0,739527495
"2149";"FS";"Day 1";0,74108863
"2150";"FS";"Day 1";0,729543549
"2151";"FS";"Day 1";0,703029306
"2152";"FS";"Day 1";0,665770197
"2153";"FS";"Day 1";0,633884799
"2154";"FS";"Day 1";0,624117981
"2155";"FS";"Day 1";0,621219768
"2156";"FS";"Day 1";0,612571162
"2157";"FS";"Day 1";0,600622746
"2158";"FS";"Day 1";0,612472371
"2159";"FS";"Day 1";0,625208618
"2160";"FS";"Day 1";0,654809311
"2161";"FS";"Day 1";0,691020735
"2162";"FS";"Day 1";0,722325828
"2163";"FS";"Day 1";0,737050907
"2164";"FS";"Day 1";0,735264827
"2165";"FS";"Day 1";0,719661353
"2166";"FS";"Day 1";0,694391488
"2167";"FS";"Day 1";0,664921575
"2168";"FS";"Day 1";0,629044167
"2169";"FS";"Day 1";0,590062586
"2170";"FS";"Day 1";0,548811064
"2171";"FS";"Day 1";0,515082488
"2172";"FS";"Day 1";0,568693145
"2173";"FS";"Day 1";0,621824758
"2174";"FS";"Day 1";0,671367036
"2175";"FS";"Day 1";0,712360146
"2176";"FS";"Day 1";0,738075462
"2177";"FS";"Day 1";0,748715925
"2178";"FS";"Day 1";0,748843057
"2179";"FS";"Day 1";0,745919102
"2180";"FS";"Day 1";0,740745558
"2181";"FS";"Day 1";0,722493926
"2182";"FS";"Day 1";0,6969063
"2183";"FS";"Day 1";0,668297301
"2184";"FS";"Day 1";0,646951556
"2185";"FS";"Day 1";0,64204026
"2186";"FS";"Day 1";0,639831452
"2187";"FS";"Day 1";0,63155763
"2188";"FS";"Day 1";0,621544245
"2189";"FS";"Day 1";0,624098036
"2190";"FS";"Day 1";0,630425433
"2191";"FS";"Day 1";0,651087362
"2192";"FS";"Day 1";0,677854368
"2193";"FS";"Day 1";0,704299413
"2194";"FS";"Day 1";0,719473275
"2195";"FS";"Day 1";0,722898216
"2196";"FS";"Day 1";0,713987572
"2197";"FS";"Day 1";0,693813667
"2198";"FS";"Day 1";0,666975187
"2199";"FS";"Day 1";0,630297604
"2200";"FS";"Day 1";0,586904773
"2201";"FS";"Day 1";0,538468143
"2202";"FS";"Day 1";0,527527553
"2203";"FS";"Day 1";0,583282093
"2204";"FS";"Day 1";0,640182891
"2205";"FS";"Day 1";0,691587492
"2206";"FS";"Day 1";0,732332585
"2207";"FS";"Day 1";0,754685995
"2208";"FS";"Day 1";0,758703781
"2209";"FS";"Day 1";0,749506868
"2210";"FS";"Day 1";0,736222953
"2211";"FS";"Day 1";0,72139745
"2212";"FS";"Day 1";0,697563673
"2213";"FS";"Day 1";0,673401032
"2214";"FS";"Day 1";0,651133925
"2215";"FS";"Day 1";0,638946334
"2216";"FS";"Day 1";0,641711916
"2217";"FS";"Day 1";0,646244637
"2218";"FS";"Day 1";0,645530474
"2219";"FS";"Day 1";0,641345908
"2220";"FS";"Day 1";0,64103853
"2221";"FS";"Day 1";0,644424185
"2222";"FS";"Day 1";0,658745672
"2223";"FS";"Day 1";0,677471139
"2224";"FS";"Day 1";0,698766625
"2225";"FS";"Day 1";0,712456588
"2226";"FS";"Day 1";0,717887394
"2227";"FS";"Day 1";0,712162356
"2228";"FS";"Day 1";0,694003928
"2229";"FS";"Day 1";0,66710957
"2230";"FS";"Day 1";0,62778573
"2231";"FS";"Day 1";0,579043636
"2232";"FS";"Day 1";0,523913228
"2233";"FS";"Day 1";0,542130674
"2234";"FS";"Day 1";0,59927104
"2235";"FS";"Day 1";0,658782621
"2236";"FS";"Day 1";0,711209952
"2237";"FS";"Day 1";0,750794204
"2238";"FS";"Day 1";0,768828704
"2239";"FS";"Day 1";0,764543695
"2240";"FS";"Day 1";0,743865855
"2241";"FS";"Day 1";0,718073895
"2242";"FS";"Day 1";0,692298866
"2243";"FS";"Day 1";0,663549149
"2244";"FS";"Day 1";0,640768562
"2245";"FS";"Day 1";0,623616269
"2246";"FS";"Day 1";0,619771132
"2247";"FS";"Day 1";0,632380042
"2248";"FS";"Day 1";0,648294637
"2249";"FS";"Day 1";0,660964734
"2250";"FS";"Day 1";0,66607325
"2251";"FS";"Day 1";0,667816772
"2252";"FS";"Day 1";0,670246955
"2253";"FS";"Day 1";0,679278334
"2254";"FS";"Day 1";0,690470898
"2255";"FS";"Day 1";0,705507773
"2256";"FS";"Day 1";0,714974164
"2257";"FS";"Day 1";0,718024467
"2258";"FS";"Day 1";0,710539814
"2259";"FS";"Day 1";0,690411714
"2260";"FS";"Day 1";0,660963626
"2261";"FS";"Day 1";0,619078418
"2262";"FS";"Day 1";0,567496419
"2263";"FS";"Day 1";0,51007909
"2264";"FS";"Day 1";0,544986777
"2265";"FS";"Day 1";0,602582949
"2266";"FS";"Day 1";0,663974251
"2267";"FS";"Day 1";0,718592892
"2268";"FS";"Day 1";0,760916574
"2269";"FS";"Day 1";0,780544875
"2270";"FS";"Day 1";0,773929075
"2271";"FS";"Day 1";0,74595752
"2272";"FS";"Day 1";0,709542095
"2273";"FS";"Day 1";0,673188799
"2274";"FS";"Day 1";0,639075337
"2275";"FS";"Day 1";0,615760996
"2276";"FS";"Day 1";0,600791571
"2277";"FS";"Day 1";0,60195738
"2278";"FS";"Day 1";0,623050866
"2279";"FS";"Day 1";0,651354479
"2280";"FS";"Day 1";0,680170013
"2281";"FS";"Day 1";0,696873235
"2282";"FS";"Day 1";0,703535717
"2283";"FS";"Day 1";0,706426101
"2284";"FS";"Day 1";0,71122752
"2285";"FS";"Day 1";0,716146409
"2286";"FS";"Day 1";0,724172767
"2287";"FS";"Day 1";0,726567987
"2288";"FS";"Day 1";0,722294898
"2289";"FS";"Day 1";0,707865432
"2290";"FS";"Day 1";0,682492581
"2291";"FS";"Day 1";0,649762667
"2292";"FS";"Day 1";0,607665057
"2293";"FS";"Day 1";0,55809512
"2294";"FS";"Day 1";0,504288967
"2295";"FS";"Day 1";0,534480506
"2296";"FS";"Day 1";0,587971016
"2297";"FS";"Day 1";0,646279831
"2298";"FS";"Day 1";0,701146294
"2299";"FS";"Day 1";0,748125233
"2300";"FS";"Day 1";0,775753811
"2301";"FS";"Day 1";0,775684688
"2302";"FS";"Day 1";0,748410281
"2303";"FS";"Day 1";0,707323277
"2304";"FS";"Day 1";0,665181426
"2305";"FS";"Day 1";0,629362819
"2306";"FS";"Day 1";0,608275439
"2307";"FS";"Day 1";0,597049922
"2308";"FS";"Day 1";0,602675093
"2309";"FS";"Day 1";0,630140996
"2310";"FS";"Day 1";0,66849397
"2311";"FS";"Day 1";0,710272504
"2312";"FS";"Day 1";0,734693529
"2313";"FS";"Day 1";0,741031887
"2314";"FS";"Day 1";0,738450597
"2315";"FS";"Day 1";0,73519933
"2316";"FS";"Day 1";0,73346392
"2317";"FS";"Day 1";0,735967704
"2318";"FS";"Day 1";0,733086431
"2319";"FS";"Day 1";0,722202067
"2320";"FS";"Day 1";0,700823237
"2321";"FS";"Day 1";0,670386985
"2322";"FS";"Day 1";0,63490122
"2323";"FS";"Day 1";0,593675488
"2324";"FS";"Day 1";0,548037504
"2325";"FS";"Day 1";0,500010519
"2326";"FS";"Day 1";0,489096825
"2327";"FS";"Day 1";0,539515005
"2328";"FS";"Day 1";0,596591372
"2329";"FS";"Day 1";0,653953371
"2330";"FS";"Day 1";0,708246844
"2331";"FS";"Day 1";0,747233101
"2332";"FS";"Day 1";0,757902562
"2333";"FS";"Day 1";0,73559993
"2334";"FS";"Day 1";0,694001133
"2335";"FS";"Day 1";0,650903724
"2336";"FS";"Day 1";0,617621856
"2337";"FS";"Day 1";0,602881776
"2338";"FS";"Day 1";0,598366917
"2339";"FS";"Day 1";0,608370744
"2340";"FS";"Day 1";0,639251282
"2341";"FS";"Day 1";0,682659329
"2342";"FS";"Day 1";0,729932175
"2343";"FS";"Day 1";0,754564582
"2344";"FS";"Day 1";0,753994303
"2345";"FS";"Day 1";0,741381231
"2346";"FS";"Day 1";0,730201181
"2347";"FS";"Day 1";0,725709154
"2348";"FS";"Day 1";0,728656791
"2349";"FS";"Day 1";0,726360899
"2350";"FS";"Day 1";0,713637656
"2351";"FS";"Day 1";0,688602174
"2352";"FS";"Day 1";0,654836104
"2353";"FS";"Day 1";0,616818575
"2354";"FS";"Day 1";0,575269165
"2355";"FS";"Day 1";0,531673215
"2356";"FS";"Day 1";0,487395137
"2357";"FS";"Day 1";0,427031463
"2358";"FS";"Day 1";0,476102143
"2359";"FS";"Day 1";0,533849928
"2360";"FS";"Day 1";0,595377932
"2361";"FS";"Day 1";0,657138857
"2362";"FS";"Day 1";0,705782716
"2363";"FS";"Day 1";0,724533883
"2364";"FS";"Day 1";0,705455127
"2365";"FS";"Day 1";0,664137943
"2366";"FS";"Day 1";0,623113187
"2367";"FS";"Day 1";0,595278367
"2368";"FS";"Day 1";0,58969394
"2369";"FS";"Day 1";0,594545454
"2370";"FS";"Day 1";0,61049538
"2371";"FS";"Day 1";0,643944731
"2372";"FS";"Day 1";0,688993185
"2373";"FS";"Day 1";0,733402455
"2374";"FS";"Day 1";0,748302201
"2375";"FS";"Day 1";0,732576299
"2376";"FS";"Day 1";0,706751444
"2377";"FS";"Day 1";0,689653741
"2378";"FS";"Day 1";0,686866262
"2379";"FS";"Day 1";0,696818396
"2380";"FS";"Day 1";0,702471454
"2381";"FS";"Day 1";0,695266381
"2382";"FS";"Day 1";0,672325844
"2383";"FS";"Day 1";0,638177047
"2384";"FS";"Day 1";0,598132212
"2385";"FS";"Day 1";0,55432254
"2386";"FS";"Day 1";0,509364368
"2387";"FS";"Day 1";0,464289274
"2388";"FS";"Day 1";0,367946535
"2389";"FS";"Day 1";0,415622202
"2390";"FS";"Day 1";0,473926099
"2391";"FS";"Day 1";0,539034555
"2392";"FS";"Day 1";0,60699687
"2393";"FS";"Day 1";0,662859237
"2394";"FS";"Day 1";0,686691444
"2395";"FS";"Day 1";0,669093384
"2396";"FS";"Day 1";0,628288681
"2397";"FS";"Day 1";0,589504614
"2398";"FS";"Day 1";0,564780788
"2399";"FS";"Day 1";0,563514706
"2400";"FS";"Day 1";0,572827295
"2401";"FS";"Day 1";0,593424668
"2402";"FS";"Day 1";0,631234103
"2403";"FS";"Day 1";0,680474918
"2404";"FS";"Day 1";0,720224899
"2405";"FS";"Day 1";0,720093933
"2406";"FS";"Day 1";0,685439147
"2407";"FS";"Day 1";0,647096715
"2408";"FS";"Day 1";0,62724676
"2409";"FS";"Day 1";0,629239202
"2410";"FS";"Day 1";0,650321377
"2411";"FS";"Day 1";0,66868341
"2412";"FS";"Day 1";0,671982195
"2413";"FS";"Day 1";0,654786009
"2414";"FS";"Day 1";0,621368668
"2415";"FS";"Day 1";0,578694168
"2416";"FS";"Day 1";0,530610639
"2417";"FS";"Day 1";0,481522575
"2418";"FS";"Day 1";0,432775992
"2419";"FS";"Day 1";0,327140443
"2420";"FS";"Day 1";0,373181839
"2421";"FS";"Day 1";0,431180441
"2422";"FS";"Day 1";0,498425256
"2423";"FS";"Day 1";0,570619139
"2424";"FS";"Day 1";0,631445364
"2425";"FS";"Day 1";0,658498466
"2426";"FS";"Day 1";0,641845975
"2427";"FS";"Day 1";0,601488532
"2428";"FS";"Day 1";0,563021813
"2429";"FS";"Day 1";0,536096252
"2430";"FS";"Day 1";0,53069414
"2431";"FS";"Day 1";0,535637894
"2432";"FS";"Day 1";0,557687789
"2433";"FS";"Day 1";0,602234856
"2434";"FS";"Day 1";0,661106442
"2435";"FS";"Day 1";0,70081546
"2436";"FS";"Day 1";0,686901212
"2437";"FS";"Day 1";0,633655162
"2438";"FS";"Day 1";0,583575905
"2439";"FS";"Day 1";0,5606676
"2440";"FS";"Day 1";0,565973494
"2441";"FS";"Day 1";0,5968423
"2442";"FS";"Day 1";0,62727971
"2443";"FS";"Day 1";0,641680586
"2444";"FS";"Day 1";0,631372582
"2445";"FS";"Day 1";0,599515568
"2446";"FS";"Day 1";0,554988367
"2447";"FS";"Day 1";0,503305352
"2448";"FS";"Day 1";0,450665577
"2449";"FS";"Day 1";0,398920183
"2450";"FS";"Day 1";0,302253249
"2451";"FS";"Day 1";0,346338868
"2452";"FS";"Day 1";0,403146598
"2453";"FS";"Day 1";0,470679422
"2454";"FS";"Day 1";0,544757491
"2455";"FS";"Day 1";0,608784659
"2456";"FS";"Day 1";0,639001148
"2457";"FS";"Day 1";0,624660351
"2458";"FS";"Day 1";0,585085108
"2459";"FS";"Day 1";0,544093182
"2460";"FS";"Day 1";0,509178422
"2461";"FS";"Day 1";0,49264063
"2462";"FS";"Day 1";0,488126217
"2463";"FS";"Day 1";0,511241072
"2464";"FS";"Day 1";0,56456774
"2465";"FS";"Day 1";0,636939498
"2466";"FS";"Day 1";0,683103554
"2467";"FS";"Day 1";0,66112141
"2468";"FS";"Day 1";0,592422855
"2469";"FS";"Day 1";0,53134762
"2470";"FS";"Day 1";0,503638992
"2471";"FS";"Day 1";0,50909485
"2472";"FS";"Day 1";0,546132734
"2473";"FS";"Day 1";0,585277991
"2474";"FS";"Day 1";0,608552846
"2475";"FS";"Day 1";0,604046433
"2476";"FS";"Day 1";0,573307086
"2477";"FS";"Day 1";0,527202907
"2478";"FS";"Day 1";0,472991964
"2479";"FS";"Day 1";0,418432985
"2480";"FS";"Day 1";0,365739654
"2481";"FS";"Day 1";0,291709969
"2482";"FS";"Day 1";0,334095171
"2483";"FS";"Day 1";0,389201907
"2484";"FS";"Day 1";0,455580678
"2485";"FS";"Day 1";0,529297083
"2486";"FS";"Day 1";0,594396622
"2487";"FS";"Day 1";0,627021771
"2488";"FS";"Day 1";0,615362815
"2489";"FS";"Day 1";0,575678414
"2490";"FS";"Day 1";0,52843691
"2491";"FS";"Day 1";0,480786836
"2492";"FS";"Day 1";0,450532264
"2493";"FS";"Day 1";0,437664956
"2494";"FS";"Day 1";0,464143997
"2495";"FS";"Day 1";0,52685822
"2496";"FS";"Day 1";0,612446418
"2497";"FS";"Day 1";0,668312589
"2498";"FS";"Day 1";0,643496327
"2499";"FS";"Day 1";0,562872304
"2500";"FS";"Day 1";0,491499369
"2501";"FS";"Day 1";0,457434456
"2502";"FS";"Day 1";0,460123151
"2503";"FS";"Day 1";0,499356063
"2504";"FS";"Day 1";0,542821925
"2505";"FS";"Day 1";0,571337675
"2506";"FS";"Day 1";0,570666573
"2507";"FS";"Day 1";0,540902066
"2508";"FS";"Day 1";0,494478914
"2509";"FS";"Day 1";0,439927239
"2510";"FS";"Day 1";0,385946647
"2511";"FS";"Day 1";0,334617637
"2512";"FS";"Day 1";0,288550347
"2513";"FS";"Day 1";0,329353889
"2514";"FS";"Day 1";0,382214503
"2515";"FS";"Day 1";0,445865404
"2516";"FS";"Day 1";0,516610367
"2517";"FS";"Day 1";0,579939728
"2518";"FS";"Day 1";0,613364238
"2519";"FS";"Day 1";0,604142984
"2520";"FS";"Day 1";0,563459481
"2521";"FS";"Day 1";0,507563052
"2522";"FS";"Day 1";0,446264719
"2523";"FS";"Day 1";0,405183909
"2524";"FS";"Day 1";0,388428808
"2525";"FS";"Day 1";0,420233406
"2526";"FS";"Day 1";0,491504944
"2527";"FS";"Day 1";0,588331037
"2528";"FS";"Day 1";0,65527098
"2529";"FS";"Day 1";0,632061062
"2530";"FS";"Day 1";0,542768342
"2531";"FS";"Day 1";0,461900015
"2532";"FS";"Day 1";0,420659024
"2533";"FS";"Day 1";0,418724171
"2534";"FS";"Day 1";0,457330657
"2535";"FS";"Day 1";0,50208088
"2536";"FS";"Day 1";0,533500033
"2537";"FS";"Day 1";0,535944704
"2538";"FS";"Day 1";0,508142801
"2539";"FS";"Day 1";0,463227274
"2540";"FS";"Day 1";0,410478607
"2541";"FS";"Day 1";0,358864858
"2542";"FS";"Day 1";0,310129994
"2543";"FS";"Day 1";0,288017555
"2544";"FS";"Day 1";0,32755592
"2545";"FS";"Day 1";0,377912374
"2546";"FS";"Day 1";0,437937164
"2547";"FS";"Day 1";0,50376928
"2548";"FS";"Day 1";0,562623828
"2549";"FS";"Day 1";0,594341895
"2550";"FS";"Day 1";0,58580928
"2551";"FS";"Day 1";0,542373916
"2552";"FS";"Day 1";0,47666688
"2553";"FS";"Day 1";0,404813274
"2554";"FS";"Day 1";0,3591222
"2555";"FS";"Day 1";0,343680117
"2556";"FS";"Day 1";0,381897432
"2557";"FS";"Day 1";0,460450779
"2558";"FS";"Day 1";0,565763917
"2559";"FS";"Day 1";0,642693563
"2560";"FS";"Day 1";0,623313129
"2561";"FS";"Day 1";0,528020689
"2562";"FS";"Day 1";0,439088989
"2563";"FS";"Day 1";0,390975551
"2564";"FS";"Day 1";0,383560785
"2565";"FS";"Day 1";0,4191671
"2566";"FS";"Day 1";0,462434684
"2567";"FS";"Day 1";0,494556417
"2568";"FS";"Day 1";0,499347493
"2569";"FS";"Day 1";0,474230238
"2570";"FS";"Day 1";0,432108898
"2571";"FS";"Day 1";0,382548896
"2572";"FS";"Day 1";0,334459261
"2573";"FS";"Day 1";0,289051681
"2574";"FS";"Day 1";0,285171446
"2575";"FS";"Day 1";0,323865721
"2576";"FS";"Day 1";0,372125681
"2577";"FS";"Day 1";0,42862078
"2578";"FS";"Day 1";0,489063544
"2579";"FS";"Day 1";0,542118115
"2580";"FS";"Day 1";0,570342222
"2581";"FS";"Day 1";0,560969158
"2582";"FS";"Day 1";0,513991962
"2583";"FS";"Day 1";0,4400368
"2584";"FS";"Day 1";0,362524171
"2585";"FS";"Day 1";0,317038029
"2586";"FS";"Day 1";0,304850116
"2587";"FS";"Day 1";0,348093027
"2588";"FS";"Day 1";0,431114095
"2589";"FS";"Day 1";0,541382826
"2590";"FS";"Day 1";0,62561812
"2591";"FS";"Day 1";0,610005663
"2592";"FS";"Day 1";0,510725923
"2593";"FS";"Day 1";0,415777258
"2594";"FS";"Day 1";0,361831328
"2595";"FS";"Day 1";0,348841539
"2596";"FS";"Day 1";0,379832178
"2597";"FS";"Day 1";0,420189816
"2598";"FS";"Day 1";0,452773109
"2599";"FS";"Day 1";0,461287198
"2600";"FS";"Day 1";0,441122389
"2601";"FS";"Day 1";0,403816014
"2602";"FS";"Day 1";0,358849906
"2603";"FS";"Day 1";0,315029849
"2604";"FS";"Day 1";0,273214175
"2605";"FS";"Day 2";0,192819923
"2606";"FS";"Day 2";0,241843427
"2607";"FS";"Day 2";0,293474114
"2608";"FS";"Day 2";0,337619854
"2609";"FS";"Day 2";0,362643011
"2610";"FS";"Day 2";0,366865673
"2611";"FS";"Day 2";0,357291125
"2612";"FS";"Day 2";0,344925717
"2613";"FS";"Day 2";0,342153472
"2614";"FS";"Day 2";0,367982789
"2615";"FS";"Day 2";0,390405647
"2616";"FS";"Day 2";0,409541062
"2617";"FS";"Day 2";0,400493378
"2618";"FS";"Day 2";0,346449797
"2619";"FS";"Day 2";0,281402436
"2620";"FS";"Day 2";0,236052136
"2621";"FS";"Day 2";0,208993317
"2622";"FS";"Day 2";0,216294773
"2623";"FS";"Day 2";0,233516086
"2624";"FS";"Day 2";0,256899649
"2625";"FS";"Day 2";0,28712405
"2626";"FS";"Day 2";0,317581701
"2627";"FS";"Day 2";0,330134095
"2628";"FS";"Day 2";0,316112627
"2629";"FS";"Day 2";0,287033302
"2630";"FS";"Day 2";0,261208741
"2631";"FS";"Day 2";0,251294287
"2632";"FS";"Day 2";0,259589035
"2633";"FS";"Day 2";0,283910876
"2634";"FS";"Day 2";0,313322099
"2635";"FS";"Day 2";0,338973956
"2636";"FS";"Day 2";0,210355595
"2637";"FS";"Day 2";0,260117212
"2638";"FS";"Day 2";0,311753602
"2639";"FS";"Day 2";0,355896694
"2640";"FS";"Day 2";0,38254161
"2641";"FS";"Day 2";0,39028843
"2642";"FS";"Day 2";0,386112766
"2643";"FS";"Day 2";0,381152651
"2644";"FS";"Day 2";0,38818563
"2645";"FS";"Day 2";0,421402185
"2646";"FS";"Day 2";0,447695717
"2647";"FS";"Day 2";0,462626434
"2648";"FS";"Day 2";0,443077145
"2649";"FS";"Day 2";0,379538157
"2650";"FS";"Day 2";0,309495093
"2651";"FS";"Day 2";0,2626251
"2652";"FS";"Day 2";0,236693782
"2653";"FS";"Day 2";0,247345806
"2654";"FS";"Day 2";0,270049501
"2655";"FS";"Day 2";0,305114619
"2656";"FS";"Day 2";0,348585608
"2657";"FS";"Day 2";0,391898086
"2658";"FS";"Day 2";0,4130195
"2659";"FS";"Day 2";0,401382064
"2660";"FS";"Day 2";0,368424848
"2661";"FS";"Day 2";0,333682231
"2662";"FS";"Day 2";0,312449043
"2663";"FS";"Day 2";0,309046154
"2664";"FS";"Day 2";0,321538972
"2665";"FS";"Day 2";0,337546096
"2666";"FS";"Day 2";0,354792097
"2667";"FS";"Day 2";0,222070506
"2668";"FS";"Day 2";0,271597019
"2669";"FS";"Day 2";0,322737357
"2670";"FS";"Day 2";0,366968183
"2671";"FS";"Day 2";0,395496856
"2672";"FS";"Day 2";0,407163024
"2673";"FS";"Day 2";0,408810347
"2674";"FS";"Day 2";0,411997635
"2675";"FS";"Day 2";0,429992221
"2676";"FS";"Day 2";0,472468272
"2677";"FS";"Day 2";0,505413762
"2678";"FS";"Day 2";0,517779519
"2679";"FS";"Day 2";0,488042794
"2680";"FS";"Day 2";0,415872195
"2681";"FS";"Day 2";0,341649486
"2682";"FS";"Day 2";0,294101965
"2683";"FS";"Day 2";0,270068449
"2684";"FS";"Day 2";0,284589098
"2685";"FS";"Day 2";0,313066037
"2686";"FS";"Day 2";0,357338622
"2687";"FS";"Day 2";0,409095341
"2688";"FS";"Day 2";0,457072476
"2689";"FS";"Day 2";0,479189616
"2690";"FS";"Day 2";0,46816522
"2691";"FS";"Day 2";0,434804618
"2692";"FS";"Day 2";0,39668917
"2693";"FS";"Day 2";0,36809813
"2694";"FS";"Day 2";0,354603626
"2695";"FS";"Day 2";0,355195158
"2696";"FS";"Day 2";0,358845464
"2697";"FS";"Day 2";0,367171048
"2698";"FS";"Day 2";0,228738502
"2699";"FS";"Day 2";0,277304583
"2700";"FS";"Day 2";0,327472803
"2701";"FS";"Day 2";0,371538219
"2702";"FS";"Day 2";0,401704654
"2703";"FS";"Day 2";0,41684328
"2704";"FS";"Day 2";0,423411199
"2705";"FS";"Day 2";0,43335019
"2706";"FS";"Day 2";0,460683726
"2707";"FS";"Day 2";0,51231951
"2708";"FS";"Day 2";0,555339707
"2709";"FS";"Day 2";0,569862509
"2710";"FS";"Day 2";0,533133723
"2711";"FS";"Day 2";0,454114943
"2712";"FS";"Day 2";0,376243834
"2713";"FS";"Day 2";0,328181035
"2714";"FS";"Day 2";0,306221925
"2715";"FS";"Day 2";0,324190281
"2716";"FS";"Day 2";0,357442642
"2717";"FS";"Day 2";0,408747232
"2718";"FS";"Day 2";0,465166219
"2719";"FS";"Day 2";0,514306119
"2720";"FS";"Day 2";0,536568152
"2721";"FS";"Day 2";0,527685851
"2722";"FS";"Day 2";0,496070102
"2723";"FS";"Day 2";0,456586952
"2724";"FS";"Day 2";0,421838038
"2725";"FS";"Day 2";0,39853761
"2726";"FS";"Day 2";0,387052448
"2727";"FS";"Day 2";0,378558725
"2728";"FS";"Day 2";0,378443379
"2729";"FS";"Day 2";0,234833747
"2730";"FS";"Day 2";0,282725827
"2731";"FS";"Day 2";0,332754966
"2732";"FS";"Day 2";0,377952701
"2733";"FS";"Day 2";0,411330246
"2734";"FS";"Day 2";0,431600836
"2735";"FS";"Day 2";0,444191447
"2736";"FS";"Day 2";0,460577989
"2737";"FS";"Day 2";0,494486127
"2738";"FS";"Day 2";0,551227476
"2739";"FS";"Day 2";0,601324716
"2740";"FS";"Day 2";0,61854632
"2741";"FS";"Day 2";0,577879111
"2742";"FS";"Day 2";0,495595297
"2743";"FS";"Day 2";0,415901784
"2744";"FS";"Day 2";0,368065813
"2745";"FS";"Day 2";0,347794235
"2746";"FS";"Day 2";0,366689187
"2747";"FS";"Day 2";0,400039626
"2748";"FS";"Day 2";0,450964139
"2749";"FS";"Day 2";0,504427112
"2750";"FS";"Day 2";0,551325429
"2751";"FS";"Day 2";0,575976327
"2752";"FS";"Day 2";0,574031329
"2753";"FS";"Day 2";0,548774874
"2754";"FS";"Day 2";0,511612915
"2755";"FS";"Day 2";0,473550648
"2756";"FS";"Day 2";0,442574303
"2757";"FS";"Day 2";0,42071406
"2758";"FS";"Day 2";0,401979876
"2759";"FS";"Day 2";0,394575181
"2760";"FS";"Day 2";0,243857599
"2761";"FS";"Day 2";0,291298202
"2762";"FS";"Day 2";0,341515847
"2763";"FS";"Day 2";0,388528686
"2764";"FS";"Day 2";0,425871403
"2765";"FS";"Day 2";0,452083592
"2766";"FS";"Day 2";0,47112824
"2767";"FS";"Day 2";0,493337156
"2768";"FS";"Day 2";0,53095999
"2769";"FS";"Day 2";0,588081162
"2770";"FS";"Day 2";0,63984274
"2771";"FS";"Day 2";0,65860335
"2772";"FS";"Day 2";0,617807293
"2773";"FS";"Day 2";0,536953307
"2774";"FS";"Day 2";0,458203594
"2775";"FS";"Day 2";0,411036455
"2776";"FS";"Day 2";0,391410887
"2777";"FS";"Day 2";0,407060722
"2778";"FS";"Day 2";0,433562602
"2779";"FS";"Day 2";0,474716996
"2780";"FS";"Day 2";0,518626318
"2781";"FS";"Day 2";0,562232234
"2782";"FS";"Day 2";0,592700106
"2783";"FS";"Day 2";0,602737417
"2784";"FS";"Day 2";0,588844783
"2785";"FS";"Day 2";0,558165972
"2786";"FS";"Day 2";0,520259007
"2787";"FS";"Day 2";0,484486575
"2788";"FS";"Day 2";0,454687799
"2789";"FS";"Day 2";0,428190141
"2790";"FS";"Day 2";0,414597018
"2791";"FS";"Day 2";0,263672033
"2792";"FS";"Day 2";0,311101417
"2793";"FS";"Day 2";0,362026308
"2794";"FS";"Day 2";0,411475897
"2795";"FS";"Day 2";0,453322178
"2796";"FS";"Day 2";0,486024646
"2797";"FS";"Day 2";0,511781088
"2798";"FS";"Day 2";0,539131351
"2799";"FS";"Day 2";0,577636042
"2800";"FS";"Day 2";0,630212997
"2801";"FS";"Day 2";0,67647333
"2802";"FS";"Day 2";0,692926132
"2803";"FS";"Day 2";0,654543245
"2804";"FS";"Day 2";0,579948267
"2805";"FS";"Day 2";0,504914789
"2806";"FS";"Day 2";0,458048465
"2807";"FS";"Day 2";0,436677738
"2808";"FS";"Day 2";0,44336879
"2809";"FS";"Day 2";0,456070516
"2810";"FS";"Day 2";0,481621418
"2811";"FS";"Day 2";0,515426858
"2812";"FS";"Day 2";0,558112274
"2813";"FS";"Day 2";0,597556995
"2814";"FS";"Day 2";0,6228286
"2815";"FS";"Day 2";0,624186895
"2816";"FS";"Day 2";0,60385198
"2817";"FS";"Day 2";0,569646728
"2818";"FS";"Day 2";0,531881191
"2819";"FS";"Day 2";0,496220375
"2820";"FS";"Day 2";0,463171596
"2821";"FS";"Day 2";0,442754614
"2822";"FS";"Day 2";0,300207288
"2823";"FS";"Day 2";0,348395675
"2824";"FS";"Day 2";0,40061583
"2825";"FS";"Day 2";0,452848376
"2826";"FS";"Day 2";0,499202922
"2827";"FS";"Day 2";0,538169814
"2828";"FS";"Day 2";0,569988327
"2829";"FS";"Day 2";0,600684147
"2830";"FS";"Day 2";0,636317143
"2831";"FS";"Day 2";0,678917194
"2832";"FS";"Day 2";0,712663599
"2833";"FS";"Day 2";0,722453233
"2834";"FS";"Day 2";0,687006013
"2835";"FS";"Day 2";0,621163139
"2836";"FS";"Day 2";0,55123776
"2837";"FS";"Day 2";0,503364791
"2838";"FS";"Day 2";0,478419727
"2839";"FS";"Day 2";0,473978233
"2840";"FS";"Day 2";0,472869594
"2841";"FS";"Day 2";0,485299032
"2842";"FS";"Day 2";0,512359695
"2843";"FS";"Day 2";0,555157809
