"";"Subject";"Day";"Context";"Rate"
"90";"CMG159_recut_s8_TT4_2.t";"Day 3";"Within";38,88071097
"91";"CMG159_recut_s8_TT4_4.t";"Day 3";"Within";9,409632817
"92";"CMG159_recut_s8_TT4_5.t";"Day 3";"Within";17,99115034
"93";"CMG159_recut_s8_TT4_6.t";"Day 3";"Within";18,19658663
"94";"CMG159_recut_s8_TT4_8.t";"Day 3";"Within";16,04098961
"95";"CMG159_recut_s8_TT4_9.t";"Day 3";"Within";8,226082067
"96";"CMG159_recut_s8_TT6_1.t";"Day 3";"Within";29,96551344
"97";"CMG159_recut_s8_TT6_2.t";"Day 3";"Within";30,09466165
"98";"CMG159_recut_s8_TT6_3.t";"Day 3";"Within";35,47390152
"99";"CMG159_recut_s8_TT6_4.t";"Day 3";"Within";16,36340944
"100";"JJ9_CA1_d1_TT2_02.t";"Day 1";"Within";5,637355637
"101";"JJ9_CA1_d1_TT2_06.t";"Day 1";"Within";12,47486503
"102";"JJ9_CA1_d1_TT5_01.t";"Day 1";"Within";38,37499739
"103";"JJ9_CA1_d1_TT5_02.t";"Day 1";"Within";4,773407839
"104";"JJ9_CA1_d1_TT5_03.t";"Day 1";"Within";49,76716711
"105";"JJ9_CA1_d1_TT5_04.t";"Day 1";"Within";45,51312433
"106";"JJ9_CA1_d1_TT5_05.t";"Day 1";"Within";29,31630358
"107";"JJ9_CA1_d1_TT5_06.t";"Day 1";"Within";63,26234451
"108";"JJ9_CA1_d2_TT2_01.t";"Day 2";"Within";32,71105914
"109";"JJ9_CA1_d2_TT2_02.t";"Day 2";"Within";40,40328352
"110";"JJ9_CA1_d2_TT2_03.t";"Day 2";"Within";41,00342927
"111";"JJ9_CA1_d2_TT2_04.t";"Day 2";"Within";23,07128711
"112";"JJ9_CA1_d2_TT2_05.t";"Day 2";"Within";22,80280024
"113";"JJ9_CA1_d2_TT5_01.t";"Day 2";"Within";120,6117522
"114";"JJ9_CA1_d2_TT5_02.t";"Day 2";"Within";64,55219439
"115";"JJ9_CA1_d2_TT5_03.t";"Day 2";"Within";154,6013352
"116";"JJ9_CA1_d2_TT5_04.t";"Day 2";"Within";24,36283733
"117";"JJ9_CA1_d2_TT5_05.t";"Day 2";"Within";131,2103518
"118";"JJ9_CA1_d2_TT5_06.t";"Day 2";"Within";35,76272512
"119";"JJ9_CA1_d2_TT5_07.t";"Day 2";"Within";24,48639984
"120";"JJ9_CA1_d3_TT2_02.t";"Day 3";"Within";22,36899481
"121";"JJ9_CA1_d3_TT2_03.t";"Day 3";"Within";36,81803608
"122";"JJ9_CA1_d3_TT5_01.t";"Day 3";"Within";26,80046152
"123";"JJ9_CA1_d3_TT5_02.t";"Day 3";"Within";168,160777
"124";"JJ9_CA1_d3_TT5_03.t";"Day 3";"Within";92,41751704
"125";"JJ9_CA1_d3_TT5_04.t";"Day 3";"Within";28,39935561
"126";"K1_CA1_d1_TT1_1.t";"Day 1";"Within";22,54878822
"127";"K1_CA1_d1_TT2_1.t";"Day 1";"Within";16,84294042
"128";"K1_CA1_d1_TT2_2.t";"Day 1";"Within";61,95571582
"129";"K1_CA1_d1_TT2_3.t";"Day 1";"Within";19,16929468
"130";"K1_CA1_d1_TT3_1.t";"Day 1";"Within";14,30225213
"131";"K1_CA1_d1_TT3_2.t";"Day 1";"Within";53,02516734
"132";"K1_CA1_d1_TT3_4.t";"Day 1";"Within";15,77618776
"133";"K1_CA1_d2_TT1_1.t";"Day 2";"Within";15,46584011
"134";"K1_CA1_d2_TT1_2.t";"Day 2";"Within";15,63104353
"135";"K1_CA1_d2_TT1_3.t";"Day 2";"Within";8,677140875
"136";"K1_CA1_d2_TT2_1.t";"Day 2";"Within";15,48408158
"137";"K1_CA1_d2_TT2_2.t";"Day 2";"Within";19,68451643
"138";"K1_CA1_d2_TT2_6.t";"Day 2";"Within";17,90233111
"139";"K1_CA1_d2_TT2_7.t";"Day 2";"Within";15,64028308
"140";"K1_CA1_d2_TT2_8.t";"Day 2";"Within";5,15783272
"141";"K1_CA1_d2_TT3_1.t";"Day 2";"Within";23,28974046
"142";"K1_CA1_d2_TT3_2.t";"Day 2";"Within";12,72633479
"143";"K1_CA1_d2_TT3_3.t";"Day 2";"Within";34,87129027
"144";"K1_CA1_d2_TT3_4.t";"Day 2";"Within";26,27380518
"145";"K1_CA1_d2_TT3_6.t";"Day 2";"Within";33,69868059
"146";"K1_CA1_d2_TT3_7.t";"Day 2";"Within";27,16602645
"147";"K1_CA1_d4_TT2_1.t";"Day 3";"Within";27,13017587
"148";"K1_CA1_d4_TT2_5.t";"Day 3";"Within";15,7668806
"149";"K1_CA1_d4_TT4_2.t";"Day 3";"Within";4,535088077
"150";"MG1_d6_TT3_1.t";"Day 1";"Within";25,52192119
"151";"MG1_d6_TT3_10.t";"Day 1";"Within";17,72215614
"152";"MG1_d6_TT3_11.t";"Day 1";"Within";27,30584017
"153";"MG1_d6_TT3_13.t";"Day 1";"Within";14,31508898
"154";"MG1_d6_TT3_2.t";"Day 1";"Within";59,02567349
"155";"MG1_d6_TT3_3.t";"Day 1";"Within";47,06815896
"156";"MG1_d6_TT3_4.t";"Day 1";"Within";12,59363065
"157";"MG1_d6_TT3_5.t";"Day 1";"Within";74,59044893
"158";"MG1_d6_TT3_6.t";"Day 1";"Within";49,65173044
"159";"MG1_d6_TT3_7.t";"Day 1";"Within";29,94448062
"160";"MG1_d6_TT3_8.t";"Day 1";"Within";57,52137364
"161";"MG1_d6_TT3_9.t";"Day 1";"Within";47,76759324
"162";"MG1_d7_TT3_1.t";"Day 2";"Within";35,35650724
"163";"MG1_d7_TT3_11.t";"Day 2";"Within";51,45725662
"164";"MG1_d7_TT3_12.t";"Day 2";"Within";6,300310582
"165";"MG1_d7_TT3_13.t";"Day 2";"Within";28,83131536
"166";"MG1_d7_TT3_14.t";"Day 2";"Within";22,54636474
"167";"MG1_d7_TT3_15.t";"Day 2";"Within";42,50022367
"168";"MG1_d7_TT3_17.t";"Day 2";"Within";9,0034751
"169";"MG1_d7_TT3_3.t";"Day 2";"Within";31,75755706
"170";"MG1_d7_TT3_4.t";"Day 2";"Within";49,63285413
"171";"MG1_d7_TT3_6.t";"Day 2";"Within";24,05022046
"172";"MG1_d7_TT3_7.t";"Day 2";"Within";7,535125038
"173";"MG1_d7_TT3_8.t";"Day 2";"Within";41,86172663
"174";"MG1_d7_TT3_9.t";"Day 2";"Within";38,00251243
"175";"MG1_d7_TT4_1.t";"Day 2";"Within";25,43231282
"176";"MG1_d11_TT2_1.t";"Day 3";"Within";26,40186311
"177";"MG1_d11_TT2_2.t";"Day 3";"Within";23,34576653
"178";"MG1_d11_TT3_10.t";"Day 3";"Within";14,58945802
"179";"MG1_d11_TT3_11.t";"Day 3";"Within";30,32046989
"180";"MG1_d11_TT3_12.t";"Day 3";"Within";16,07039918
"181";"MG1_d11_TT3_13.t";"Day 3";"Within";7,559262722
"182";"MG1_d11_TT3_2.t";"Day 3";"Within";36,23746354
"183";"MG1_d11_TT3_4.t";"Day 3";"Within";27,04774063
"184";"MG1_d11_TT3_6.t";"Day 3";"Within";16,0101547
"185";"MG1_d11_TT3_7.t";"Day 3";"Within";13,56832795
"186";"MG1_d11_TT3_8.t";"Day 3";"Within";26,14659855
"187";"MG1_d11_TT3_9.t";"Day 3";"Within";31,57444609
"188";"AK74_CA1_d1_TT4_05.t";"Day 1";"Within";16,42645791
"189";"AK74_CA1_d2_TT4_01.t";"Day 2";"Within";23,82215793
"190";"AK74_CA1_d2_TT4_03.t";"Day 2";"Within";13,56634913
"191";"AK74_CA1_d2_TT4_04.t";"Day 2";"Within";24,69459314
"192";"CMG159_recut_s6_TT1_4.t";"Day 1";"Within";19,85046475
"193";"CMG159_recut_s6_TT2_1.t";"Day 1";"Within";31,6081615
"194";"CMG159_recut_s6_TT2_2.t";"Day 1";"Within";34,16029093
"195";"CMG159_recut_s6_TT4_1.t";"Day 1";"Within";18,54186963
"196";"CMG159_recut_s6_TT6_7.t";"Day 1";"Within";26,56489801
"197";"CMG159_recut_s7_TT1_1.t";"Day 2";"Within";74,67913985
"198";"CMG159_recut_s7_TT1_4.t";"Day 2";"Within";25,99522052
"199";"CMG159_recut_s7_TT2_5.t";"Day 2";"Within";19,46592995
"200";"CMG159_recut_s7_TT6_5.t";"Day 2";"Within";45,55637116
"201";"CMG159_recut_s8_TT1_1.t";"Day 3";"Within";6,912605641
"202";"CMG159_recut_s8_TT2_3.t";"Day 3";"Within";17,47212317
"203";"CMG159_recut_s8_TT2_6.t";"Day 3";"Within";22,46019724
"204";"CMG159_recut_s8_TT4_10.t";"Day 3";"Within";14,10647921
"205";"CMG159_recut_s8_TT4_3.t";"Day 3";"Within";24,19185488
"206";"CMG159_recut_s8_TT4_7.t";"Day 3";"Within";10,48234738
"207";"JJ9_CA1_d3_TT5_05.t";"Day 3";"Within";48,7267668
"208";"JJ9_CA1_d3_TT5_06.t";"Day 3";"Within";89,02265582
"209";"MG1_d6_TT3_12.t";"Day 1";"Within";21,19007129
"210";"MG1_d7_TT3_10.t";"Day 2";"Within";16,65112906
"211";"MG1_d7_TT3_2.t";"Day 2";"Within";29,19055093
"212";"MG1_d7_TT3_5.t";"Day 2";"Within";26,58942705
"213";"MG1_d11_TT3_1.t";"Day 3";"Within";25,74493252
"214";"MG1_d11_TT3_3.t";"Day 3";"Within";36,55614672
"215";"MG1_d11_TT3_5.t";"Day 3";"Within";17,82897878
"216";"AK42_CA1_d7_TT2_02.t";"Day 1";"Across";44,06285834
"217";"AK42_CA1_d7_TT2_03.t";"Day 1";"Across";9,614607552
"218";"AK42_CA1_d7_TT2_04.t";"Day 1";"Across";12,23882021
"219";"AK42_CA1_d7_TT2_05.t";"Day 1";"Across";29,07238764
"220";"AK42_CA1_d7_TT4_03.t";"Day 1";"Across";19,55348239
"221";"AK42_CA1_d7_TT4_04.t";"Day 1";"Across";20,46639711
"222";"AK42_CA1_d7_TT5_01.t";"Day 1";"Across";47,0831897
"223";"AK42_CA1_d7_TT5_02.t";"Day 1";"Across";52,8921514
"224";"AK42_CA1_d7_TT5_03.t";"Day 1";"Across";52,0784045
"225";"AK42_CA1_d7_TT5_04.t";"Day 1";"Across";78,89939713
"226";"AK42_CA1_d7_TT5_05.t";"Day 1";"Across";48,25483569
"227";"AK42_CA1_d8_TT2_03.t";"Day 2";"Across";11,68323752
"228";"AK42_CA1_d8_TT2_04.t";"Day 2";"Across";47,97374307
"229";"AK42_CA1_d8_TT2_05.t";"Day 2";"Across";41,68865722
"230";"AK42_CA1_d8_TT5_01.t";"Day 2";"Across";40,42955569
"231";"AK42_CA1_d8_TT5_02.t";"Day 2";"Across";50,47082768
"232";"AK42_CA1_d8_TT5_03.t";"Day 2";"Across";19,45433669
"233";"AK42_CA1_d8_TT5_04.t";"Day 2";"Across";22,49301261
"234";"AK42_CA1_d9_TT2_01.t";"Day 3";"Across";47,52109495
"235";"AK42_CA1_d9_TT2_02.t";"Day 3";"Across";66,50593414
"236";"AK42_CA1_d9_TT2_03.t";"Day 3";"Across";14,84717559
"237";"AK42_CA1_d9_TT4_01.t";"Day 3";"Across";70,65282482
"238";"AK42_CA1_d9_TT4_02.t";"Day 3";"Across";23,5201999
"239";"AK42_CA1_d9_TT4_05.t";"Day 3";"Across";28,43377458
"240";"AK42_CA1_d9_TT5_01.t";"Day 3";"Across";43,62631518
"241";"AK42_CA1_d9_TT5_02.t";"Day 3";"Across";20,68648444
"242";"AK42_CA1_d9_TT5_03.t";"Day 3";"Across";18,21321519
"243";"AK42_CA1_d9_TT5_04.t";"Day 3";"Across";38,41691489
"244";"AK42_CA1_d9_TT5_05.t";"Day 3";"Across";21,4101866
"245";"AK74_CA1_d1_TT4_02.t";"Day 1";"Across";11,84846685
"246";"AK74_CA1_d1_TT4_06.t";"Day 1";"Across";23,81966431
"247";"AK74_CA1_d2_TT4_02.t";"Day 2";"Across";54,09277885
"248";"AK74_CA1_d2_TT4_06.t";"Day 2";"Across";NA
"249";"AK74_CA1_d3_TT4_01.t";"Day 3";"Across";14,32441008
"250";"AK74_CA1_d3_TT4_02.t";"Day 3";"Across";34,87294644
"251";"AK74_CA1_d3_TT4_04.t";"Day 3";"Across";15,90289203
"252";"AK74_CA1_d3_TT4_07.t";"Day 3";"Across";25,14140195
"253";"AK74_CA1_d3_TT4_08.t";"Day 3";"Across";11,70420691
"254";"CMG159_recut_s6_TT1_1.t";"Day 1";"Across";15,94323229
"255";"CMG159_recut_s6_TT1_2.t";"Day 1";"Across";49,93168291
"256";"CMG159_recut_s6_TT1_5.t";"Day 1";"Across";13,81860018
"257";"CMG159_recut_s6_TT1_6.t";"Day 1";"Across";15,48605664
"258";"CMG159_recut_s6_TT1_7.t";"Day 1";"Across";14,64244374
"259";"CMG159_recut_s6_TT2_3.t";"Day 1";"Across";30,3577322
"260";"CMG159_recut_s6_TT2_4.t";"Day 1";"Across";37,65442642
"261";"CMG159_recut_s6_TT2_5.t";"Day 1";"Across";19,28416481
"262";"CMG159_recut_s6_TT2_6.t";"Day 1";"Across";28,29642373
"263";"CMG159_recut_s6_TT2_7.t";"Day 1";"Across";20,2033986
"264";"CMG159_recut_s6_TT2_8.t";"Day 1";"Across";21,27896257
"265";"CMG159_recut_s6_TT4_2.t";"Day 1";"Across";29,5172742
"266";"CMG159_recut_s6_TT4_3.t";"Day 1";"Across";36,60116204
"267";"CMG159_recut_s6_TT4_4.t";"Day 1";"Across";31,53703187
"268";"CMG159_recut_s6_TT4_5.t";"Day 1";"Across";17,906667
"269";"CMG159_recut_s6_TT4_6.t";"Day 1";"Across";22,15210838
"270";"CMG159_recut_s6_TT6_1.t";"Day 1";"Across";39,67334647
"271";"CMG159_recut_s6_TT6_2.t";"Day 1";"Across";67,68402645
"272";"CMG159_recut_s6_TT6_3.t";"Day 1";"Across";120,7121153
"273";"CMG159_recut_s6_TT6_4.t";"Day 1";"Across";32,59494114
"274";"CMG159_recut_s6_TT6_5.t";"Day 1";"Across";59,91005439
"275";"CMG159_recut_s6_TT6_6.t";"Day 1";"Across";8,815514236
"276";"CMG159_recut_s6_TT6_8.t";"Day 1";"Across";20,48840974
"277";"CMG159_recut_s7_TT1_2.t";"Day 2";"Across";NA
"278";"CMG159_recut_s7_TT1_3.t";"Day 2";"Across";NA
"279";"CMG159_recut_s7_TT1_5.t";"Day 2";"Across";NA
"280";"CMG159_recut_s7_TT1_6.t";"Day 2";"Across";NA
"281";"CMG159_recut_s7_TT2_1.t";"Day 2";"Across";NA
"282";"CMG159_recut_s7_TT2_10.t";"Day 2";"Across";NA
"283";"CMG159_recut_s7_TT2_2.t";"Day 2";"Across";NA
"284";"CMG159_recut_s7_TT2_4.t";"Day 2";"Across";NA
"285";"CMG159_recut_s7_TT2_7.t";"Day 2";"Across";NA
"286";"CMG159_recut_s7_TT2_9.t";"Day 2";"Across";NA
"287";"CMG159_recut_s7_TT3_1.t";"Day 2";"Across";NA
"288";"CMG159_recut_s7_TT3_3.t";"Day 2";"Across";NA
"289";"CMG159_recut_s7_TT4_1.t";"Day 2";"Across";NA
"290";"CMG159_recut_s7_TT4_2.t";"Day 2";"Across";NA
"291";"CMG159_recut_s7_TT6_1.t";"Day 2";"Across";NA
"292";"CMG159_recut_s7_TT6_3.t";"Day 2";"Across";NA
"293";"CMG159_recut_s7_TT6_4.t";"Day 2";"Across";NA
"294";"CMG159_recut_s8_TT1_2.t";"Day 3";"Across";25,24042313
"295";"CMG159_recut_s8_TT1_3.t";"Day 3";"Across";83,71918246
"296";"CMG159_recut_s8_TT1_4.t";"Day 3";"Across";47,89184546
"297";"CMG159_recut_s8_TT2_1.t";"Day 3";"Across";14,98953586
"298";"CMG159_recut_s8_TT2_2.t";"Day 3";"Across";11,97078813
"299";"CMG159_recut_s8_TT2_4.t";"Day 3";"Across";43,75966609
"300";"CMG159_recut_s8_TT2_5.t";"Day 3";"Across";15,21691272
"301";"CMG159_recut_s8_TT2_7.t";"Day 3";"Across";9,735019313
"302";"CMG159_recut_s8_TT2_8.t";"Day 3";"Across";56,75636176
"303";"CMG159_recut_s8_TT2_9.t";"Day 3";"Across";45,74642266
"304";"CMG159_recut_s8_TT4_1.t";"Day 3";"Across";48,80712507
"305";"CMG159_recut_s8_TT4_2.t";"Day 3";"Across";80,64033606
"306";"CMG159_recut_s8_TT4_4.t";"Day 3";"Across";11,96318242
"307";"CMG159_recut_s8_TT4_5.t";"Day 3";"Across";17,1085895
"308";"CMG159_recut_s8_TT4_6.t";"Day 3";"Across";15,35953212
"309";"CMG159_recut_s8_TT4_8.t";"Day 3";"Across";14,80290517
"310";"CMG159_recut_s8_TT4_9.t";"Day 3";"Across";7,811067945
"311";"CMG159_recut_s8_TT6_1.t";"Day 3";"Across";24,4229157
"312";"CMG159_recut_s8_TT6_2.t";"Day 3";"Across";66,38846077
"313";"CMG159_recut_s8_TT6_3.t";"Day 3";"Across";30,59119575
"314";"CMG159_recut_s8_TT6_4.t";"Day 3";"Across";15,54434395
"315";"JJ9_CA1_d1_TT2_02.t";"Day 1";"Across";7,091846825
"316";"JJ9_CA1_d1_TT2_06.t";"Day 1";"Across";11,91205232
"317";"JJ9_CA1_d1_TT5_01.t";"Day 1";"Across";55,38304132
"318";"JJ9_CA1_d1_TT5_02.t";"Day 1";"Across";4,755985576
"319";"JJ9_CA1_d1_TT5_03.t";"Day 1";"Across";46,30667004
"320";"JJ9_CA1_d1_TT5_04.t";"Day 1";"Across";49,62652645
"321";"JJ9_CA1_d1_TT5_05.t";"Day 1";"Across";24,91051292
"322";"JJ9_CA1_d1_TT5_06.t";"Day 1";"Across";49,4605851
"323";"JJ9_CA1_d2_TT2_01.t";"Day 2";"Across";43,34033281
"324";"JJ9_CA1_d2_TT2_02.t";"Day 2";"Across";35,2038414
"325";"JJ9_CA1_d2_TT2_03.t";"Day 2";"Across";40,53357698
"326";"JJ9_CA1_d2_TT2_04.t";"Day 2";"Across";17,79297522
"327";"JJ9_CA1_d2_TT2_05.t";"Day 2";"Across";22,13791562
"328";"JJ9_CA1_d2_TT5_01.t";"Day 2";"Across";119,3422844
"329";"JJ9_CA1_d2_TT5_02.t";"Day 2";"Across";105,4291177
"330";"JJ9_CA1_d2_TT5_03.t";"Day 2";"Across";161,1505
"331";"JJ9_CA1_d2_TT5_04.t";"Day 2";"Across";25,07010502
"332";"JJ9_CA1_d2_TT5_05.t";"Day 2";"Across";125,498158
"333";"JJ9_CA1_d2_TT5_06.t";"Day 2";"Across";34,6679671
"334";"JJ9_CA1_d2_TT5_07.t";"Day 2";"Across";24,13062164
"335";"JJ9_CA1_d3_TT2_02.t";"Day 3";"Across";28,12622886
"336";"JJ9_CA1_d3_TT2_03.t";"Day 3";"Across";57,61082332
"337";"JJ9_CA1_d3_TT5_01.t";"Day 3";"Across";29,15397405
"338";"JJ9_CA1_d3_TT5_02.t";"Day 3";"Across";171,340349
"339";"JJ9_CA1_d3_TT5_03.t";"Day 3";"Across";215,7879872
"340";"JJ9_CA1_d3_TT5_04.t";"Day 3";"Across";25,55269136
"341";"K1_CA1_d1_TT1_1.t";"Day 1";"Across";18,01100754
"342";"K1_CA1_d1_TT2_1.t";"Day 1";"Across";14,43442872
"343";"K1_CA1_d1_TT2_2.t";"Day 1";"Across";45,19112652
"344";"K1_CA1_d1_TT2_3.t";"Day 1";"Across";16,31929686
"345";"K1_CA1_d1_TT3_1.t";"Day 1";"Across";11,35725089
"346";"K1_CA1_d1_TT3_2.t";"Day 1";"Across";41,72505372
"347";"K1_CA1_d1_TT3_4.t";"Day 1";"Across";16,4226325
"348";"K1_CA1_d2_TT1_1.t";"Day 2";"Across";18,37810232
"349";"K1_CA1_d2_TT1_2.t";"Day 2";"Across";12,91477241
"350";"K1_CA1_d2_TT1_3.t";"Day 2";"Across";6,576420919
"351";"K1_CA1_d2_TT2_1.t";"Day 2";"Across";29,89879211
"352";"K1_CA1_d2_TT2_2.t";"Day 2";"Across";20,56889841
"353";"K1_CA1_d2_TT2_6.t";"Day 2";"Across";14,07982165
"354";"K1_CA1_d2_TT2_7.t";"Day 2";"Across";12,63781619
"355";"K1_CA1_d2_TT2_8.t";"Day 2";"Across";17,61460917
"356";"K1_CA1_d2_TT3_1.t";"Day 2";"Across";20,909286
"357";"K1_CA1_d2_TT3_2.t";"Day 2";"Across";14,16775826
"358";"K1_CA1_d2_TT3_3.t";"Day 2";"Across";31,41425115
"359";"K1_CA1_d2_TT3_4.t";"Day 2";"Across";26,9484018
"360";"K1_CA1_d2_TT3_6.t";"Day 2";"Across";25,27401045
"361";"K1_CA1_d2_TT3_7.t";"Day 2";"Across";30,0988583
"362";"K1_CA1_d4_TT2_1.t";"Day 3";"Across";24,63665087
"363";"K1_CA1_d4_TT2_5.t";"Day 3";"Across";18,28867084
